form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00173096,B865289,,,CCM,Sean Mill for Riverside City Council Ward 5-2024,,,,,,3711-A Arlington Avenue,,Riverside,CA,92506,G2024,,2024-02-07,1000.00,,G-2024 City Council Ward 5 CA,011,,,,Mill,Sean,,,,,CA, ,,,,,,,,
SB29,C00173096,B865287,,,CCM,Chuck Washington Supervisor 2024,,,,,,3711-A Arlington Ave.,,Riverside,CA,92506,G2024,,2024-02-07,1000.00,,G-2024 Co. Bd. of Supv. Riverside Cnty D,011,,,,Washington,Chuck,,,,,CA, ,,,,,,,,
SB29,C00173096,B866422,,,CCM,Kathryn Barger for Supervisor 2024,,,,,,515 S. Figueroa Street 16th Floor,,Los Angeles,CA,90071,P2024,,2024-02-28,500.00,,P-2024 Co. Supv. LA County Dist 5 CA,011,,,,Barger,Kathryn,,,,,CA, ,,,,,,,,
SB29,C00173096,B866872,,,CCM,Mike Fong for Assembly,,,,,,PO Box 3021,,Alhambra,CA,91803,P2024,,2024-02-28,2500.00,,P-2024 State House 49 CA,011,,,,Fong,Mike,,,,H,CA,49,,,,,,,,
SB29,C00173096,B864935,,,CCM,Melody Bolduc Candidate for School Board District 7,,,,,,PO Box 24321,,Jacksonville,FL,32241,P2024,,2024-02-06,250.00,,P-2024 School Board 7 FL,011,,,,Bolduc,Melody,,,,,FL,07,,,,,,,,
SB29,C00173096,B866871,,,CCM,Bob Gualtieri Campaign,,,,,,PO Box 17114,,Clear Water,FL,33762,G2024,,2024-02-28,1000.00,,G-2024 Sheriff Pinellas FL,011,,,,Gualtieri,Bob,,,,,FL, ,,,,,,,,
SB29,C00173096,B866870,,,CCM,Christina Lambert Campaign,,,,,,740 Avon Road,,West Palm Beach,FL,33401,G2024,,2024-02-28,1000.00,,G-2024 City Comm. 05 FL,011,,,,Lambert,Christina,,,,,FL,05,,,,,,,,
SB29,C00173096,B865777,,,CCM,Michael Naft for Clark County Commissioner,,,,,,10624 S Eastern Avenue Suite A-101,,Henderson,NV,89052,P2024,,2024-02-19,2500.00,,P-2024 Co. Comm. Clark Co A NV,011,,,,Naft,Michael,,,,,NV, ,,,,,,,,
SB29,C00173096,B866296,,,CCM,Cmte to Elect Brian Knudsen,,,,,,2309 Windjammer Way,,Las Vegas,NV,89107,P2024,,2024-02-21,1000.00,,P-2024 City Council Las Vegas #1 NV,011,,,,Knudsen,Brian,,,,,NV, ,,,,,,,,
SB29,C00173096,B866294,,,CCM,Committee to Elect Shondra Summers-Armstrong,,,,,,1421 North Jones Boulevard #443,,Las Vegas,NV,89108,P2024,,2024-02-21,1000.00,,P-2024 City Council 5 NV,011,,,,Summers-Armstrong,Shondra,,,,,NV,05,,,,,,,,
SB29,C00173096,B865316,,,CCM,Lacey Hull for Texas,,,,,,PO Box 19231,,Houston,TX,77724,P2024,,2024-02-07,3000.00,,P-2024 State House 138 TX,011,,,,Hull,Lacey,,,,H,TX,13,,,,,,,,
SB29,C00173096,B865778,,,CCM,Carr for Probate,,,,,,800 Sawyer Street,,Houston,TX,77007,G2024,,2024-02-19,1000.00,,G-2024 Judge  TX,011,,,,Carr,Chavon,,,,,TX, ,,,,,,,,
