form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00547349,500715650,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-15,122.72,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500718331,,,ORG,Flytedesk Inc.,,,,,,300 S Broadway St,,Boulder,CO,803053455,,,2024-10-15,1500000.00,0.00,Digital & Print Advertising & Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500718332,,,ORG,Civic Shout,,,,,,16192 Coastal Hwy,,Lewes,DE,199583608,,,2024-10-15,3000.00,0.00,List Acquisition,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500718342,,,ORG,American Express,,,,,,PO Box 1,,Los Angeles,CA,900780001,,,2024-10-07,80.03,0.00,"Credit Card Payment, See Below",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500718344,500718342,SB29,ORG,Richmond Times-Dispatch,,,,,,300 E Franklin St,,Richmond,VA,232192214,,,2024-10-07,35.99,0.00,Subscription,,,,,,,,,,,,,,,,,,,X,* Non-Contribution Account
SB29,C00547349,500718345,500718342,SB29,ORG,Boston Globe,,,,,,1 Exchange Pl,,Boston,MA,021092803,,,2024-10-07,27.72,0.00,Subscription,,,,,,,,,,,,,,,,,,,X,* Non-Contribution Account
SB29,C00547349,500718333,,,PAC,Democratic Messaging Project,,,,,,3130 Alpine Rd,Ste # 288,Portola Valley,CA,940287541,,,2024-10-08,874.65,0.00,Shipping,,C00800995,Democratic Messaging Project,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500718334,,,ORG,Elias Law Group,,,,,,10 G St NE,Ste 600,Washington,DC,200024253,,,2024-10-08,309.00,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500718335,,,ORG,"Paychex, Inc.",,,,,,911 Panorama Trl S,,Rochester,NY,146252311,,,2024-10-10,58.00,0.00,Payroll Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500718336,,,ORG,Premier Political Compliance,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-10-08,2500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500711467,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-07,20.58,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
