form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00265546,SB29.19361,,,CCM,"BEN WATSON FOR SENATE, INC",,,,,,100 RIVERVIEW DRIVE,,SAVANNAH,GA,31404,P2024,,2024-04-29,1500.00,,Contribution,011,,"BEN WATSON FOR SENATE, INC",,WATSON,BEN,,,,S,GA,01,,,,,,,,
SB29,C00265546,SB29.19338,,,CCM,COMMITTEE TO ELECT GERALD COUCH,,,,,,PO BOX 278,,GAINESVILLE,GA,30503,P2024,,2024-04-03,1000.00,,Contribution,011,,COMMITTEE TO ELECT GERALD COUCH,,,,,,,,,,,,,,,,,
SB29,C00265546,SB29.19343,,,CCM,COMMITTEE TO ELECT RICHARD ROUNDTREE,,,,,,2001 ROOSEVELT DRIVE,,AUGUSTA,GA,30904,P2024,,2024-04-03,1000.00,,Contribution,011,,COMMITTEE TO ELECT RICHARD ROUNDTREE,,ROUNDTREE,RICHARD,,,,,,,,,,,,,,
SB29,C00265546,SB29.19335,,,CCM,COMMITTEE TO ELECT TOYIA TUCKER,,,,,,216 RIE COURT,,COLUMBUS,GA,31907,P2024,,2024-04-03,500.00,,Contribution,011,,COMMITTEE TO ELECT TOYIA TUCKER,,,,,,,,,,,,,,,,,
SB29,C00265546,SB29.19355,,,CCM,CONSERVATIVES FOR MCCOLLUM,,,,,,5255 J.L. MARTIN DRIVE,,GAINESVILLE,GA,30507,P2024,,2024-04-22,1000.00,,Contribution,011,,CONSERVATIVES FOR MCCOLLUM,,MCCOLLUM,DERRICK,,,,H,GA,30,,,,,,,,
SB29,C00265546,SB29.19360,,,CCM,DANIEL FOR GEORGIA,,,,,,720 HINES WAY,,LOCUST GROVE,GA,30248,P2024,,2024-04-29,1000.00,,Contribution,,,DANIEL FOR GEORGIA,,DANIEL,LAUREN,,,,H,GA,,,,,,,,,
SB29,C00265546,SB29.19341,,,CCM,ELECT CHAD NICHOLS SHERIFF,,,,,,4638 WARWOMAN ROAD,,CLAYTON,GA,30525,P2024,,2024-04-03,1000.00,,Contribution,011,,ELECT CHAD NICHOLS SHERIFF,,,,,,,,,,,,,,,,,
SB29,C00265546,SB29.19347,,,CCM,FRIENDS OF JIM O'NEILL,,,,,,375 N PINE VALLEY ROAD,,WINSTON-SALEM,NC,27104,R2024,Runoff,2024-04-08,6400.00,,Contribution,011,,FRIENDS OF JIM O'NEILL,,O'NEILL,JIM,,,,,,,,,,,,,,
SB29,C00265546,SB29.19345,,,CCM,JEREMY KELLEY CAMPAIGN,,,,,,6545 HWY 171 S,,EDGEHILL,GA,30810,P2024,,2024-04-08,1000.00,,Contribution,011,,JEREMY KELLEY CAMPAIGN,,,,,,,,,,,,,,,,,
SB29,C00265546,SB29.19332,,,CCM,JOHN ANKER FOR COLUMBUS,,,,,,4755 CHAMPIONS WAY,,Columbus,GA,31909,P2024,,2024-04-03,750.00,,CONTRIBUTION,011,,JOHN ANKER FOR COLUMBUS,,,,,,,,,,,,,,,,,
SB29,C00265546,SB29.19354,,,CCM,RE-ELECT DEMOCRAT HARRELL,,,,,,110 CREEK WOOD COURT,,MCDONOUGH,GA,30253,P2024,,2024-04-18,1000.00,,Contribution,011,,RE-ELECT DEMOCRAT HARRELL,,HARRELL,CARLOTTA,,,,,,,,,,,,,,
