form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00876615,SB23.4143,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,PO BOX 10570,,SAVANNAH,GA,31412,P2024,,2024-10-30,1000.00,,Contribution,011,C00543967,BUDDY CARTER FOR CONGRESS,,,,,,,H,GA,01,,,,,,,,
SB23,C00876615,SB23.4151,,,CCM,FRIENDS OF JOHN THUNE,,,,,,PO BOX 841,,SIOUX FALLS,SD,57101,G2024,,2024-10-30,1000.00,,Contribution,011,C00409581,FRIENDS OF JOHN THUNE,,,,,,,S,SD,00,,,,,,,,
SB23,C00876615,SB23.4157,,,CCM,FRIENDS OF MARK WARNER,,,,,,611 PENNSYLVANIA AVE SE,NUM 143,WASHINGTON,DC,20003,G2024,,2024-10-30,1000.00,,Contribution,011,C00438713,FRIENDS OF MARK WARNER,,,,,,,S,VA,00,,,,,,,,
SB23,C00876615,SB23.4161,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 22401,,LOUISVILLE,KY,40252,G2024,,2024-10-30,1000.00,,Contribution,010,C00445023,GUTHRIE FOR CONGRESS,,,,,,,H,KY,02,,,,,,,,
SB23,C00876615,SB23.4159,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,G2024,,2024-10-30,1000.00,,Contribution,011,C00541862,JASON SMITH FOR CONGRESS,,,,,,,H,MO,08,,,,,,,,
SB23,C00876615,SB23.4155,,,CCM,MARSHA FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,G2024,,2024-10-30,1000.00,,Contribution,011,C00376939,MARSHA FOR SENATE,,,,,,,S,TN,07,,,,,,,,
SB23,C00876615,SB23.4141,,,CCM,MATSUI FOR CONGRESS,,,,,,PO BOX 1738,,SACRAMENTO,CA,95812,P2024,,2024-10-30,1000.00,,Contribution,011,C00409219,MATSUI FOR CONGRESS,,,,,,,H,CA,07,,,,,,,,
SB23,C00876615,SB23.4149,,,CCM,MIKE THOMPSON FOR CONGRESS,,,,,,5445 MADISON AVENUE,,SACRAMENTO,CA,95841,G2024,,2024-10-30,1000.00,,Contribution,011,C00326363,MIKE THOMPSON FOR CONGRESS,,,,,,,H,CA,04,,,,,,,,
SB23,C00876615,SB23.4153,,,CCM,SCHNEIDER FOR CONGRESS,,,,,,PO BOX 1318,,DEERFIELD,IL,60015,G2024,,2024-10-30,1000.00,,Contribution,011,C00495952,SCHNEIDER FOR CONGRESS,,,,,,,H,IL,10,,,,,,,,
SB23,C00876615,SB23.4147,,,CCM,WHITEHOUSE FOR SENATE,,,,,,P.O. BOX 40280,,PROVIDENCE,RI,02940,G2024,,2024-10-30,1000.00,,Contribution,011,C00410803,WHITEHOUSE FOR SENATE,,,,,,,S,RI,00,,,,,,,,
SB23,C00876615,SB23.4139,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 64,,JACKSON,MS,39205,G2024,,2024-10-30,1000.00,,,011,C00443218,WICKER FOR SENATE,,,,,,,S,MS,00,,,,,,,,
SB23,C00876615,SB23.4145,,,CCM,Wyden for Senate,,,,,,1220 SW MORRISON ST,STE 910,PORTLAND,OR,97205,G2024,,2024-10-30,1000.00,,contribution,011,,WYDEN FOR SENATE,,,,,,,,,,,,,,,,,
