form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00341396,500060916,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-08-21,2100.00,2024-08-21,1532321.50,Online Advertising,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060917,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-08-21,27900.00,2024-08-21,1532321.50,Online Advertising,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060918,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-08-21,6300.00,2024-08-21,1532321.50,Online Advertising,004,,O,P80001571,Trump,Donald,J,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060919,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-08-21,83700.00,2024-08-21,1532321.50,Online Advertising,004,,O,P80001571,Trump,Donald,J,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060956,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-08-28,10031.90,2024-08-28,1532321.50,Online Advertising,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060957,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-08-28,1250.00,2024-08-28,1532321.50,Online Advertising,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060958,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-08-28,3750.00,2024-08-28,1532321.50,Online Ad,004,,O,P80001571,Trump,Donald,J,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060959,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-08-28,32968.10,2024-08-28,1532321.50,Online Ad,004,,O,P80001571,Trump,Donald,J,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060980,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-09-04,1250.00,2024-09-04,1532321.50,Online Ad,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060981,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-09-04,10031.90,2024-09-04,1532321.50,Online Ad,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060982,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-09-04,3750.00,2024-09-04,1532321.50,Online Ad,004,,O,P80001571,Trump,Donald,J,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500060983,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-09-04,32968.10,2024-09-04,1532321.50,Online Ad,004,,O,P80001571,Trump,Donald,J,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500061016,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-09-11,7698.90,2024-09-11,1532321.50,Online Ad,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
SE,C00341396,500061017,,,ORG,202 Consulting Solutions LLC,,,,,,412 N 45Th St,Apt 202,Seattle,WA,981036464,G2024,,2024-09-11,750.00,2024-09-11,1532321.50,Online Ad,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Matzzie,Tom,,,,2024-10-21,
