form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00430280,501437044,,,ORG,"ATLANTA RADIO KOREA, INC.",,,,,,3230 Steve Reynolds Blvd,Ste 219,Duluth,GA,300968833,G2024,,2024-10-28,3500.00,2024-10-16,9000.00,30-second radio ads,004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501449324,,,ORG,El Mundo,,,,,,760 N Eastern Ave,Ste 110,Las Vegas,NV,891012888,G2024,,2024-10-11,2800.00,2024-10-16,3340.00,Partisan Print Ads,,,S,,Rosen,Jacky,,,,S,,NV,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501449323,,,ORG,KYLI 96.7FM LA CAMPESINA,,,,,,2055 W Charleston Blvd,Ste B,Las Vegas,NV,891022258,G2024,,2024-10-28,2700.00,2024-10-16,9000.00,Partisan Radio ads,004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501437317,,,ORG,La Mega Media Inc.,,,,,,5151 Reed Rd,Ste 211A,Columbus,OH,432202594,G2024,,2024-10-01,300.00,2024-10-10,3000.00,Partisan digital ad,,,S,,Brown,Sherrod,,,,S,,OH,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501436991,,,ORG,La Prensa Newspaper,,,,,,616 Adams St,,Toledo,OH,436041420,G2024,,2024-09-20,2700.00,2024-10-03,3000.00,1/2 Page Print Ad,,,S,,Brown,Sherrod,,,,S,,OH,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501439320,,,ORG,Michigan Chinese American News,,,,,,4979 S Ridgeside Cir,,Ann Arbor,MI,481059447,G2024,,2024-10-25,900.00,2024-10-14,3500.00,1/2 print ads,004,,S,,Slotkin,Elissa,,,,S,,MI,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501437318,,,ORG,"New Mainstream Press, Inc.",,,,,,167 Old Belmont Ave,Ste 200,Bala Cynwyd,PA,190041934,G2024,,2024-10-11,1600.00,2024-10-02,3000.00,1/2 print ads,004,,S,,Casey Jr.,Bob,,,,S,,PA,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501437316,,,ORG,Prensa Arizona,,,,,,1107 E Tonto St,,Phoenix,AZ,850344032,G2024,,2024-10-03,3600.00,2024-10-02,4356.00,1/2 page print ad,004,,S,,Gallego,Ruben,,,,S,,AZ,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501436994,,,ORG,R&W Media Group,,,,,,835 W Warner Rd,Ste Pm 101,Gilbert,AZ,852337268,G2024,,2024-09-20,756.00,2024-10-03,4356.00,1/2 Print Ads,004,,S,,Gallego,Ruben,,,,S,,AZ,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501437319,,,ORG,The Suncoast News,,,,,,12945 Seminole Blvd,Bldg A,Largo,FL,337782319,G2024,,2024-10-09,1756.00,2024-10-02,1756.00,1/2 page print ads,004,,S,,Mucarsel-Powell,Debbie,,,,S,,FL,Kurzban,Ira,,,,2024-10-22,
SE,C00430280,501437041,,,ORG,VM Broadcasting LLC,,,,,,1125 Colorado St,,Allentown,PA,181033118,G2024,,2024-10-28,2800.00,2024-10-16,9000.00,30-Second Radio Ad,004,,O,,Trump,Donald,J.,,,P,,,Kurzban,Ira,,,,2024-10-22,
