form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00659672,SB21b-EX289,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,O2022,Primary 2022,2023-07-03,7.55,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX296,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-07-11,1.46,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX291,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-07-17,3.55,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX293,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-07-17,23.95,0.00,PCI fee,001,,,,,,,,,,,,,,,,,,,PCI fee
SB21b,C00659672,SB21b-EX294,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-07-25,1.30,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX297,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-08-08,14.65,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX298,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-08-10,15.38,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX299,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-08-15,1.90,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX300,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-08-15,23.95,0.00,PCI fee,001,,,,,,,,,,,,,,,,,,,PCI fee
SB21b,C00659672,SB21b-EX301,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-08-22,1.87,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX302,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-08-24,1.30,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX303,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-09-06,14.65,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX304,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-09-12,0.73,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX305,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-09-15,23.95,0.00,PCI fee,001,,,,,,,,,,,,,,,,,,,PCI fee
SB21b,C00659672,SB21b-EX308,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-09-15,14.15,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX307,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-09-26,1.30,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX309,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-10-16,23.95,0.00,PCI Fee,001,,,,,,,,,,,,,,,,,,,PCI Fee
SB21b,C00659672,SB21b-EX312,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-10-16,2.35,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX310,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-10-24,8.85,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX313,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-11-15,2.80,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
SB21b,C00659672,SB21b-EX314,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-11-15,23.95,0.00,PCI fee,001,,,,,,,,,,,,,,,,,,,PCI fee
SB21b,C00659672,SB21b-EX315,,,ORG,Vanco Payment Solutions,,,,,,400 Northridge Road,Suite 1200,Atlanta,GA,30350,G2022,,2023-11-27,1.30,0.00,credit card processing fee,001,,,,,,,,,,,,,,,,,,,credit card processing fee
