form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00750356,500074630,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-16,197.90,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00750356,500073240,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-08-26,74.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00750356,8042580I,8042580,SA11C,COM,Way To Win Action Fund Inc,,,,,,340 S Lemon Ave,Ste 1940,Walnut,CA,917892706,,,2024-07-26,44739.43,0.00,Management Consulting,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00750356,500073890,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-08-29,100.21,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00750356,500074631,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-09-26,44.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00750356,500073241,,,ORG,"The Money Wheel, LLC",,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-07-29,3750.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00750356,500074632,,,ORG,"The Money Wheel, LLC",,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-09-03,3206.49,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00750356,500073242,,,ORG,"The Money Wheel, LLC",,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-07-29,1503.20,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00750356,500074629,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-03,434.50,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00750356,500073239,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-15,0.40,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00750356,500073889,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-19,0.40,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
