form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00750356,500074633,,,ORG,Way To Lead Nevada,,,,,,PO Box 97241,,Phoenix,AZ,850607241,,,2024-09-13,4454.14,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00750356,500073243,,,PAC,Way To Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-07-31,32893.43,0.00,Joint Fundraising Transfer,,C00686832,,,,,,,,,,,,,,,,,,
SB22,C00750356,500074634,,,COM,Way To Lead Georgia,,,,,,6595 Roswell Rd,Ste G Pmb 3097,Atlanta,GA,303283152,,,2024-09-13,4454.14,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00750356,500073244,,,PAC,Way To Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-07-31,32893.43,0.00,Joint Fundraising Transfer,,C00686832,,,,,,,,,,,,,,,,,,
SB22,C00750356,500074635,,,COM,Way To Lead North Carolina,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-09-13,5149.51,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00750356,500073245,,,PAC,Way To Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-07-31,32893.43,0.00,Joint Fundraising Transfer,,C00686832,,,,,,,,,,,,,,,,,,
SB22,C00750356,500074636,,,COM,Way To Lead Arizona,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-09-13,4454.14,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00750356,500073246,,,PAC,Way To Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-07-31,15960.05,0.00,Joint Fundraising Transfer,,C00686832,,,,,,,,,,,,,,,,,,
SB22,C00750356,500074637,,,PAC,Way To Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-09-13,4592.17,0.00,Joint Fundraising Transfer,,C00686832,,,,,,,,,,,,,,,,,,Non Contribution Account
SB22,C00750356,500073247,,,PAC,Way To Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-07-31,32893.43,0.00,Joint Fundraising Transfer,,C00686832,,,,,,,,,,,,,,,,,,
SB22,C00750356,500074638,,,PAC,Way To Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-09-13,14710.17,0.00,Joint Fundraising Transfer,,C00686832,,,,,,,,,,,,,,,,,,
SB22,C00750356,500073248,,,PAC,Way To Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-07-31,22712.56,0.00,Joint Fundraising Transfer,,C00686832,,,,,,,,,,,,,,,,,,
SB22,C00750356,500074639,,,COM,Way To Lead Texas,,,,,,3131 McKinney Ave,Ste 502,Dallas,TX,752042426,,,2024-09-13,4454.14,0.00,Joint Fundraising Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00750356,500073249,,,PAC,Way To Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-07-31,14440.88,0.00,Joint Fundraising Transfer,,C00686832,,,,,,,,,,,,,,,,,,
