form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00850032,SE.8512,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-01,100.00,2024-07-07,687.03,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8513,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-07,100.00,2024-07-10,787.03,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8516,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-10,100.00,2024-07-13,887.03,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8519,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-13,100.00,2024-07-14,1167.02,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8520,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-14,52.02,2024-07-15,1219.04,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8521,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-15,100.00,2024-07-16,1319.04,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8523,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-16,100.00,2024-07-18,1579.04,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8526,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-18,100.00,2024-07-19,1839.15,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8527,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-19,100.00,2024-07-22,1939.15,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8528,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-22,100.00,2024-07-25,2039.15,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8529,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-25,100.00,2024-07-26,2139.15,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8532,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-26,100.00,2024-07-27,2239.15,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8535,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-27,100.00,2024-07-30,2373.12,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8536,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-30,100.00,2024-07-31,2473.12,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8540,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-07-31,100.00,2024-08-02,2573.12,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8543,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-08-02,100.00,2024-08-04,2887.32,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8545,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-08-04,100.00,2024-08-06,3378.80,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8546,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-08-06,100.00,2024-08-08,3478.80,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
SE,C00850032,SE.8548,,,ORG,Meta Platforms Inc.,,,,,,1 Meta Way,,Menlo Park,CA,94025,G2024,,2024-08-08,100.00,2024-08-12,3807.41,Social Media Ads,,C00850032,O,P80001571,TRUMP,DONALD J.,,,,P,,,Cox,Timothy,,,,2024-12-29,
