form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00826297,500135660,,,CCM,ALTMAN FOR CONGRESS,,,,,,PO Box 267,,Lambertville,NJ,085300267,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00841643,,,ALTMAN,SUSAN,COPIUS,,,H,NJ,07,,,,,,,,
SB23,C00826297,500135659,,,CCM,AMISH FOR ARIZONA,,,,,,PO Box 7070,,Phoenix,AZ,850117070,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00836502,,,SHAH,AMISH,DR.,,,H,AZ,01,,,,,,,,
SB23,C00826297,500135638,,,CCM,Andrea Salinas For Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,G2024,,2024-10-29,1000.00,0.00,Candidate Contributions,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00826297,500135658,,,CCM,APRIL MCCLAIN DELANEY FOR CONGRESS,,,,,,PO Box 83940,,Gaithersburg,MD,208833940,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00854471,,,DELANEY,APRIL,MCCLAIN,,,H,MD,06,,,,,,,,
SB23,C00826297,500135640,,,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB23,C00826297,6131581C,6131581,SA11AI,CCM,Caraveo For Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-10-22,3300.00,0.00,Conduit Contribution,,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,Earmarked by Lawrence Benenson
SB23,C00826297,500135645,,,CCM,Caraveo For Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00826297,500135642,,,CCM,Cartwright For Congress,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-10-30,1000.00,0.00,Candidate Contribution,,C00509968,,,Cartwright,Matthew,A,,,H,PA,08,,,,,,,,
SB23,C00826297,6131582C,6131582,SA11AI,CCM,Chris Deluzio For Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-10-22,3300.00,0.00,Conduit Contribution,,C00787648,,,Deluzio,Chris,,,,H,PA,17,,,,,,,,Earmarked by Lawrence Benenson
SB23,C00826297,500135643,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00826297,500135657,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
SB23,C00826297,500135673,,,CCM,COLIN ALLRED FOR SENATE,,,,,,PO Box 601631,,Dallas,TX,753601631,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00839597,,,ALLRED,COLIN,,,,S,TX,00,,,,,,,,
SB23,C00826297,500135661,,,CCM,Committee To Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,042437108,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00653816,,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00826297,500135674,,,CCM,COOKE FOR CONGRESS,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00844993,,,COOKE,REBECCA,,,,H,WI,03,,,,,,,,
SB23,C00826297,500135662,,,CCM,DAVE MIN FOR CONGRESS,,,,,,PO Box 5959,,Irvine,CA,926165959,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00831537,,,MIN,DAVE,,,,H,CA,47,,,,,,,,
SB23,C00826297,500135663,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB23,C00826297,500135664,,,CCM,Dr Kim Schrier For Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00652628,,,Schrier,Kim,,,,H,WA,08,,,,,,,,
SB23,C00826297,500135665,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00834218,,,SLOTKIN,ELISSA,,,,S,MI,00,,,,,,,,
SB23,C00826297,500135666,,,CCM,Emilia Sykes For Congress,,,,,,PO Box 1347,,Akron,OH,443091347,G2024,,2024-10-29,1000.00,0.00,Candidate Contribution,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
