form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00009282,B870200,,,CCM,Ann Wagner for Congress,,,,,,P.O. Box 50,,Ballwin,MO,63022,P2024,,2024-05-01,2000.00,,Contribution,011,C00495846,,H2MO02102,Wagner,Ann,,,,H,MO,02,,,,,,,,
SB23,C00009282,B870194,,,CCM,Balderson for Congress,,,,,,4679 Winterset Dr,,Columbus,OH,43220,G2024,,2024-05-01,1000.00,,Contribution,011,C00662650,,H8OH12180,Balderson,Troy,,,,H,OH,12,,,,,,,,
SB23,C00009282,B870683,,,CCM,Banks for Senate,,,,,,P.O. Box 11431,,Fort Wayne,IN,46858,P2024,,2024-05-01,3500.00,,Contribution,011,C00577999,,H6IN03229,Banks,Jim,,,,S,IN, ,,,,,,,,
SB23,C00009282,B870680,,,CCM,Crawford for Congress,,,,,,PO Box 16956,,Jonesboro,AR,72403,G2024,,2024-05-01,1000.00,,Contribution,011,C00462374,,H0AR01083,Crawford,Eric Alan Rick,,,,H,AR,01,,,,,,,,
SB23,C00009282,B870145,,,PAC,Heartland Values PAC,,,,,,PO Box 505,,Sioux Falls,SD,57101,O2024,Not Applicable,2024-05-01,5000.00,,Contribution,011,C00409003,,,,,,,,,, ,,,,,,,,
SB23,C00009282,B870682,,,CCM,Jim Justice for U.S. Senate,,,,,,3501 MacCorkle Ave. SE #131,,Charleston,WV,25304,P2024,,2024-05-01,5000.00,,Contribution,011,C00839100,,S4WV00332,Justice,Jim,,,,S,WV, ,,,,,,,,
SB23,C00009282,B870138,,,CCM,John James for Congress,,,,,,P.O. BOX 628,,SAINT CLAIR SHORES,MI,48080,P2024,,2024-05-01,2000.00,,Contribution,011,C00803502,,H2MI10150,James,John,,,,H,MI,10,,,,,,,,
SB23,C00009282,B871360,,,CCM,Brandon For Congress NY22,,,,,,PO Box 3580,,Shirley,NY,13220,P2024,,2024-05-09,2000.00,,Contribution,011,C00806307,,H2NY22212,Williams,Brandon,M,,,H,NY,22,,,,,,,,
SB23,C00009282,B871357,,,CCM,Brian Mast For Congress,,,,,,PO Box 3016,,Stuart,FL,34995,P2024,,2024-05-09,2000.00,,Contribution,011,C00579896,,H6FL18097,Mast,Brian,,,,H,FL,21,,,,,,,,
SB23,C00009282,B870133,,,PAC,Continuing America's Strength and Security PAC,,,,,,P.O. Box 80505,,Baton Rouge,LA,70898,O2024,Not Applicable,2024-05-09,5000.00,,Contribution,011,C00480228,,,,,,,,,, ,,,,,,,,
