form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00165159,SB23.19912,,,CCM,BECKY EDWARDS FOR CONGRESS,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,P2024,,2023-08-15,5000.00,,Donation,001,C00842088,BECKY EDWARDS FOR CONGRESS,,,,,,,,,,,,,,,,,
SB23,C00165159,SB23.19904,,,ORG,Chase Card Services,,,,,,PO Box 15153,,Wilmington,DE,198865153,P2024,,2023-08-14,5000.00,,Candidate Donations,001,,,,,,,,,,,,,,,,,,,
SB23,C00165159,SB23.19904.0,SB23.19904,SB23,PAC,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-08-14,1000.00,,Donation,,C00607416,BRIAN FITZPATRICK FOR ALL OF US,,,,,,,,,,,,,,,,X,
SB23,C00165159,SB23.19904.1,SB23.19904,SB23,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,P2024,,2023-08-14,1000.00,,Donation,,C00559393,DAN NEWHOUSE FOR CONGRESS,,,,,,,H,WA,04,,,,,,,X,
SB23,C00165159,SB23.19904.2,SB23.19904,SB23,CCM,JAY OBERNOLTE FOR CONGRESS 2022,,,,,,"1355 HALYARD DR., STE. 120",,WEST SACRAMENTO,CA,95691,P2024,,2023-08-14,1000.00,,Donation,,C00720078,JAY OBERNOLTE FOR CONGRESS 2022,,,,,,,H,CA,08,,,,,,,X,
SB23,C00165159,SB23.19904.3,SB23.19904,SB23,CCM,PETE STAUBER FOR CONGRESS,,,,,,23 CENTRAL ENTRANCE,BOX 333,DULUTH,MN,55811,P2024,,2023-08-14,1000.00,,Donation,,C00650697,PETE STAUBER FOR CONGRESS,,,,,,,H,MN,08,,,,,,,X,
SB23,C00165159,SB23.19904.4,SB23.19904,SB23,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,P2024,,2023-08-14,1000.00,,Donation,011,C00499392,VALADAO FOR CONGRESS,,,,,,,H,CA,21,,,,,,,X,
SB23,C00165159,SB23.19895,,,ORG,Chase Card Services,,,,,,PO Box 15153,,Wilmington,DE,198865153,P2024,,2023-08-15,1000.00,,Donation,,,,,,,,,,,,,,,,,,,,
SB23,C00165159,SB23.19895.0,SB23.19895,SB23,CCM,MICHAEL WALTZ FOR CONGRESS,,,,,,437 OCEAN GROVE CIRCLE,,ST AUGUSTINE,FL,32080,P2024,,2023-08-14,1000.00,,Donation,011,C00666396,MICHAEL WALTZ FOR CONGRESS,,,,,,,H,FL,06,,,,,,,X,
SB23,C00165159,SB23.19922,,,CCM,WENDY DAVIS FOR CONGRESS,,,,,,PO BOX 12322,,FORT WAYNE,IN,46863,P2024,,2023-08-25,5000.00,,Donation,001,C00835314,WENDY DAVIS FOR CONGRESS,,,,,,,H,IN,03,,,,,,,,
