form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00110858,SB23.4537,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,,,2023-11-29,1000.00,,,,C00714865,,,,,,,,H,TX,24,,,,,,,,
SB23,C00110858,SB23.4534,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 16032,,COLUMBUS,OH,43216,,,2023-11-29,1000.00,,,,C00779603,,,,,,,,H,OH,15,,,,,,,,
SB23,C00110858,SB23.4544,,,CCM,COLLINS FOR SENATOR,,,,,,PO BOX 1096,,BANGOR,ME,04402,,,2023-11-29,1000.00,,,,C00314575,,,,,,,,S,ME,00,,,,,,,,
SB23,C00110858,SB23.4527,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,,,2023-11-29,1000.00,,,,C00693663,,,,,,,,H,IA,04,,,,,,,,
SB23,C00110858,SB23.4520,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,,,2023-11-29,1000.00,,,,C00527457,,,,,,,,H,OH,14,,,,,,,,
SB23,C00110858,SB23.4540,,,CCM,FRIENDS OF JOHN THUNE,,,,,,PO BOX 841,,SIOUX FALLS,SD,57101,,,2023-11-29,1000.00,,,,C00409581,,,,,,,,S,SD,00,,,,,,,,
SB23,C00110858,SB23.4543,,,CCM,"FRIENDS OF TODD YOUNG, INC.",,,,,,PO BOX 3743,,CARMEL,IN,46082,,,2023-11-29,1000.00,,,,C00459255,,,,,,,,S,IN,00,,,,,,,,
SB23,C00110858,SB23.4533,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,,,2023-11-29,2000.00,,,,C00541862,,,,,,,,H,MO,08,,,,,,,,
SB23,C00110858,SB23.4519,,,CCM,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,,,2023-11-29,1000.00,,,,C00575050,,,,,,,,H,IL,16,,,,,,,,
SB23,C00110858,SB23.4525,,,CCM,LARSON FOR CONGRESS,,,,,,PO BOX 261172,,HARTFORD,CT,06126,,,2023-11-29,1000.00,,,,C00330142,,,,,,,,H,CT,01,,,,,,,,
SB23,C00110858,SB23.4541,,,CCM,MAGGIE FOR NH,,,,,,PO BOX 298,,CONCORD,NH,03302,,,2023-11-29,1000.00,,,,C00588772,,,,,,,,S,NH,00,,,,,,,,
SB23,C00110858,SB23.4523,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,,,2023-11-29,1000.00,,,,C00704981,,,,,,,,H,CA,45,,,,,,,,
SB23,C00110858,SB23.4546,,,CCM,MIKE CRAPO FOR US SENATE,,,,,,PO BOX 1948,,BOISE,ID,83701,,,2023-11-29,1000.00,,,,C00330886,,,,,,,,S,ID,00,,,,,,,,
SB23,C00110858,SB23.4539,,,CCM,MIKE GALLAGHER FOR WISCONSIN,,,,,,PO BOX 1027,,GREEN BAY,WI,54305,,,2023-11-29,1000.00,,,,C00610212,,,,,,,,H,WI,08,,,,,,,,
SB23,C00110858,SB23.4536,,,CCM,MIKE KELLY FOR CONGRESS,,,,,,PO BOX 476,,LYNDORA,PA,16045,,,2023-11-29,1000.00,,,,C00474189,,,,,,,,H,PA,16,,,,,,,,
SB23,C00110858,SB23.4531,,,CCM,RON ESTES FOR CONGRESS,,,,,,PO BOX 782952,,WICHITA,KS,67278,,,2023-11-29,1000.00,,,,C00632067,,,,,,,,H,KS,04,,,,,,,,
SB23,C00110858,SB23.4529,,,CCM,RUDY FOR INDIANA,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,,,2023-11-29,1000.00,,,,C00822767,,,,,,,,H,IN,02,,,,,,,,
