form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00280909,SB23.10464,,,PAC,BRINGING AMERICA TOGETHER PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2024-06-05,5000.00,,Annual Contribution,,C00647354,,,,,,,,,,,,,,,,,,
SB23,C00280909,SB23.10469,,,PAC,FREDERICA S. WILSON FOR CONGRESS,,,,,,19821 NW 2ND AVENUE,BOX 354,MIAMI GARDENS,FL,33169,P2024,,2024-06-05,1000.00,,Contribution,,,,H0FL17068,WILSON,FREDERICA S.,,,,H,FL,24,,,,,,,,
SB23,C00280909,SB23.10471,,,PAC,FRIENDS OF BERNIE SANDERS,,,,,,PO BOX 391,,BURLINGTON,VT,05402,P2024,,2024-06-05,1000.00,,Contribution,,,,S4VT00033,SANDERS,BERNARD,,,,S,VT,00,,,,,,,,
SB23,C00280909,SB23.10470,,,PAC,GARAMENDI FOR CONGRESS,,,,,,1050 17TH ST NW STE 590,,WASHINGTON,DC,20036,G2024,,2024-06-05,1000.00,,Contribution,,,,H0CA10149,GARAMENDI,JOHN,,,,H,CA,03,,,,,,,,
SB23,C00280909,SB23.10474,,,PAC,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,P2024,,2024-06-13,1000.00,,Contribution,,,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,,,,,,,,
SB23,C00280909,SB23.10478,,,PAC,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,P2024,,2024-06-24,1000.00,,Contribution,,,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,,,,,,,,
SB23,C00280909,SB23.10479,,,PAC,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,G2024,,2024-06-24,1500.00,,Contribution,,,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,,,,,,,,
SB23,C00280909,SB23.10475,,,PAC,GREG CASAR FOR CONGRESS,,,,,,PO BOX 301923,,AUSTIN,TX,78703,G2024,,2024-06-13,1000.00,,Contribution,,,,H2TX35144,CASAR,GREG,,,,H,TX,35,,,,,,,,
SB23,C00280909,SB23.10465,,,PAC,NORMA TORRES FOR CONGRESS,,,,,,728 W EDNA PLACE,,COVINA,CA,91722,G2024,,2024-06-05,1000.00,,Contribution,,,,H4CA35031,TORRES,NORMA,,,,H,CA,35,,,,,,,,
SB23,C00280909,SB23.10480,,,PAC,VAL HOYLE FOR CONGRESS,,,,,,PO BOX 657,,SPRINGFIELD,OR,97477,G2024,,2024-06-24,500.00,,Contribution,,,,H2OR04095,HOYLE,VALERIE,,,,H,OR,04,,,,,,,,
