form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00508440,500659640,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-02,1842.87,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,"Original Vendor: Loews, 1200 Market St, Philadelphia PA 19107"
SB21B,C00508440,500659644,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-02,833.00,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,Original Vendor: Dana Goldberg 465 N. Curson LA CA 90036
SB21B,C00508440,500659641,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-09,4029.69,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,"Original Vendor: Renaissance, 611 Commerce St, Nashville TN 37203"
SB21B,C00508440,500659642,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-16,2486.76,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,"Original Vendor: Hyatt, 151 W 5th St, Cincinnati OH 65202"
SB21B,C00508440,500659645,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-16,833.00,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,Original Vendor: Dana Goldberg 465 N. Curson LA CA 90036
SB21B,C00508440,500659643,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-23,7307.43,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,"Original Vendor: Fairmont, 2025 Ave of the Stars, LA CA 90067"
SB21B,C00508440,500659646,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-23,833.00,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,Original Vendor: Dana Goldberg 465 N. Curson LA CA 90036
SB21B,C00508440,500659647,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-23,75.00,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,"Original Vendor: EManagement, 4421 Emerald St, Torrance CA 90503"
SB21B,C00508440,5513169I,5513169,SA11AI,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-31,884.62,0.00,Administrative Support,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00508440,5520511I,5520511,SA11AI,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-03-31,7759.49,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,* In-Kind Received
