form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00758011,SE.4877,,,ORG,Asignlum,,,,,,1039 U St,,Fresno,CA,93721,G2024,,2024-10-23,1787.78,2024-10-18,1787.78,IE - Harris - Literature Printing (actual - estimate reported 10/25),,C00758011,S,P00009423,HARRIS,KAMALA,,,,P,,GA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4943,,,ORG,Asignlum,,,,,,1039 U St,,Fresno,CA,93721,G2024,,2024-11-04,2661.03,2024-11-06,32002.05,IE - Harris - Literature Printing,,C00758011,S,P00009423,HARRIS,KAMALA,,,,P,,AZ,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4947,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-12,963.25,2024-10-21,1058.51,IE - Gallego - Paid Canvassing (Actual - reported 10-12),,C00758011,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4956,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-23,1176.02,2024-10-24,1176.02,IE - Harris - Paid Canvassing (actual - reported 10-25),,C00758011,S,P00009423,HARRIS,KAMALA,,,,P,,,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4957,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-23,2796.80,2024-10-24,3972.82,IE - Harris - Paid Canvassing (actual - reported 10-25),,C00758011,S,P00009423,HARRIS,KAMALA,,,,P,,,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4959,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-12,1176.02,2024-10-24,2234.53,IE - Gallego - Paid Canvassing (Actual - reported 10-12),,C00758011,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4960,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-12,2796.80,2024-10-24,5031.33,IE - Gallego - Paid Canvassing (Actual - reported 10-12),,C00758011,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4823,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-19,5056.98,2024-11-04,5056.98,IE - Gray - Paid Canvass (actual - estimate reported 10/21/24),,C00758011,S,H2CA13115,GRAY,ADAM C.,,,,H,13,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4827,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-19,5056.97,2024-11-04,10113.95,IE - Duarte - Paid Canvass (actual - estimate reported 10/21),,C00758011,O,H2CA13131,DUARTE,JOHN,,,,H,13,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4869,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-23,2068.76,2024-11-07,2068.76,IE - Allred - Paid Canvass (actual - reported 10/25),,C00758011,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4961,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-23,18014.19,2024-11-07,38487.01,IE - Harris - Paid Canvassing (actual - reported 10-25),,C00758011,S,P00009423,HARRIS,KAMALA,,,,P,,,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4963,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-12,3056.48,2024-11-07,8087.81,IE - Gallego - Paid Canvassing (Actual - reported 10-14),,C00758011,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4966,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-06,7370.63,2024-11-07,11970.63,IE - Valadao - Paid Canvassing (actual - reported 10-8),,C00758011,O,H2CA20094,VALADAO,DAVID,,,,H,22,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4967,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-06,7370.63,2024-11-07,19341.26,IE - Salas - Paid Canvassing (Actual - reported 10/6),,C00758011,S,H2CA21233,SALAS,RUDY,,,,H,22,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4969,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-06,4659.30,2024-11-12,24000.56,IE - Valadao - Paid Canvassing (actual - reported 10-8),,C00758011,O,H2CA20094,VALADAO,DAVID,,,,H,22,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4970,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-06,4659.30,2024-11-12,28659.86,IE - Salas - Paid Canvassing (Actual - reported 10/6),,C00758011,S,H2CA21233,SALAS,RUDY,,,,H,22,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4971,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-23,38676.14,2024-11-12,77163.15,IE - Harris - Paid Canvassing (actual - reported 10-25),,C00758011,S,P00009423,HARRIS,KAMALA,,,,P,,,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4972,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-12,3565.57,2024-11-12,11653.38,IE - Gallego - Paid Canvassing (Actual - reported 10-14),,C00758011,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4978,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-19,4659.30,2024-11-12,14773.25,IE - Duarte - Paid Canvass (actual - estimate reported 10/21),,C00758011,O,H2CA13131,DUARTE,JOHN,,,,H,13,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4979,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-19,4659.30,2024-11-12,19432.55,IE - Gray - Paid Canvass (actual - estimate reported 10/21/24),,C00758011,S,H2CA13115,GRAY,ADAM C.,,,,H,13,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4875,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-23,45032.17,2024-11-15,122195.32,IE - Harris - Paid Canvassing (actual - reported 10-25),,C00758011,S,P00009423,HARRIS,KAMALA,,,,P,,,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4949,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-12,3791.10,2024-11-18,15444.48,IE - Gallego - Paid Canvassing (Actual - reported 10-14),,C00758011,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4951,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-19,12621.70,2024-11-18,32054.25,IE - Gray - Paid Canvass (actual - estimate reported 10/21/24),,C00758011,S,H2CA13115,GRAY,ADAM C.,,,,H,13,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4952,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-19,12621.70,2024-11-18,44675.95,IE - Duarte - Paid Canvass (actual - estimate reported 10/21),,C00758011,O,H2CA13131,DUARTE,JOHN,,,,H,13,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4953,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-06,12621.70,2024-11-18,41281.56,IE - Salas - Paid Canvassing (Actual - reported 10/6),,C00758011,S,H2CA21233,SALAS,RUDY,,,,H,22,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4954,,,ORG,Base Builder,,,,,,81 Prospect St,,Brooklyn,NY,11201,G2024,,2024-10-06,12621.70,2024-11-18,53903.26,IE - Valadao - Paid Canvassing (actual - reported 10-8),,C00758011,O,H2CA20094,VALADAO,DAVID,,,,H,22,CA,Sanchez,Yadira,,,,2024-12-03,
SE,C00758011,SE.4939,,,ORG,Crossroads Consulting,,,,,,1825 K St NW,#450,Washington,DC,20006,G2024,,2024-11-04,3017.01,2024-11-05,3017.01,IE - Harris - Direct Mail,,C00758011,S,P00009423,HARRIS,KAMALA,,,,P,,AZ,Sanchez,Yadira,,,,2024-12-03,
