form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00546234,89272025,,,CCM,Ciscomani For Congress,,,,,,PO Box 35103,,Tucson,AZ,857405103,G2024,,2024-10-23,2000.00,0.00,2024 US General,011,C00786194,Ciscomani For Congress,H2AZ02360,Ciscomani,Juan,,Rep.,,H,AZ,06,,,,,,,,2024 US General
SB23,C00546234,89272026,,,CCM,Dale Strong For Congress,,,,,,P.O. Box 18502,,Huntsville,AL,35804,G2024,,2024-10-23,2000.00,0.00,2024 US General,011,C00774281,Dale Strong For Congress,H2AL05102,Strong,Dale,,Rep.,,H,AL,05,,,,,,,,2024 US General
SB23,C00546234,89272077,,,CCM,Citizens For John Rutherford,,,,,,3817 Vickers Lake Dr,,Jacksonville,FL,322248432,G2024,,2024-10-23,500.00,0.00,2024 US General,011,C00615294,Citizens For John Rutherford,H6FL04105,Rutherford,John,,Rep.,,H,FL,05,,,,,,,,2024 US General
SB23,C00546234,89272078,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,G2024,,2024-10-23,1500.00,0.00,2024 US General,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Pete,,Rep.,,H,CA,33,,,,,,,,2024 US General
SB23,C00546234,89272079,,,CCM,Mario Diaz-Balart For Congress,,,,,,8724 Sw 72nd Street,# 420,Miami,FL,331733512,G2024,,2024-10-23,1500.00,0.00,2024 US General,011,C00376087,Mario Diaz-Balart For Congress,H2FL25018,Diaz-Balart,Mario,,Rep.,,H,FL,26,,,,,,,,2024 US General
SB23,C00546234,89272080,,,CCM,Mark Takano For Congress,,,,,,PO Box 5214,,Riverside,CA,92517,G2024,,2024-10-23,1500.00,0.00,2024 US General,011,C00498667,Mark Takano For Congress,H2CA43245,Takano,Mark,,Rep.,,H,CA,39,,,,,,,,2024 US General
SB23,C00546234,89272081,,,CCM,Friends Of Bennie Thompson,,,,,,103 L.C. Turner Circle,,Bolton,MS,390419634,G2024,,2024-10-23,1000.00,0.00,2024 US General,011,C00279851,Friends Of Bennie Thompson,H4MS02068,Thompson,Bennie,G.,Rep.,,H,MS,02,,,,,,,,2024 US General
SB23,C00546234,89272082,,,CCM,Womack For Congress Committee,,,,,,91 Woodridge Lane,,Rogers,AR,727563078,G2024,,2024-10-23,1000.00,0.00,2024 US General,011,C00477745,Womack For Congress Committee,H0AR03055,Womack,Steve,,Rep.,,H,AR,03,,,,,,,,2024 US General
SB23,C00546234,89272084,,,CCM,Kiggans For Congress,,,,,,P.O. Box 5042,,Virginia Beach,VA,23471,G2024,,2024-10-23,1000.00,0.00,2024 US General,011,C00776120,Kiggans For Congress,H2VA02064,Kiggans,Jen,,Rep.,,H,VA,02,,,,,,,,2024 US General
SB23,C00546234,89272085,,,CCM,Michael Waltz For Congress,,,,,,1235 Providence Blvd. Ste R,Pmb 502,Deltona,FL,32725,G2024,,2024-10-23,500.00,0.00,2024 US General,011,C00666396,Michael Waltz For Congress,H8FL06148,Waltz,Mike,,Rep.,,H,FL,06,,,,,,,,2024 US General
SB23,C00546234,89272087,,,CCM,Rosen For Nevada,,,,,,PO Box 27195,,Las Vegas,NV,89126,G2024,,2024-10-23,5000.00,0.00,2024 US General,011,C00606939,Rosen For Nevada,S8NV00156,Rosen,Jacky,,Sen.,,S,NV,,,,,,,,,2024 US General
SB23,C00546234,89272482,,,CCM,Lois Frankel For Congress,,,,,,P.O. Box 812421,,Boca Raton,FL,33481,G2024,,2024-10-23,3000.00,0.00,2024 US General,011,C00494856,Lois Frankel For Congress,H2FL14053,Frankel,Lois,,Rep.,,H,FL,22,,,,,,,,2024 US General
SB23,C00546234,89272640,,,PAC,Star PAC,,,,,,"824 S. Milledge Avenue, Suite 101",,Athens,GA,30605,,,2024-10-23,1000.00,0.00,2024,011,C00636837,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89272642,,,CCM,Julia Letlow For Congress,,,,,,562 Webb Hill Rd,,Oak Ridge,LA,712643033,G2024,,2024-10-23,2000.00,0.00,2024 US General,011,C00766428,Julia Letlow For Congress,H2LA05126,Letlow,Julia,,Rep.,,H,LA,05,,,,,,,,2024 US General
SB23,C00546234,89324204,,,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,62705,G2024,,2024-10-30,-2500.00,0.00,Void - Nikki For Congress,011,C00787812,Nikki For Congress,H2IL13153,Budzinski,Nicole,,Rep.,,H,IL,13,,,,,,,,Void - Nikki For Congress
SB23,C00546234,89324206,,,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,62705,G2024,,2024-10-31,2500.00,0.00,2024 US General,011,C00787812,Nikki For Congress,H2IL13153,Budzinski,Nicole,,Rep.,,H,IL,13,,,,,,,,2024 US General
