form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00523381,SB23.5493,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00706267,ASHLEY HINSON FOR CONGRESS,H0IA01174,ARENHOLZ,ASHLEY HINSON,,,,H,IA,02,,,,,,,,
SB23,C00523381,SB23.5457,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,P2024,,2023-02-27,5000.00,,Federal Contribution,011,C00577999,BANKS FOR SENATE,S4IN00196,BANKS,JAMES E. HON.,,,,S,IN,00,,,,,,,,
SB23,C00523381,SB23.5479,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00806307,BRANDON FOR CONGRESS NY22,H2NY22212,WILLIAMS,BRANDON MCDONALD,,,,H,NY,22,,,,,,,,
SB23,C00523381,SB23.5561,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00806307,BRANDON FOR CONGRESS NY22,H2NY22212,WILLIAMS,BRANDON MCDONALD,,,,H,NY,22,,,,,,,,
SB23,C00523381,SB23.5477,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00523381,SB23.5563,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00523381,SB23.5576,,,IND,,Bucshon,Kathryn,,Dr.,,3253 Sutton PL NW,Apt. A,Washington,DC,20016,P2024,,2023-06-29,804.29,,In-Kind: airfare and local transportation,011,,,H4WA04104,NEWHOUSE,DAN,,,,H,WA,04,,,,,,,,
SB23,C00523381,SB23.5576.0,SB23.5576,SB23,ORG,Avis,,,,,,3601 N. 20th Avenue,,Pasco,WA,99301,,,2023-06-29,456.09,,In-Kind: Local transportation,011,,,,,,,,,,,,,,,,,,X,
SB23,C00523381,SB23.5576.1,SB23.5576,SB23,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,30320,,,2023-06-29,348.20,,In-Kind: airfare,011,,,,,,,,,,,,,,,,,,X,
SB23,C00523381,SB23.5593,,,IND,,Bucshon,Kathryn,,Dr.,,3253 Sutton PL NW,Apt. A,Washington,DC,20016,P2024,,2023-06-29,1376.00,,In-Kind: Airfare,011,,,H4WA04104,NEWHOUSE,DAN,,,,H,WA,04,,,,,,,,
SB23,C00523381,SB23.5593.0,SB23.5593,SB23,ORG,United Airlines,,,,,,233 South Wacker Drive,,Chicago,IL,60606,,,2023-06-29,1376.00,,In-Kind: Airfare,,,,,,,,,,,,,,,,,,,X,
SB23,C00523381,SB23.5587,,,CAN,,BUCSHON,LARRY D,,,,PO BOX 250,,NEWBURGH,IN,47629,P2024,,2023-06-29,852.85,,In-Kind: airfare,011,,,H4WA04104,NEWHOUSE,DAN,,,,H,WA,04,,,,,,,,
SB23,C00523381,SB23.5587.0,SB23.5587,SB23,ORG,United Airlines,,,,,,233 South Wacker Drive,,Chicago,IL,60606,,,2023-06-29,504.65,,In-Kind:airfare,011,,,,,,,,,,,,,,,,,,X,
SB23,C00523381,SB23.5587.1,SB23.5587,SB23,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,30320,,,2023-06-29,348.20,,In-Kind: airfare,011,,,,,,,,,,,,,,,,,,X,
SB23,C00523381,SB23.5536,,,CCM,BUCSHON FOR CONGRESS,,,,,,PO BOX 250,,NEWBURGH,IN,47629,P2024,,2023-05-13,498.21,,"In-Kind: airfare, lodging and meals",011,C00468256,BUCSHON FOR CONGRESS,H6TX19099,ARRINGTON,JODEY,,,,H,TX,19,,,,,,,,
SB23,C00523381,SB23.5536.0,SB23.5536,SB23,ORG,Moody Center,,,,,,2001 Robert Dedman Drive,,Austin,TX,78712,P2024,,2023-05-13,85.90,,In-Kind: Meals,011,,,,,,,,,,,,,,,,,,X,
SB23,C00523381,SB23.5536.1,SB23.5536,SB23,ORG,Hilton Austin Airport,,,,,,9515 Hotel Drive,,Austin,TX,78719,P2024,,2023-05-13,323.31,,In-Kind: Lodging,011,,,,,,,,,,,,,,,,,,X,
SB23,C00523381,SB23.5536.2,SB23.5536,SB23,ORG,United Airlines,,,,,,233 South Wacker Drive,,Chicago,IL,60606,P2024,,2023-05-13,89.00,,In-Kind: Airfare,011,,,,,,,,,,,,,,,,,,X,
SB23,C00523381,SB23.5486,,,CCM,CHUCK EDWARDS FOR CONGRESS,,,,,,337 NORTH MAIN STREET,,HENDERSONVILLE,NC,28792,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00796433,CHUCK EDWARDS FOR CONGRESS,H2NC14050,EDWARDS,CHUCK,,,,H,NC,11,,,,,,,,
SB23,C00523381,SB23.5502,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00786194,CISCOMANI FOR CONGRESS,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,,,
SB23,C00523381,SB23.5544,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00786194,CISCOMANI FOR CONGRESS,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,,,
SB23,C00523381,SB23.5481,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00809426,DESPOSITO FOR NEW YORK,H2NY04277,DESPOSITO,ANTHONY P,,,,H,NY,04,,,,,,,,
SB23,C00523381,SB23.5558,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00809426,DESPOSITO FOR NEW YORK,H2NY04277,DESPOSITO,ANTHONY P,,,,H,NY,04,,,,,,,,
