form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00011114,500026645,,,CCM,ANNA ESHOO FOR CONGRESS,,,,,,"555 Capitol Mall, Suite 400",,Sacramento,CA,958144503,P2024,,2023-04-14,2500.00,0.00,Contribution,011,C00258475,,,Eshoo,ANNA,,Rep.,,H,CA,16,,,,,,,,
SB23,C00011114,500026665,,,CCM,Brittany Pettersen for Colorado,,,,,,P.O. Box 150887,,Lakewood,CO,802150887,P2024,,2023-04-14,2500.00,0.00,Contribution,011,C00637215,,,Petterson,BRITTANY,,Rep.,,H,CO,07,,,,,,,,
SB23,C00011114,500026704,,,CCM,CLEAVER FOR CONGRESS,,,,,,P.O. Box 411872,,Kansas City,MO,641411872,P2024,,2023-04-20,2500.00,0.00,Contribution,011,C00395848,,,Cleaver,Emanuel,II,Rep.,,H,MO,05,,,,,,,,
SB23,C00011114,500026820,,,PTY,Democratic State Committee (Delaware),,,,,,P.O. Box 2065,,Wilmington,DE,198992065,O2023,2023 State Party,2023-04-12,5000.00,0.00,State Party Federal,011,C00211763,Democratic State Committee (Delaware),,,,,,,,,,,,,,,,,
SB23,C00011114,500026818,,,PTY,Federal: Colorado Democratic Party,,,,,,"789 Sherman Street, Suite 110",,Denver,CO,802033530,O2023,2023 State Party,2023-04-12,5000.00,0.00,State Party Federal,011,C00161786,Federal: Colorado Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00011114,500026748,,,CCM,GREG CASAR FOR CONGRESS,,,,,,P.O. Box 301923,,Austin,TX,787030033,P2024,,2023-04-14,2500.00,0.00,Contribution,011,C00791897,,,CASAR,GREG,,Rep.,,H,TX,35,,,,,,,,
SB23,C00011114,500026650,,,CCM,JUDY CHU FOR CONGRESS,,,,,,"16633 Ventura Blvd., #1008",,Encino,CA,914361856,P2024,,2023-04-14,2500.00,0.00,Contribution,011,C00458125,,,Chu,Judy,,Rep.,,H,CA,28,,,,,,,,
SB23,C00011114,500026691,,,CCM,KATHERINE CLARK FOR CONGRESS,,,,,,P.O. Box 159,,Belmont,MA,024780002,P2024,,2023-04-14,5000.00,0.00,Contribution,011,C00541888,,,Clark,Katherine,,Rep.,,H,MA,05,,,,,,,,
SB23,C00011114,500026667,,,CCM,LARSON FOR CONGRESS,,,,,,P.O. Box 261172,,Hartford,CT,061261172,C2024,Convention,2023-04-14,2500.00,0.00,Contribution,011,C00330142,,,Larson,John,,Rep.,,H,CT,01,,,,,,,,
SB23,C00011114,500026640,,,CCM,MATSUI FOR CONGRESS,,,,,,P.O. Box 1738,,Sacramento,CA,958121738,P2024,,2023-04-14,2500.00,0.00,Contribution,011,C00409219,,,Matsui,Doris,,Rep.,,H,CA,07,,,,,,,,
SB23,C00011114,500026819,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend Street,,Lansing,MI,489332313,O2023,2023 State Party,2023-04-12,5000.00,0.00,State Party Federal,011,C00031054,Michigan Democratic State Central Committee,,,,,,,,,,,,,,,,,
SB23,C00011114,500026643,,,CCM,SWALWELL FOR CONGRESS,,,,,,P.O. Box 2847,,Dublin,CA,945680847,P2024,,2023-04-14,2500.00,0.00,Contribution,011,C00502294,,,Swalwell,ERIC,,Rep.,,H,CA,14,,,,,,,,
SB23,C00011114,500026747,,,CCM,SYLVIA GARCIA FOR CONGRESS,,,,,,P.O. Box 8530,,Houston,TX,772498530,P2024,,2023-04-14,2500.00,0.00,Contribution,011,C00660555,,,Garcia,Sylvia,,Rep.,,H,TX,29,,,,,,,,
