form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00566851,SB.1,,,ORG,T&L PROPERTIES LLC,,,,,,1909 SYCAMORE ST,,GRANGER,IA,50109,,,2023-01-03,267.50,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.2,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-01-09,85.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.3,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2023-01-10,1250.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.4,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-01-23,27.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.5,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-01-23,205.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.26,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2023-02-01,867.88,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.27,,,ORG,DOT THE I DESIGN AND GRAPHICS,,,,,,338 S SHARON AMITY RD PMB 115,,CHARLOTTE,NC,28211,,,2023-02-01,5262.01,,PRINTING/POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.28,,,ORG,PRECISION MARKETING INC,,,,,,"2503D N HARRISON ST, PMB #16",,ARLINGTON,VA,22207,,,2023-02-01,1550.00,,PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.29,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,,,2023-02-01,2000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.30,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH ST NW STE 125,,WASHINGTON,DC,20007,,,2023-02-01,11169.56,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.33,,,ORG,T&L PROPERTIES LLC,,,,,,1909 SYCAMORE ST,,GRANGER,IA,50109,,,2023-02-01,267.50,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.31,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BLVD STE 200,,ARLINGTON,VA,22201,,,2023-02-01,18.00,,WEB SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.32,,,ORG,VENABLE LLP,,,,,,PO BOX 62727,,BALTIMORE,MD,21264,,,2023-02-01,2093.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.34,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2023-02-06,1250.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.35,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-02-07,85.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.36,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-02-21,15.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.37,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-02-21,207.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.38,,,ORG,MONTAGE PALMETTO BLUFF,,,,,,477 MOUNT PELIA RD,,BLUFFTON,SC,29910,,,2023-02-22,21952.53,,FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.40,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,,,2023-02-28,2004.74,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.41,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH ST NW STE 125,,WASHINGTON,DC,20007,,,2023-02-28,9853.24,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.42,,,ORG,T&L PROPERTIES LLC,,,,,,1909 SYCAMORE ST,,GRANGER,IA,50109,,,2023-03-01,267.50,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.43,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2023-03-06,2201.20,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.44,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-03-07,85.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.46,,,ORG,ANEDOT INC,,,,,,1340 POYDRAS ST STE 1770,,NEW ORLEANS,LA,70112,,,2023-03-09,20.30,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.45,,,ORG,BB&T VISA,,,,,,PO BOX 580340,,CHARLOTTE,NC,28258,,,2023-03-09,148.77,,CREDIT CARD PAYMENT-SEE DETAIL,,,,,,,,,,,,,  ,,,,,,,NO ITEMIZATION NECESSARY
SB21B,C00566851,SB.47,,,ORG,ANEDOT INC,,,,,,1340 POYDRAS ST STE 1770,,NEW ORLEANS,LA,70112,,,2023-03-13,20.30,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.53,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,,,2023-03-21,2012.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.54,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH ST NW STE 125,,WASHINGTON,DC,20007,,,2023-03-21,5897.20,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.56,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-03-21,35.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.57,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-03-21,206.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.55,,,ORG,VENABLE LLP,,,,,,PO BOX 62727,,BALTIMORE,MD,21264,,,2023-03-21,816.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.58,,,ORG,T&L PROPERTIES LLC,,,,,,1909 SYCAMORE ST,,GRANGER,IA,50109,,,2023-04-03,267.50,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.59,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2023-04-06,1250.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.60,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-04-07,85.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.61,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-04-21,15.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.62,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-04-21,209.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.63,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,,,2023-04-25,2012.60,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.64,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH ST NW STE 125,,WASHINGTON,DC,20007,,,2023-04-25,10088.65,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.65,,,ORG,VENABLE LLP,,,,,,PO BOX 62727,,BALTIMORE,MD,21264,,,2023-04-25,3412.50,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.66,,,ORG,T&L PROPERTIES LLC,,,,,,1909 SYCAMORE ST,,GRANGER,IA,50109,,,2023-05-02,267.50,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.67,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2023-05-05,1250.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.68,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-05-08,85.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.72,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-05-22,15.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.73,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-05-22,217.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.74,,,ORG,MONTAGE PALMETTO BLUFF,,,,,,477 MOUNT PELIA RD,,BLUFFTON,SC,29910,,,2023-05-24,32128.94,,FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,,
