form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00669259,500182230,,,ORG,GCJ Research,,,,,,3458 Kenneth Dr,,Palo Alto,CA,943034218,,,2024-06-13,1500000.00,0.00,Non-Contribution Account: Media Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500183230,,,ORG,"PFB Media, LLC",,,,,,505 Court St,Apt 1H,Brooklyn,NY,112313947,,,2024-06-07,-8402.22,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,Reported on Schedule E.
SB29,C00669259,500181380,,,PAC,BLACK PAC,,,,,,700 13th St NW,Ste 600,Washington,DC,200055998,,,2024-06-26,700000.00,0.00,Non-Contribution Account: Contribution,,C00609388,BLACK PAC,,,,,,,,,,,,,,,,,
SB29,C00669259,500183190,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,,,2024-06-17,-13000.00,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,Reported on Schedule E.
SB29,C00669259,500182691,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-26,1.39,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500183191,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,,,2024-06-07,-11973.00,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,Reported on Schedule E.
SB29,C00669259,500182222,,,ORG,GCJ Research,,,,,,3458 Kenneth Dr,,Palo Alto,CA,943034218,,,2024-06-20,6000.00,0.00,Non-Contribution Account: Media Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500180962,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-05,3.95,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500183273,,,ORG,Future Forward USA Action,,,,,,611 Pennsylvania Ave SE,Num 143,Washington,DC,200034303,,,2024-06-30,190058.22,0.00,Non-Contribution Account In-Kind: Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,
SB29,C00669259,500182483,,,ORG,Kenny Mayne Advertising LLC,,,,,,11130 NE 33rd Pl,Ste 102,Bellevue,WA,980041466,,,2024-06-17,15000.00,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,
