form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00172841,SB23.15879,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,200 E ST JULIAN ST SUITE 603,,SAVANNAH,GA,31401,P2024,,2024-03-13,1000.00,,Donation,,C00543967,,,,,,,,H,GA,01,,,,,,,,
SB23,C00172841,SB23.15883,,,CCM,CHRIS COONS FOR DELAWARE,,,,,,PO BOX 9900,,NEWARK,DE,19714,P2026,,2024-03-19,1000.00,,Donation,,C00475392,,,,,,,,S,DE,00,,,,,,,,
SB23,C00172841,SB23.15910,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,P2024,,2024-03-26,1000.00,,Donation,,C00379735,,,,,,,,H,OK,04,,,,,,,,
SB23,C00172841,SB23.15899,,,CCM,COMMITTEE TO ELECT MIKE EZELL,,,,,,P.O. BOX 1842,,GULFPORT,MS,39502,G2024,,2024-03-26,1000.00,,Donation,,C00776393,,,,,,,,H,MS,04,,,,,,,,
SB23,C00172841,SB23.15889,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,,2024-03-21,1000.00,,Donation,,C00575167,,,,,,,,H,NE,02,,,,,,,,
SB23,C00172841,SB23.15912,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2024-03-26,2500.00,,Donation,,C00693663,,,,,,,,H,IA,04,,,,,,,,
SB23,C00172841,SB23.15895,,,CCM,FINSTAD FOR CONGRESS,,,,,,PO BOX 923,,NEW ULM,MN,56073,P2024,,2024-03-21,1000.00,,Donation,,C00807743,,,,,,,,H,MN,01,,,,,,,,
SB23,C00172841,SB23.15892,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO BOX 190,,LITCHFIELD,MN,55355,P2024,,2024-03-21,1000.00,,Donation,,C00717959,,,,,,,,H,MN,07,,,,,,,,
SB23,C00172841,SB23.15887,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,198 PARK ROAD,,HOWARD,PA,16841,P2024,,2024-03-21,1000.00,,Donation,,C00444620,,,,,,,,H,PA,05,,,,,,,,
SB23,C00172841,SB23.15906,,,CCM,HUIZENGA FOR CONGRESS,,,,,,PO BOX 254,,ZEELAND,MI,49464,P2024,,2024-03-26,1000.00,,Donation,,C00459297,,,,,,,,H,MI,04,,,,,,,,
SB23,C00172841,SB23.15876,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,G2024,,2024-03-07,1000.00,,Donation,,C00808279,,,,,,,,H,CA,13,,,,,,,,
