form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00744573,EB1394,,,ORG,CAMPAIGN COMPLIANCE GROUP,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,,,2023-04-03,1250.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1285,,,ORG,STACY DAVIS & ASSOCIATES,,,,,,24651 EVEREVE CIRCLE,,LAKE FOREST,CA,92630,,,2023-04-10,2235.11,,EVENT VENUE & CATERING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,XB17EB1285,EB1285,SB21B,ORG,LIDO HOUSE,,,,,,3300 NEWPORT BLVD,,NEWPORT BEACH,CA,92663,,,2023-04-10,2235.11,,EVENT VENUE & CATERING COSTS,003,,,,,,,,,,,,STACY DAVIS & ASSOCIATES,24651 EVEREVE CIRCLE,,LAKE FOREST,CA,92630,X,
SB21B,C00744573,EB1311,,,ORG,STACY DAVIS & ASSOCIATES,,,,,,24651 EVEREVE CIRCLE,,LAKE FOREST,CA,92630,,,2023-04-18,9380.00,,FUNDRAISING CONSULTING & COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1312,,,ORG,CAMPAIGN COMPLIANCE GROUP,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,,,2023-04-25,1250.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1287,,,ORG,CAPITOL TECH SOLUTIONS,,,,,,2831 G STREET #200,,SACRAMENTO,CA,95816,,,2023-04-30,1641.90,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1334,,,ORG,CAPITOL TECH SOLUTIONS,,,,,,2831 G STREET #200,,SACRAMENTO,CA,95816,,,2023-05-30,477.50,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1378,,,ORG,CAMPAIGN COMPLIANCE GROUP,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,,,2023-06-08,1250.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1377,,,ORG,STACY DAVIS & ASSOCIATES,,,,,,24651 EVEREVE CIRCLE,,LAKE FOREST,CA,92630,,,2023-06-08,3639.80,,FUNDRAISING VENUE & CATERING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,XB18EB1377,EB1377,SB21B,ORG,THE PACIFIC CLUB,,,,,,4110 MACARTHUR BLVD,,NEWPORT BEACH,CA,92660,,,2023-06-08,3639.80,,FUNDRAISING VENUE & CATERING COSTS,003,,,,,,,,,,,,STACY DAVIS & ASSOCIATES,24651 EVEREVE CIRCLE,,LAKE FOREST,CA,92630,X,
SB21B,C00744573,EB1361,,,ORG,CAPITOL TECH SOLUTIONS,,,,,,2831 G STREET #200,,SACRAMENTO,CA,95816,,,2023-06-27,1080.70,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
