form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00843110,500664423,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-02,98.21,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500665520,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-09,17.42,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500666927,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-16,594.09,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500668717,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-23,53.34,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500670650,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-30,3.57,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500670388,,,ORG,Allie Phillips for Change,,,,,,207 Windmeade Cir,,Clarksville,TN,370425270,P2024,,2024-06-28,5000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,TN - Allie Phillips (HD-75)
SB29,C00843110,500672497,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-06-28,12.00,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500672498,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-06-28,12.00,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500672499,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-06-28,122.00,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500667498,,,ORG,Friends of Luis Mata,,,,,,PO Box 1604,,La Vergne,TN,370861604,P2024,,2024-06-18,14400.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,TN - Luis Mata (HD-49)
SB29,C00843110,500669609,,,ORG,High School Democrats of America,,,,,,13301 Northstar Dr,,Oklahoma City,OK,731424306,O2024,Other,2024-06-18,1000.00,0.00,Event Sponsorship - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500666325,,,ORG,Kristian Carranza for Texas,,,,,,PO Box 831436,,San Antonio,TX,782831436,G2024,,2024-06-12,25000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,TX - Kristian Carranza (HD - 118)
SB29,C00843110,500674704,,,ORG,Leaders We Deserve,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-06-13,161289.37,0.00,Allocation of administrative expenses from non-contribution account for January-March 2024,,,,,,,,,,,,,,,,,,,X,*
SB29,C00843110,500674705,,,ORG,Leaders We Deserve,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-06-13,42397.00,0.00,Allocation of administrative expenses from non-contribution account for January-March 2024,,,,,,,,,,,,,,,,,,,X,*
SB29,C00843110,500665942,,,ORG,"Numero, Inc.",,,,,,695 Town Center Dr,Ste 580,Costa Mesa,CA,926261978,,,2024-06-11,100.32,0.00,Credit Card Processing Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
