form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB117936,,,PAC,Renard for 915,,,,,,PO Box 972081,,El Paso,TX,79997,,,2024-11-26,1500.00,,,011,,Renard for 915,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB117939,,,PAC,Election Fund of Senator Paul Sarlo,,,,,,110 10th Street,,Wood Ridge,NJ,07075,,,2024-12-02,1000.00,,,011,,Election Fund of Senator Paul Sarlo,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB117938,,,PAC,Friends of Tina Kotek,,,,,,3321 SE 20th Avenue,,Portland,OR,97202,,,2024-12-02,1000.00,,,011,,Friends of Tina Kotek,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB117937,,,PAC,Russ Boles Campaign,,,,,,1301 Crimson Clover Ct,,Round Rock,TX,78665,,,2024-12-02,3000.00,,,011,,Russ Boles Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB117942,,,PAC,Hawkins for Kansas,,,,,,9406 Harvest Lane,,Wichita,KS,67212,,,2024-12-03,500.00,,,011,,Hawkins for Kansas,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB117940,,,PAC,Hogsett for Indianapolis,,,,,,"133 W. Market Street, #109",,Indianapolis,IN,46204,,,2024-12-03,10000.00,,,011,,Hogsett for Indianapolis,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB117941,,,PAC,John Bacon for Olathe Mayor,,,,,,14183 W 157th St.,,Olathe,KS,66062,,,2024-12-03,250.00,,,011,,John Bacon for Olathe Mayor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB117943,,,PAC,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,,,2024-12-04,2000.00,,,011,,Friends of Matt Bradford,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB117944,,,PAC,Friends of Greg Dolezal,,,,,,5430 Travis Ct.,,Cumming,GA,30040,,,2024-12-05,2000.00,,,011,,Friends of Greg Dolezal,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB118744,,,PAC,Friends of Laurie Jinkins,,,,,,PO Box 2032,,Tacoma,WA,98401,,,2024-12-06,1200.00,,,011,,Friends of Laurie Jinkins,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB118746,,,PAC,House Democratic Campaign Committee (HDCC),,,,,,"4130 1st Ave S, Suite D",,Seattle,WA,98134,,,2024-12-06,1200.00,,,011,,House Democratic Campaign Committee (HDCC),,Committee,Non-Federal,,,,,,,,,,,,,,
