form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00379628,15201886,,,PAC,AISC PAC,,,,,,130 East Randolph Street,Suite 2000,Chicago,IL,606016219,,,2023-01-18,-2500.00,0.00,Void - AISC PAC,011,C00542308,,,,,,,,,,,,,,,,,,Void - AISC PAC
SB23,C00379628,15201887,,,CCM,Troy Carter For Congress,,,,,,PO Box 50730,,New Orleans,LA,70150,P2024,,2023-01-30,1000.00,0.00,,011,C00763649,Troy Carter For Congress,H2LA02149,Carter,Troy,,,Sr.,H,LA,02,,,,,,,,
SB23,C00379628,15201888,,,PAC,Bridge PAC,,,,,,499 South Capitol Street,Suite 412,Washington,DC,20003,,,2023-01-30,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00379628,15201889,,,PTY,National Republican Senatorial Committee,,,,,,"425 Second Street, NE",,Washington,DC,20002,,,2023-01-30,15000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00379628,15201891,,,PAC,AISI Steel PAC,,,,,,25 Massachusetts Ave NW,Suite 800,Washington,DC,20001,,,2023-01-30,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00379628,15201892,,,PAC,AISC PAC,,,,,,130 East Randolph Street,Suite 2000,Chicago,IL,606016219,,,2023-01-30,2500.00,0.00,Re-Issue,011,C00542308,,,,,,,,,,,,,,,,,,Re-Issue
SB23,C00379628,15201894,,,CCM,Blake Moore For Congress,,,,,,P.O. Box 100,,Plymouth,UT,84330,P2024,,2023-01-31,5000.00,0.00,,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,,,H,UT,01,,,,,,,,
SB23,C00379628,15201895,,,PAC,CBC PAC,,,,,,455 Massachusetts Ave. NW #150-355,,Wahsington,DC,20001,,,2023-01-31,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00379628,15201896,,,COM,BOLD PAC,,,,,,PO Box 15096,,Washington,DC,20003,,,2023-01-31,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00379628,15201897,,,PAC,Believe in America PAC,,,,,,"138 CONANT STREET, 2ND FLOOR",,BEVERLY,MA,01915,,,2023-01-31,5000.00,0.00,,011,C00691154,,,,,,,,,,,,,,,,,,
