form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00886614,SE.4101,,,ORG,"Landslide Political, LLC",,,,,,825 N 300 W,Suite N138,Salt Lake City,UT,84103,G2024,,2024-08-27,124500.00,2024-09-06,124500.00,Canvassing,004,C00886614,S,S6MT00162,TESTER,R. JON,,,,S,00,MT,TITUS HILBY,ANNE,,,,2024-10-15,
SE,C00886614,SE.4104,,,ORG,"Landslide Political, LLC",,,,,,825 N 300 W,Suite N138,Salt Lake City,UT,84103,G2024,,2024-08-27,124500.00,2024-09-06,124500.00,Canvassing,004,C00886614,S,H2MT02092,TRANEL,MONICA,,,,H,01,MT,TITUS HILBY,ANNE,,,,2024-10-15,
SE,C00886614,SE.4108,,,ORG,"Landslide Political, LLC",,,,,,825 N 300 W,Suite N138,Salt Lake City,UT,84103,G2024,,2024-09-04,3443.52,2024-09-17,134800.18,Canvassing Literature; also opposing Jack Sheehy,004,C00886614,S,S6MT00162,TESTER,R. JON,,,,S,00,MT,TITUS HILBY,ANNE,,,,2024-10-15,
SE,C00886614,SE.4110,,,ORG,"Landslide Political, LLC",,,,,,825 N 300 W,Suite N138,Salt Lake City,UT,84103,G2024,,2024-09-10,103750.00,2024-09-17,238550.18,Canvassing,004,C00886614,S,S6MT00162,TESTER,R. JON,,,,S,00,MT,TITUS HILBY,ANNE,,,,2024-10-15,
SE,C00886614,SE.4112,,,ORG,"Landslide Political, LLC",,,,,,825 N 300 W,Suite N138,Salt Lake City,UT,84103,G2024,,2024-09-10,103750.00,2024-09-17,228250.00,Canvassing,004,C00886614,S,H2MT02092,TRANEL,MONICA,,,,H,01,MT,TITUS HILBY,ANNE,,,,2024-10-15,
SE,C00886614,SE.4238,,,ORG,MVAR Media LLC,,,,,,1421 Prince Street,Suite 320,Alexandria,VA,22314,G2024,,2024-09-17,6155.40,,192485.00,Television and Digital Advertising Production; See Corresponding Entry on Line 10,004,C00886614,O,H2IA03119,NUNN,ZACH,,,,H,03,IA,TITUS HILBY,ANNE,,,,2024-10-15,X
SE,C00886614,SE.4241,,,ORG,MVAR Media LLC,,,,,,1421 Prince Street,Suite 320,Alexandria,VA,22314,G2024,,2024-09-17,6155.41,,192485.00,Digital Advertising Production; See Corresponding Entry on Line 10,004,C00886614,O,H2IA03119,NUNN,ZACH,,,,H,03,IA,TITUS HILBY,ANNE,,,,2024-10-15,X
SE,C00886614,SE.4242,,,ORG,MVAR Media LLC,,,,,,1421 Prince Street,Suite 320,Alexandria,VA,22314,G2024,,2024-09-17,4596.73,,192485.00,Television and Digital Advertising Production; See Corresponding Entry on Line 10,004,C00886614,O,H2IA03119,NUNN,ZACH,,,,H,03,IA,TITUS HILBY,ANNE,,,,2024-10-15,X
SE,C00886614,SE.4243,,,ORG,MVAR Media LLC,,,,,,1421 Prince Street,Suite 320,Alexandria,VA,22314,G2024,,2024-09-17,4596.73,,192485.00,Digital Advertising Production; See Corresponding Entry on Line 10,004,C00886614,O,H2IA03119,NUNN,ZACH,,,,H,03,IA,TITUS HILBY,ANNE,,,,2024-10-15,X
SE,C00886614,SE.4244,,,ORG,MVAR Media LLC,,,,,,1421 Prince Street,Suite 320,Alexandria,VA,22314,G2024,,2024-09-17,850.00,,192485.00,Television and Digital Advertising Production; See Corresponding Entry on Line 10,004,C00886614,O,H2IA03119,NUNN,ZACH,,,,H,03,IA,TITUS HILBY,ANNE,,,,2024-10-15,X
SE,C00886614,SE.4129,,,ORG,MVAR Media LLC,,,,,,1421 Prince Street,Suite 320,Alexandria,VA,22314,G2024,,2024-09-17,12500.00,2024-09-13,179985.00,Digital Advertising Buy,004,C00886614,O,H2IA03119,NUNN,ZACH,,,,H,03,IA,TITUS HILBY,ANNE,,,,2024-10-15,
SE,C00886614,SE.4131,,,ORG,MVAR Media LLC,,,,,,1421 Prince Street,Suite 320,Alexandria,VA,22314,G2024,,2024-09-17,12500.00,2024-09-13,192485.00,Digital Advertising Buy,004,C00886614,O,H2IA03119,NUNN,ZACH,,,,H,03,IA,TITUS HILBY,ANNE,,,,2024-10-15,
