form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00770180,SB22.2,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FT WAYNE,IN,46858,P2024,,2024-06-21,54764.17,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,BANKS,JIM,,,,S,IN,,  ,,,,,,,
SB22,C00770180,SB22.3,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FT WAYNE,IN,46858,G2024,,2024-06-21,32388.67,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,BANKS,JIM,,,,S,IN,,  ,,,,,,,
SB22,C00770180,SB22.4,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-06-21,40021.80,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00770180,SB22.5,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,P2024,,2024-06-21,62208.66,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,CRAMER,KEVIN,,SEN,,S,ND,,  ,,,,,,,
SB22,C00770180,SB22.6,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,G2024,,2024-06-21,44113.09,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,CRAMER,KEVIN,,SEN,,S,ND,,  ,,,,,,,
SB22,C00770180,SB22.7,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5555 S ST STE 200,,LINCOLN,NE,68506,P2024,,2024-06-21,45394.00,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,FISCHER,DEB ,,SEN,,S,NE,,  ,,,,,,,
SB22,C00770180,SB22.8,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5555 S ST STE 200,,LINCOLN,NE,68506,G2024,,2024-06-21,42791.20,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,FISCHER,DEB ,,SEN,,S,NE,,  ,,,,,,,
SB22,C00770180,SB22.10,,,CCM,FRIENDS OF DAVE MCCORMICK,,,,,,PO BOX 23537,,PITTSBURGH,PA,15222,G2024,,2024-06-21,33541.97,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,MCCORMICK,DAVE,,,,S,PA,,  ,,,,,,,
SB22,C00770180,SB22.11,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,1600 ELKHORN VALLEY DR,,CASPER,WY,82609,P2024,,2024-06-21,49703.74,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,BARRASSO,JOHN,,SEN,,S,WY,,  ,,,,,,,
SB22,C00770180,SB22.12,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,1600 ELKHORN VALLEY DR,,CASPER,WY,82609,G2024,,2024-06-21,33247.96,,TRANSFER TO AUTH CMTEE OF NET JOINT FUNDRAISING PROCEEDS,,,,,BARRASSO,JOHN,,SEN,,S,WY,,  ,,,,,,,
