form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00488338,DB21b.2930,,,ORG,AMERICAN DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE EDUCATION FUND,,,,,,"1111 14th Street, NW",#1100,Washington ,DC,20005,,,2023-10-24,47.20,0.00,"In-Kind Payment - Compliance and Legal Fees, see memo",001,,,,,,,,,,,,,,,,,,,
SB21b,C00488338,DB21b.2931,,,ORG,"NOSSAMAN, LLP",,,,,,777 S Figueroa St,,Los Angeles ,CA,90017,,,2023-10-24,47.20,0.00,Compliance/Legal Fees,001,,,,,,,,,,,,,,,,,,X,See In-Kind Disbursement on Line 21(b)
SB21b,C00488338,DB21b.2932,,,ORG,AMERICAN DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE EDUCATION FUND,,,,,,"1111 14th Street, NW",#1100,Washington ,DC,20005,,,2023-12-05,781.05,0.00,"In-Kind Payment - Compliance and Legal Fees, see memo",001,,,,,,,,,,,,,,,,,,,
SB21b,C00488338,DB21b.2933,,,ORG,"NOSSAMAN, LLP",,,,,,777 S Figueroa St,,Los Angeles ,CA,90017,,,2023-12-05,781.05,0.00,Compliance/Legal Fees,001,,,,,,,,,,,,,,,,,,X,See In-Kind Disbursement on Line 21(b)
SB21b,C00488338,DB21b.3003,,,ORG,AMERICAN DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE EDUCATION FUND,,,,,,"1111 14th Street, NW",#1100,Washington ,DC,20005,,,2023-12-07,209.45,0.00,"In-Kind Payment - Compliance and Legal Fees, see memo",001,,,,,,,,,,,,,,,,,,,
SB21b,C00488338,DB21b.3002,,,ORG,"NOSSAMAN, LLP",,,,,,777 S Figueroa St,,Los Angeles ,CA,90017,,,2023-12-07,209.45,0.00,Compliance/Legal Fees,001,,,,,,,,,,,,,,,,,,X,See In-Kind Disbursement on Line 21(b)
SB21b,C00488338,DB21b.2485,,,ORG,CITIBANK IE,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-07-10,15.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00488338,DB21b.2794,,,ORG,CITIBANK IE,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-08-08,15.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00488338,DB21b.2813,,,ORG,CITIBANK IE,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-09-08,15.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00488338,DB21b.2814,,,ORG,CITIBANK IE,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-10-11,15.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00488338,DB21b.2900,,,ORG,CITIBANK IE,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-11-08,15.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00488338,DB21b.2935,,,ORG,CITIBANK IE,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-12-08,15.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
