form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00610055,SB22.4145,,,PAC,AMERICAN SECURITY PAC,,,,,,167 WEST MANOR LANE,,ALEXANDRIA,AL,36250,,,2023-01-31,4185.00,,Allocation of JFC funds,,C00439521,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4148,,,PAC,AMERICAN SECURITY PAC,,,,,,167 WEST MANOR LANE,,ALEXANDRIA,AL,36250,,,2023-02-27,5000.00,,Allocation of JFC funds,,C00439521,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4152,,,PAC,AMERICAN SECURITY PAC,,,,,,167 WEST MANOR LANE,,ALEXANDRIA,AL,36250,,,2023-03-30,5000.00,,Allocation of JFC funds,,C00439521,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4221,,,PAC,AMERICAN SECURITY PAC,,,,,,167 WEST MANOR LANE,,ALEXANDRIA,AL,36250,,,2023-05-03,4049.85,,Transfer of JFC allocation,,C00439521,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4143,,,PAC,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,,,2023-01-31,8212.35,,Allocation of JFC funds,,C00367862,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4147,,,PAC,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,,,2023-02-27,21460.40,,Allocation of JFC funds,,C00367862,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4151,,,PAC,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,,,2023-03-30,39856.10,,Allocation of JFC funds,,C00367862,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4220,,,PAC,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,,,2023-05-03,20302.05,,Transfer of allocation,,C00367862,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4222,,,PAC,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,,,2023-06-28,20083.30,,Transfer of JFC allocation funds,,C00367862,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4149,,,PAC,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-02-27,38400.00,,Allocation of JFC funds,,C00075820,,,,,,,,,,,,,,,,,,
SB22,C00610055,SB22.4153,,,PAC,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-03-30,113400.00,,Allocation of JFC funds,,C00075820,,,,,,,,,,,,,,,,,,
