form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00337394,EB16741,,,COM,American Road & Transportation Builders Association PAC,,,,,,"1219 28th Street, NW",,Washington,DC,20007,,,2023-01-17,5000.00,,Contribution,011,,American Road & Transportation Builders Association PAC,,,,,,,,,,,,,,,,,
SB23,C00337394,EB17379,,,CCM,Blake Moore for Congress,,,,,,"3213 Duke Street, Suite 700",,Alexandria,VA,22314,P2024,,2023-06-05,2500.00,,Contribution,011,,Blake Moore for Congress,,Moore,Blake,,,,H,UT,01,,,,,,,,
SB23,C00337394,EB16922,,,COM,Capito for West Virginia,,,,,,2308 Mount Vernon Avenue,#707,Alexandria,VA,22301,P2024,,2023-03-15,2500.00,,Contribution,011,,Capito for West Virginia,,Capito,Shelley Moore,,,,S,WV,,,,,,,,,
SB23,C00337394,EB16918,,,CCM,"Graves for Congress, Sam",,,,,,1135 Longworth HOB,,Washington,DC,20515,P2024,,2023-03-03,2500.00,,Contribution,011,,"Graves for Congress, Sam",,Jr.,"Samuel B. Graves,",,,,H,MO,06,,,,,,,,
SB23,C00337394,EB16745,,,CCM,Jim Costa for Congress,,,,,,"2037 West Bullard Avenue, #355",,Fresno,CA,93711,P2024,,2023-01-23,1000.00,,Contribution,011,,Jim Costa for Congress,,Costa,Jim,,,,H,CA,21,,,,,,,,
SB23,C00337394,EB17158,,,CCM,John Carter for Congress,,,,,,"1005 Congress Avenue, Suite 400",,Austin,TX,78701,P2024,,2023-05-11,1000.00,,Contribution,011,,John Carter for Congress,,Carter,John,,,,H,TX,31,,,,,,,,
SB23,C00337394,EB17011,,,COM,Joining Ideas to Motivate Movement for You (JIMMY PAC),,,,,,"412 First Street, Southeast, Suite",,Washington,DC,20003,,,2023-03-30,2500.00,,Contribution,011,,Joining Ideas to Motivate Movement for You (JIMMY PAC),,,,,,,,,,,,,,,,,
SB23,C00337394,EB16744,,,CCM,Ken Calvert for Congress Committee,,,,,,P.O. Box 78376,,Corona,CA,92877,P2024,,2023-01-23,1000.00,,Contribution,011,,Ken Calvert for Congress Committee,,Calvert,Ken,,,,H,CA,41,,,,,,,,
SB23,C00337394,EB16919,,,CCM,"Larsen, Citizens to Elect Rick",,,,,,PO Box 636,,Annadale,VA,22003,P2024,,2023-03-03,2500.00,,Contribution,011,,"Larsen, Citizens to Elect Rick",,Larsen,Rick,,,,H,WA,02,,,,,,,,
SB23,C00337394,EB16742,,,COM,National Asphalt Pavement Association Political Action Committee (NAPA-PAC),,,,,,"800 Maine Avenue, Southwest, Suite",,Washington,DC,20024,,,2023-01-17,5000.00,,Contribution,011,,National Asphalt Pavement Association Political Action Committee (NAPA-PAC),,,,,,,,,,,,,,,,,
SB23,C00337394,EB16743,,,COM,"National Stone, Sand & Gravel Association ROCKPAC",,,,,,"66 Canal Center Plaza, Suite 300",,Alexandria,VA,22314,,,2023-01-17,5000.00,,Contribution,011,,"National Stone, Sand & Gravel Association ROCKPAC",,,,,,,,,,,,,,,,,
SB23,C00337394,EB16875,,,CCM,"Newhouse for Congress, Dan",,,,,,"402 East Yakima Avenue, Suite #100",,Yakima,WA,98901,P2024,,2023-02-23,1000.00,,Contribution,011,,"Newhouse for Congress, Dan",,Newhouse,Dan,,,,H,WA,04,,,,,,,,
SB23,C00337394,EB17384,,,COM,"Peltola For Alaska, Mary",,,,,,"430 South Capitol Street SE, Secon",,"Washington, DC",,20003,P2024,,2023-06-09,1000.00,,Contribution,011,,"Peltola For Alaska, Mary",,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00337394,EB17213,,,CCM,Strickland for Washington,,,,,,"401 2nd Avenue South, Suite 303",,Seattle,WA,98104,P2024,,2023-05-22,1000.00,,Contribution,011,,Strickland for Washington,,Strickland,Marilyn,,,,H,WA,10,,,,,,,,
SB23,C00337394,EB17157,,,CCM,Valadao for Congress,,,,,,"2308 Mount Vernon Avenue, #337",,Alexandria,VA,22301,P2024,,2023-05-11,1000.00,,Contribution,011,,Valadao for Congress,,Valadao,David,,,,H,CA,22,,,,,,,,
