form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00012880,88098197,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,P2024,,2023-12-05,1000.00,0.00,,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Pete,,,,H,CA,31,,,,,,,,
SB23,C00012880,88098198,,,CCM,Valadao For Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,P2024,,2023-12-05,2500.00,0.00,,011,C00499392,Valadao For Congress,H2CA20094,Valadao,David,,,,H,CA,21,,,,,,,,
SB23,C00012880,88098204,,,PAC,CMR PAC,,,,,,P.O. Box 2485,,Springfield,VA,22152,,,2023-12-05,5000.00,0.00,,011,C00469429,,,,,,,,,,,,,,,,,,
SB23,C00012880,88098205,,,CCM,Mark Pocan For Congress,,,,,,PO Box 327,,Madison,WI,53701,P2024,,2023-12-05,1000.00,0.00,,011,C00502179,Mark Pocan For Congress,H2WI02124,Pocan,Mark,,,,H,WI,02,,,,,,,,
SB23,C00012880,88098251,,,CCM,Friends For Gregory Meeks,,,,,,153-01 Jamaica Avenue,Suite 205,Jamaica,NY,11432,P2024,,2023-12-05,500.00,0.00,,011,C00430991,Friends For Gregory Meeks,H8NY06048,Meeks,Gregory,,Rep.,,H,NY,05,,,,,,,,
SB23,C00012880,88098252,,,CCM,Mann For Congress,,,,,,PO Box 1084,,Salina,KS,674021084,P2024,,2023-12-05,1000.00,0.00,,011,C00460659,Mann For Congress,H0KS01123,Mann,Tracey,,Rep.,,H,KS,01,,,,,,,,
SB23,C00012880,88098254,,,CCM,Becca Balint For Vermont,,,,,,P.O. Box 291,,Burlington,VT,05402,P2024,,2023-12-05,1000.00,0.00,,011,C00797175,Becca Balint For Vermont,H2VT01076,Balint,Becca,,Rep.,,H,VT,01,,,,,,,,
SB23,C00012880,88098255,,,CCM,Dan Goldman For New York,,,,,,PO Box 3306,,New York,NY,10008,P2024,,2023-12-05,1000.00,0.00,,011,C00816660,Dan Goldman For New York,H2NY10308,Goldman,Dan,,Rep.,,H,NY,10,,,,,,,,
SB23,C00012880,88098256,,,CCM,Friends Of Dave Joyce,,,,,,9856 Archer Ln,,Dublin,OH,430178914,P2024,,2023-12-05,1000.00,0.00,,011,C00527457,Friends Of Dave Joyce,H2OH14064,Joyce,Dave,,Rep.,,H,OH,14,,,,,,,,
SB23,C00012880,88098257,,,CCM,Wyden For Senate,,,,,,1220 Sw Morrison St,Ste 910,Portland,OR,97205,P2028,,2023-12-05,1000.00,0.00,,011,C00308676,Wyden For Senate,S6OR00110,Wyden,Ron,,Sen.,,S,OR,,,,,,,,,
SB23,C00012880,88142543,,,CCM,Diana Degette For Congress,,,,,,PO Box 61337,,Denver,CO,80206,P2024,,2023-12-18,2500.00,0.00,,011,C00311639,Diana Degette For Congress,H6CO01141,Degette,Diana,,,,H,CO,01,,,,,,,,
SB23,C00012880,88142544,,,CCM,Mark Desaulnier For Congress,,,,,,"910 17th Street, Nw",Suite 925,Washington,DC,20006,P2024,,2023-12-18,1000.00,0.00,,011,C00554709,Mark Desaulnier For Congress,H0CA10073,Desaulnier,Mark,,,,H,CA,11,,,,,,,,
SB23,C00012880,88142545,,,PAC,Big Sky Opportunity PAC,,,,,,"228 S. Washington Street, Suite 11",,Alexandria,VA,22314,,,2023-12-18,2500.00,0.00,,011,C00542027,,,,,,,,,,,,,,,,,,
SB23,C00012880,88142546,,,PAC,AMERI PAC,,,,,,"499 South Capitol Street, SW",Suite 406,Washington,DC,20003,,,2023-12-18,2500.00,0.00,,011,C00271338,,,,,,,,,,,,,,,,,,
SB23,C00012880,88159125,,,CCM,"Kuster For Congress, Inc",,,,,,PO Box 1498,,Concord,NH,03302,P2024,,2023-12-21,1500.00,0.00,,011,C00462861,"Kuster For Congress, Inc",H0NH02181,Kuster,Ann,,,,H,NH,02,,,,,,,,
