form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00495028,500547600,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,,,2024-10-01,-250560.00,0.00,"Independent Expenditure, See Schedule E",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500545900,,,PAC,VoteVets,,,,,,PO Box 75357,,Washington,DC,200130357,,,2024-10-15,5396.00,0.00,In-kind: Polling Data,,C00418897,,,,,,,,,,,,,,,,,X,Non-Contribution Account
SB29,C00495028,500542710,,,PAC,Vote Alaska Before Party,,,,,,3717 Knik Ave,,Anchorage,AK,995171047,,,2024-10-04,1000000.00,0.00,Contribution,,C00825091,Vote Alaska Before Party,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500542740,,,PAC,VoteVets,,,,,,PO Box 75357,,Washington,DC,200130357,,,2024-10-04,726000.00,0.00,Contribution,,C00418897,VoteVets,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500547550,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,,,2024-10-01,-34630.00,0.00,"Independent Expenditure, See Schedule E",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500542650,,,ORG,"Allied Telecom Group, LLC",,,,,,1400 Crystal Dr,Ste 700,Arlington,VA,222024153,,,2024-10-03,383.68,0.00,Internet Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500542750,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-10-04,37284.40,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500542760,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-10-04,32000.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500547570,,,ORG,GPS Impact,,,,,,220 SE 6th St,Ste 330,Des Moines,IA,503094845,,,2024-10-01,-12000.00,0.00,"Independent Expenditure, See Schedule E",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500547580,,,ORG,Trilogy Interactive LLC,,,,,,2052 University Ave,Ste 600,Berkeley,CA,947041006,,,2024-10-01,-52500.00,0.00,"Independent Expenditure, See Schedule E",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500557680,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,,,2024-10-15,43771.02,0.00,Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00495028,500557880,,,ORG,The Pivot Group,,,,,,1720 I St NW,Ste 520,Washington,DC,200063704,,,2024-10-16,32352.00,0.00,Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00495028,500547590,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,,,2024-10-01,-99792.00,0.00,"Independent Expenditure, See Schedule E",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
