form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00495028,500535700,,,ORG,House Majority Forward,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,G2024,,2024-10-01,24297.05,2024-10-01,3872680.36,In-kind Media Production,,,O,H8PA15195,Mackenzie,Ryan,E.,,,H,07,PA,Wolff,Brian,,,,2024-12-05,
SE,C00495028,500537800,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,G2024,,2024-10-08,64800.00,2024-10-04,140811.52,Television Advertising,,,O,H4OR04125,Despain,Monique,,,,H,04,OR,Wolff,Brian,,,,2024-12-05,
SE,C00495028,500541500,,,ORG,Social Currant,,,,,,2000 Pennsylvania Ave NW,Ste 7000,Washington,DC,200061921,G2024,,2024-10-15,3325.00,,1980914.21,Digital Production - Estimate,,,O,H2VA02064,Kiggans,Jennifer,,,,H,02,VA,Wolff,Brian,,,,2024-12-05,X,*
SE,C00495028,500541600,,,ORG,Trilogy Interactive LLC,,,,,,2052 University Ave,Ste 600,Berkeley,CA,947041006,G2024,,2024-10-15,100250.00,2024-10-15,1980914.21,Digital Advertising,,,O,H2VA02064,Kiggans,Jennifer,,,,H,02,VA,Wolff,Brian,,,,2024-12-05,
SE,C00495028,500537700,,,ORG,Blueprint Interactive,,,,,,2307 N Trenton St,,Arlington,VA,222074040,G2024,,2024-10-08,35554.00,2024-10-08,1314448.93,Digital Advertising,,,O,H8IA02043,Miller-Meeks,Mariannette,J.,,,H,01,IA,Wolff,Brian,,,,2024-12-05,
SE,C00495028,500539600,,,ORG,Sena Kozar Strategies,,,,,,3723 Jenifer St NW,,Washington,DC,200151805,G2024,,2024-10-09,17348.00,2024-10-09,4067203.67,Media Production,,,S,H4CA27111,Whitesides,George,,,,H,27,CA,Wolff,Brian,,,,2024-12-05,
SE,C00495028,500535710,,,ORG,SKDKnickerbocker LLC,,,,,,1150 18th St NW,Ste 800,Washington,DC,200363845,G2024,,2024-10-01,50164.30,,5091527.66,Digital Advertising,,,O,H2CA47196,Baugh,Scott,,,,H,47,CA,Wolff,Brian,,,,2024-12-05,
SE,C00495028,500541510,,,ORG,SKDKnickerbocker LLC,,,,,,1150 18th St NW,Ste 800,Washington,DC,200363845,G2024,,2024-10-15,7983.00,,4068432.85,Digital Production - Estimate,,,S,H2MI10176,Marlinga,Carl,J.,,,H,10,MI,Wolff,Brian,,,,2024-12-05,X,*
SE,C00495028,500541610,,,ORG,Blueprint Interactive,,,,,,2307 N Trenton St,,Arlington,VA,222074040,G2024,,2024-10-15,130063.00,2024-10-15,857988.05,Digital Advertising,,,O,H2PA04135,Perry,Scott,,,,H,10,PA,Wolff,Brian,,,,2024-12-05,
SE,C00495028,500542810,,,ORG,Solidarity Strategies LLC,,,,,,PO Box 15260,,Washington,DC,200030260,G2024,,2024-10-16,8099.50,,2863460.17,Digital Production - Estimate,,,O,H2CA20094,Valadao,David,,,,H,22,CA,Wolff,Brian,,,,2024-12-05,X,*
SE,C00495028,500537710,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,G2024,,2024-10-08,57911.11,2024-10-08,3872680.36,Digital Advertising,,,O,H8PA15195,Mackenzie,Ryan,E.,,,H,07,PA,Wolff,Brian,,,,2024-12-05,
SE,C00495028,500537810,,,ORG,Wavelength Strategy LLC,,,,,,712 H St NE,Unit 526,Washington,DC,200023627,G2024,,2024-10-08,50000.00,2024-10-08,1155338.69,Digital Advertising,,,O,H6NE02125,Bacon,Donald,,,,H,02,NE,Wolff,Brian,,,,2024-12-05,
