form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00546234,89481518,,,PAC,Supporting House Problem Solvers PAC,,,,,,c/o Molly Allen Associates LLC,"412 First Street, SE, Suite 100",Washington,DC,20003,,,2024-12-20,2500.00,0.00,2024,011,C00563601,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481526,,,PAC,Blue Line PAC,,,,,,"c/o The Frost Group, 219 Pennsylva",,Washington,DC,20003,,,2024-12-20,1500.00,0.00,2024,011,C00662056,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481527,,,PAC,RAPTOR PAC,,,,,,"c/o Hooks Solutions, 403 First Str",,Washington,DC,20003,,,2024-12-20,3000.00,0.00,2024,011,C00749481,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481528,,,PAC,Making a Respons. Stand for Hshlds in America PAC,,,,,,,,,,,,,2024-12-20,5000.00,0.00,2024,011,C00409276,,S8TN00337,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481529,,,PAC,M-PAC,,,,,,"401 2nd Avenue South, Suite 303",,Seattle,WA,98104,,,2024-12-20,1500.00,0.00,2024,011,C00365270,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481530,,,PAC,Make It Work PAC,,,,,,"c/o LaFave & Associates, 200 E Jef",,Falls Church,VA,22046,,,2024-12-20,5000.00,0.00,2024,011,C00552539,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481533,,,PAC,Nebraska Sandhills PAC,,,,,,228 S Washington St Ste 115,,Alexandria,VA,22314,,,2024-12-20,5000.00,0.00,2024,011,C00540054,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481534,,,PAC,Perimeter PAC,,,,,,"124 Washington Street, Suite 101",,Foxboro,MA,02035,,,2024-12-20,5000.00,0.00,2024,011,C00544254,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481656,,,PAC,Continuing America's Strength And Security PAC (CASS PAC),,,,,,3482 Drusilla Lane - Suite #1,,Baton Rouge,LA,70809,,,2024-12-23,1000.00,0.00,2024,011,C00480228,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481657,,,PAC,Bringing Everyone Together Through Advocacy,,,,,,"6 E Street, SE",,Washington,DC,20003,,,2024-12-23,2500.00,0.00,2024,011,C00405050,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481658,,,PAC,Hawkeye PAC,,,,,,P.O. Box 7255,,Des Moines,IA,50309,,,2024-12-23,5000.00,0.00,2024,011,C00379479,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481659,,,PAC,Heartland Values PAC,,,,,,PO Box 505,,Sioux Falls,SD,57101,,,2024-12-23,3500.00,0.00,2024,011,C00409003,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481660,,,PAC,"Madison PAC, The",,,,,,235 State Street,,Springfield,MA,01103,,,2024-12-23,2500.00,0.00,2024,011,C00426809,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481661,,,PAC,Committee for a Democratic Future,,,,,,6129 Long Meadow Road,,Mclean,VA,22101,,,2024-12-23,4000.00,0.00,2024,011,C00370122,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481662,,,PAC,Commonwealth PAC,,,,,,Po Box 383,,Merrifield,VA,22116,,,2024-12-23,5000.00,0.00,2024,011,C00498931,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481663,,,PAC,Responsibility and Freedom Works PAC,,,,,,c/o Liz Murray,1214-A Ingleside Avenue,McLean,VA,22101,,,2024-12-23,4000.00,0.00,2024,011,C00368696,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481664,,,PAC,Conservatives Harvesting Success PAC,,,,,,PO Box 2930,,Jackson,MS,39207,,,2024-12-23,1000.00,0.00,2024,011,C00678813,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481665,,,PAC,True North PAC,,,,,,"c/o Laura Rizzo, 1316 Alexandria A",,Alexandria,VA,22308,,,2024-12-23,5000.00,0.00,2024,011,C00571000,,,,,,,,,,,,,,,,,,2024
SB23,C00546234,89481666,,,PAC,BackPAC,,,,,,1751 Potomac Greens Drive,,Alexandria,VA,22314,,,2024-12-23,5000.00,0.00,2024,011,C00566562,,,,,,,,,,,,,,,,,,2024
