form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00842724,500196245,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-10-29,15000.00,0.00,Joint Fundraising Proceeds,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB22,C00842724,500196251,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-11-05,2267.38,0.00,Joint Fundraising Proceeds,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB22,C00842724,500196247,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-10-29,15000.00,0.00,Joint Fundraising Proceeds,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB22,C00842724,500196253,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-11-05,2267.38,0.00,Joint Fundraising Proceeds,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB22,C00842724,500196256,,,PAC,END CITIZENS UNITED,,,,,,PO Box 66005,,Washington,DC,200356005,,,2024-10-29,4000.00,0.00,Joint Fundraising Proceeds,,C00573261,,,,,,,,,,,,,,,,,,
SB22,C00842724,500196257,,,PAC,END CITIZENS UNITED,,,,,,PO Box 66005,,Washington,DC,200356005,,,2024-11-05,1704.55,0.00,Joint Fundraising Proceeds,,C00573261,,,,,,,,,,,,,,,,,,
SB22,C00842724,500196248,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-10-29,15000.00,0.00,Joint Fundraising Proceeds,,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
SB22,C00842724,500196254,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-11-05,2225.04,0.00,Joint Fundraising Proceeds,,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
SB22,C00842724,500196249,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 68033,,Cincinnati,OH,452068033,G2024,,2024-10-29,15000.00,0.00,Joint Fundraising Proceeds,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB22,C00842724,500196255,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 68033,,Cincinnati,OH,452068033,G2024,,2024-11-05,2267.38,0.00,Joint Fundraising Proceeds,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB22,C00842724,500196246,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-10-29,15000.00,0.00,Joint Fundraising Proceeds,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB22,C00842724,500196252,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-11-05,2267.38,0.00,Joint Fundraising Proceeds,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB22,C00842724,500196244,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2024-10-29,15000.00,0.00,Joint Fundraising Proceeds,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB22,C00842724,500196250,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2024-11-05,2261.76,0.00,Joint Fundraising Proceeds,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
