form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00570945,SB.548860,,,PTY,NEW YORK STATE CONSERVATIVE PARTY,,,,,,486 78TH STREET,,BROOKLYN,NY,11209,,,2023-07-10,1500.00,,CONTRIBUTION ,,C00282343,,,,,,,,,,,  ,,,,,,,
SB23,C00570945,SB.548862,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-07-11,15000.00,,CONTRIBUTION BUILDING FUND ,,C00075820,,,,,,,,,,,  ,,,,,,,BUILDING FUND
SB23,C00570945,SB.548864,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-07-11,15000.00,,CONTRIBUTION LEGAL FUND ,,C00075820,,,,,,,,,,,  ,,,,,,,LEGAL FUND
SB23,C00570945,SB.548863,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-08-04,30000.00,,CONTRIBUTION LEGAL FUND,,C00075820,,,,,,,,,,,  ,,,,,,,LEGAL FUND
SB23,C00570945,SB.548861,,,CCM,MAYRA FLORES FOR CONGRESS,,,,,,PO BOX 516,,LOS INDIOS,TX,78567,G2024,,2023-08-07,5000.00,,CONTRIBUTION ,,C00768994,,,FLORES,MAYRA,,,,H,TX,34,  ,,,,,,,
SB23,C00570945,SB.548865,,,CCM,MAYRA FLORES FOR CONGRESS,,,,,,PO BOX 516,,LOS INDIOS,TX,78567,P2024,,2023-08-07,5000.00,,CONTRIBUTION ,,C00768994,,,FLORES,MAYRA,,,,H,TX,34,  ,,,,,,,
SB23,C00570945,SB.548866,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-09-14,2000.00,,CONTRIBUTION ,,C00546499,,,BOST,MIKE,,,,H,IL,12,  ,,,,,,,
SB23,C00570945,SB.548867,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FOR WAYNE,IN,46858,P2024,,2023-09-25,2500.00,,CONTRIBUTION ,,C00577999,,,BANKS,JAMES,,,,S,IN,00,  ,,,,,,,
SB23,C00570945,SB.548868,,,CCM,MOORE FOR WEST VIRGINIA,,,,,,PO BOX 603,,HARPERS FERRY,WV,25425,P2024,,2023-09-25,2500.00,,CONTRIBUTION ,,C00828947,,,MOORE,RILEY,,,,H,WV,02,  ,,,,,,,
SB23,C00570945,SB.548869,,,CCM,TOM BARRETT FOR CONGRESS,,,,,,PO BOX 15221,,LANSING,MI,48901,P2024,,2023-09-26,2500.00,,CONTRIBUTION ,,C00793976,,,BARRETT,THOMAS,,,,H,MI,07,  ,,,,,,,
SB23,C00570945,SB.548870,,,CCM,CRAIG RIEDEL FOR OHIO,,,,,,427 W DUSSELL DRIVE #196,,MAUMEE,OH,43537,P2024,,2023-09-29,2500.00,,CONTRIBUTION ,,C00800003,,,RIEDEL,CRAIG,,,,H,OH,09,  ,,,,,,,
SB23,C00570945,SB.548871,,,CCM,DERRICK ANDERSON FOR VA INC,,,,,,PO BOX 330,,FREDERICKSBURG,VA,22404,P2024,,2023-09-30,5000.00,,CONTRIBUTION ,,C00791574,,,ANDERSON,DERRICK,,,,H,VA,07,  ,,,,,,,
SB23,C00570945,SB.548859,,,PTY,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,315 STATE STREET,,ALBANY,NY,12210,,,2023-10-07,5000.00,,CONTRIBUTION,,C00055582,,,,,,,,,,,  ,,,,,,,
SB23,C00570945,SB.548872,,,CCM,KEVIN LINCOLN FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMER,CA,95324,P2024,,2023-10-14,5000.00,,CONTRIBUTION ,,C00845826,,,LINCOLN,KEVIN,,,,H,CA,09,  ,,,,,,,
