form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00828483,SB22.I36032,,,CCM,"MOONEY FOR SENATE, INC.",,,,,,PO BOX 1003,,CHARLES TOWN,WV,25414,,,2024-04-23,17492.59,,TRANSFER OF NET JFC FUNDS,,C00828475,,S4WV00324,MOONEY,ALEXANDER,X,,,S,WV,,  ,,,,,,,
SB22,C00828483,SB22.I36138,,,CCM,"MOONEY FOR SENATE, INC.",,,,,,PO BOX 1003,,CHARLES TOWN,WV,25414,,,2024-05-03,3764.31,,TRANSFER OF NET JFC FUNDS,,C00828475,,S4WV00324,MOONEY,ALEXANDER,X,,,S,WV,,  ,,,,,,,
SB22,C00828483,SB22.I36196,,,CCM,"MOONEY FOR SENATE, INC.",,,,,,PO BOX 1003,,CHARLES TOWN,WV,25414,,,2024-05-08,5596.92,,TRANSFER OF NET JFC FUNDS,,C00828475,,S4WV00324,MOONEY,ALEXANDER,X,,,S,WV,,  ,,,,,,,
SB22,C00828483,SB22.I36377,,,CCM,"MOONEY FOR SENATE, INC.",,,,,,PO BOX 1003,,CHARLES TOWN,WV,25414,,,2024-05-22,4031.68,,TRANSFER OF NET JFC FUNDS,,C00828475,,S4WV00324,MOONEY,ALEXANDER,X,,,S,WV,,  ,,,,,,,
SB22,C00828483,SB22.I36379,,,CCM,"MOONEY FOR SENATE, INC.",,,,,,PO BOX 1003,,CHARLES TOWN,WV,25414,,,2024-05-22,1981.80,,TRANSFER OF NET JFC FUNDS,,C00828475,,S4WV00324,MOONEY,ALEXANDER,X,,,S,WV,,  ,,,,,,,
SB22,C00828483,SB22.I36380,,,PAC,AMERICANS FOR LEGISLATING EXCELLENCE PAC,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,,,2024-05-22,1018.20,,TRANSFER OF NET JFC FUNDS,,C00641142,,,,,,,,,,,  ,,,,,,,
SB22,C00828483,SB22.I36033,,,PTY,MORGAN COUNTY REPUBLICAN EXECUTIVE COMMITTEE - FEDERAL,,,,,,40 ROCKWELL COURT,,BERKELEY SPRINGS,WV,25411,,,2024-04-23,46244.77,,TRANSFER OF NET JFC FUNDS,,C00833400,,,,,,,,,,,  ,,,,,,,
SB22,C00828483,SB22.I36078,,,PTY,MORGAN COUNTY REPUBLICAN EXECUTIVE COMMITTEE - FEDERAL,,,,,,40 ROCKWELL COURT,,BERKELEY SPRINGS,WV,25411,,,2024-04-24,4309.45,,TRANSFER OF NET JFC FUNDS,,C00833400,,,,,,,,,,,  ,,,,,,,
SB22,C00828483,SB22.I36139,,,PTY,MORGAN COUNTY REPUBLICAN EXECUTIVE COMMITTEE - FEDERAL,,,,,,40 ROCKWELL COURT,,BERKELEY SPRINGS,WV,25411,,,2024-05-03,38138.37,,TRANSFER OF NET JFC FUNDS,,C00833400,,,,,,,,,,,  ,,,,,,,
SB22,C00828483,SB22.I36197,,,PTY,MORGAN COUNTY REPUBLICAN EXECUTIVE COMMITTEE - FEDERAL,,,,,,40 ROCKWELL COURT,,BERKELEY SPRINGS,WV,25411,,,2024-05-08,7822.96,,TRANSFER OF NET JFC FUNDS,,C00833400,,,,,,,,,,,  ,,,,,,,
SB22,C00828483,SB22.I36378,,,PTY,MORGAN COUNTY REPUBLICAN EXECUTIVE COMMITTEE - FEDERAL,,,,,,40 ROCKWELL COURT,,BERKELEY SPRINGS,WV,25411,,,2024-05-22,17566.63,,TRANSFER OF NET JFC FUNDS,,C00833400,,,,,,,,,,,  ,,,,,,,
