form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00685693,500011833,,,ORG,Base Builder,,,,,,77 Sands St,Fl 6,Brooklyn,NY,112011431,G2024,,2024-09-14,2417.41,2024-12-17,182523.71,Debt Payment - Canvassing Service - Estimate reported on 48H 9/16,004,,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,00,MD,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011834,,,ORG,Base Builder,,,,,,77 Sands St,Fl 6,Brooklyn,NY,112011431,G2024,,2024-07-27,56357.58,2024-12-16,291321.72,Debt Payment - Canvassing Service - Estimate reported on 48H 7/29,004,,S,S6PA00217,CASEY,ROBERT,JR.,,,S,00,PA,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011837,,,ORG,Base Builder,,,,,,77 Sands St,Fl 6,Brooklyn,NY,112011431,G2024,,2024-09-04,7898.25,2024-12-16,129538.70,Debt Payment - Canvassing Service - Estimate reported on 48H 9/6,004,,S,H4VA07234,VINDMAN,YEVGENY,'EUGENE',,,H,07,VA,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011838,,,ORG,Base Builder,,,,,,77 Sands St,Fl 6,Brooklyn,NY,112011431,G2024,,2024-07-27,30322.83,2024-12-16,343791.97,Debt Payment - Canvassing Service - Estimate reported on 48H 7/29,004,,S,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011841,,,ORG,Base Builder,,,,,,77 Sands St,Fl 6,Brooklyn,NY,112011431,G2024,,2024-08-16,48818.61,2024-12-17,1171980.94,Debt Payment - Canvassing Service - Estimate reported on 48H 8/18,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011842,,,ORG,Base Builder,,,,,,77 Sands St,Fl 6,Brooklyn,NY,112011431,G2024,,2024-09-14,2417.41,2024-12-17,1171980.94,Debt Payment - Canvassing Service - Estimate reported on 48H 9/16,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011843,,,ORG,Base Builder,,,,,,77 Sands St,Fl 6,Brooklyn,NY,112011431,G2024,,2024-07-27,56357.58,2024-12-16,1171980.94,Debt Payment - Canvassing Service - Estimate reported on 48H 7/29,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011844,,,ORG,Base Builder,,,,,,77 Sands St,Fl 6,Brooklyn,NY,112011431,G2024,,2024-09-04,13207.78,2024-12-17,1171980.94,Debt Payment - Canvassing Service - Estimate reported on 48H 9/6,004,,S,P80000722,HARRIS,KAMALA,,,,P,00,US,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011847,,,ORG,Base Builder,,,,,,77 Sands St,Fl 6,Brooklyn,NY,112011431,G2024,,2024-10-22,5309.53,2024-12-17,15836.93,Debt Payment - Canvassing Service - Estimate reported on 48H 10/23,004,,S,H4VA02060,COTTER SMASAL,MISSY,,,,H,02,VA,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011835,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk St,,Needham,MA,024923230,G2024,,2024-08-30,10704.99,2024-12-05,291321.72,Debt Payment - Direct Mail - Estimate reported on 48H 9/26,004,,S,S6PA00217,CASEY,ROBERT,JR.,,,S,00,PA,Guzman,Melissa,,,,2025-01-26,
SE,C00685693,500011836,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk St,,Needham,MA,024923230,G2024,,2024-08-30,2982.12,2024-12-05,291321.72,Debt Payment - Direct Mail - Estimate reported on 48H 9/26,004,,S,S6PA00217,CASEY,ROBERT,JR.,,,S,00,PA,Guzman,Melissa,,,,2025-01-26,
