form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00418897,500010966,,,PAC,GATEWAY TO LEADERSHIP PAC,,,,,,PO Box 43032,,Montclair,NJ,070430032,,,2024-06-06,2500.00,0.00,Contribution,,C00704247,GATEWAY TO LEADERSHIP PAC,,,,,,,,,,,,,,,,,
SB23,C00418897,500010978,,,PAC,HOULAPAC,,,,,,PO Box 65322,,Washington,DC,200355322,,,2024-06-06,2500.00,0.00,Contribution,,C00708636,HOULAPAC,,,,,,,,,,,,,,,,,
SB23,C00418897,500010962,,,CCM,JAKE AUCHINCLOSS FOR CONGRESS,,,,,,PO Box 600698,,Newtonville,MA,024600006,G2024,,2024-06-06,2500.00,0.00,Contribution,,C00721449,,,AUCHINCLOSS,JAKE,,,,H,MA,04,,,,,,,,
SB23,C00418897,500011002,,,PAC,LIFTOFF PAC,,,,,,PO Box 33400,,Phoenix,AZ,850673400,,,2024-06-07,2500.00,0.00,Contribution,,C00785816,LIFTOFF PAC,,,,,,,,,,,,,,,,,
SB23,C00418897,500010965,,,PAC,MOTOR CITY PAC,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-06-06,5000.00,0.00,Contribution,,C00507574,MOTOR CITY PAC,,,,,,,,,,,,,,,,,
SB23,C00418897,500011068,,,PAC,PEOPLE IN RURAL AREAS TRANSFORM ELECTIONS (PIRATE) PAC,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-06-25,2500.00,0.00,Contribution,,C00854430,PEOPLE IN RURAL AREAS TRANSFORM ELECTIONS (PIRATE) PAC,,,,,,,,,,,,,,,,,
SB23,C00418897,500011001,,,PAC,PERIMETER PAC,,,,,,124 Washington St,Ste 101,Foxboro,MA,020351368,,,2024-06-07,2500.00,0.00,Contribution,,C00544254,PERIMETER PAC,,,,,,,,,,,,,,,,,
SB23,C00418897,500010963,,,PAC,SERVICE FIRST PAC,,,,,,946 Bandmann Trl,,Missoula,MT,598028834,,,2024-06-06,2500.00,0.00,Contribution,,C00727784,SERVICE FIRST PAC,,,,,,,,,,,,,,,,,
SB23,C00418897,500010974,,,CCM,SHAWN FOR GEORGIA,,,,,,PO Box 1688,,Cedartown,GA,301251688,O2024,Run-off Primary,2024-06-06,5000.00,0.00,Contribution,,C00847483,,,HARRIS,SHAWN,,,,H,GA,14,,,,,,,,
SB23,C00418897,500011038,,,CCM,SHAWN FOR GEORGIA,,,,,,PO Box 1688,,Cedartown,GA,301251688,G2024,,2024-06-11,5000.00,0.00,Contribution,,C00847483,,,HARRIS,SHAWN,,,,H,GA,14,,,,,,,,
