form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00633354,SB23.5035,,,CAN,,BARR,GARLAND ANDY,,,,PO BOX 2059,,LEXINGTON,KY,40588,P2024,,2023-03-15,5000.00,,Contribution to PAC,011,C00467571,"ANDY BARR FOR CONGRESS, INC.",,,,,,,,,,,,,,,,,
SB23,C00633354,SB23.5022,,,CAN,,Hill,James,French,,,PO Box 7841,,Little Rock,AR,72217,P2024,,2023-03-15,5000.00,,Contribution to PAC,011,C00551275,French Hill for Arkansas,,,,,,,H,AR,02,,,,,,,,
SB23,C00633354,SB23.5023,,,CAN,,HIMES,JIM,,,,"857 POST ROAD, #312",,FAIRFIELD,CT,06824,P2024,,2023-03-15,2000.00,,Contribution to PAC,011,C00434191,Himes for Congress,,,,,,,H,CT,04,,,,,,,,
SB23,C00633354,SB23.5024,,,CAN,,Huizenga,William,,,,PO Box 254,,Zeeland,MI,494641509,P2024,,2023-03-15,5000.00,,Contribution to PAC,011,C00459297,Huizenga for Congress,,,,,,,H,MI,02,,,,,,,,
SB23,C00633354,SB23.5037,,,CAN,,KIM,YOUNG,,,,1067 SOUTH DAYBREAK COURT,,ANAHEIM,CA,92808,P2024,,2023-03-15,5000.00,,Contribution to PAC,011,C00665638,YOUNG KIM FOR CONGRESS,,,,,,,,,,,,,,,,,
SB23,C00633354,SB23.5025,,,CAN,,MCHENRY,PATRICK TIMOTHY,,,,7918 NORMAN COURT,,DENVER,NC,28037,P2024,,2023-03-15,5000.00,,Contribution to PAC,011,C00393629,McHenry for Congress,,,,,,,H,NC,10,,,,,,,,
SB23,C00633354,SB23.5027,,,CAN,,SCOTT,TIMOTHY E.,,,,1405 ASHLEY RIVER RD,,CHARLESTON,SC,29407,P2024,,2023-03-15,5000.00,,Contribution to PAC,011,C00540302,TIM SCOTT FOR AMERICA,,,,,,,S,SC,00,,,,,,,,
SB23,C00633354,SB23.5028,,,CAN,,SCOTT,TIMOTHY E.,,,,1405 ASHLEY RIVER RD,,CHARLESTON,SC,29407,G2024,,2023-03-15,5000.00,,Contribution to PAC,011,C00540302,TIM SCOTT FOR AMERICA,,,,,,,S,SC,00,,,,,,,,
SB23,C00633354,SB23.5036,,,CAN,,SHERMAN,BRAD,,,,777 S. FIGUEROA STREET,SUITE 4050,LOS ANGELES,CA,90017,P2024,,2023-03-15,5000.00,,Contribution to PAC,011,,,H6CA24113,SHERMAN,BRAD,,,,H,CA,32,,,,,,,,
SB23,C00633354,SB23.5026,,,CAN,,STEIL,BRYAN GEORGE,,,,3709 BRIAR CREST DRIVE,,JANESVILLE,WI,53546,P2024,,2023-03-15,1000.00,,Contribution to PAC,011,C00677286,"STEIL FOR WISCONSIN, INC.",,,,,,,H,WI,01,,,,,,,,
SB23,C00633354,SB23.5020,,,CAN,,WAGNER,ANN L.,,,,PO BOX 50,,BALLWIN,MO,63022,P2024,,2023-03-15,5000.00,,Contribution to PAC,011,C00495846,ANN WAGNER FOR CONGRESS,,,,,,,H,MO,02,,,,,,,,
SB23,C00633354,SB23.5021,,,CAN,,WATERS,MAXINE,,,,1044 W. 82ND STREET,,LOS ANGELES,CA,90044,P2024,,2023-03-15,2500.00,,Contribution to PAC,011,C00167585,CITIZENS FOR WATERS,,,,,,,H,CA,43,,,,,,,,
