form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00652644,B-148972,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-21,44.60,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-148973,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-21,5.50,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-148974,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-23,216.50,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-148975,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-23,31.25,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-148976,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-23,16.80,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-148977,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-23,2.50,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149010,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-25,689.70,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149011,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-25,90.75,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149012,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-29,1202.40,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149013,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-29,150.00,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149014,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-30,155.20,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149015,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-30,19.25,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149016,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-31,90.60,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149017,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-10-31,8.75,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149042,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-11-04,384.40,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149043,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-11-04,50.75,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149044,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-11-06,1488.70,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149045,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-11-06,232.60,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149046,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-11-06,185.75,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149047,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-11-06,29.00,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149079,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-11-08,50.60,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149080,,,ORG,"Anedot, Inc.",,,,,,1340 Poydras Street,,New Orleans,LA,70112,,,2024-11-08,6.25,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-148957,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2024-10-23,2250.00,,Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00652644,B-149020,,,ORG,Envision Link,,,,,,2730 West American Drive,,Neenah,WI,54956,,,2024-10-28,1046.53,,Printing,001,,,,,,,,,,,,,,,,,,,
