form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00406892,EB1422,,,CCM,Anna Eshoo for Congress,,,,,,555 CAPITOL MALL,SUITE 400,Sacramento,CA,95814,P2024,,2023-03-29,2500.00,,Political Contribution,011,C00258475,Anna Eshoo for Congress,,Eshoo,Anna,,,,H,CA,16,,,,,,,,
SB23,C00406892,EB1423,,,PTY,Democratic Congressional Campaign Cmte.,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,O2023,Calendar Year,2023-03-29,5000.00,,Political Contribution,011,C00000935,Democratic Congressional Campaign Cmte.,,,,,,,,,,,,,,,,,
SB23,C00406892,EB1424,,,CCM,Drew Ferguson for Congress Inc,,,,,,PO Box 71067,,Newnan,GA,30271,P2024,,2023-03-29,1000.00,,Political Contribution,011,C00607838,Drew Ferguson for Congress Inc,,Ferguson,Drew,,,,H,GA,03,,,,,,,,
SB23,C00406892,EB1527,,,CCM,Feenstra for Congress,,,,,,641 2nd St.,,Hull,IA,51239,P2024,,2023-06-22,1000.00,,Political Contribution,011,C00693663,Feenstra for Congress,,Feenstra,Randall,,,,H,IA,04,,,,,,,,
SB23,C00406892,EB1577,,,COM,Freedom Fund,,,,,,"824 S. Milledge Avenue, Suite 101",,Athens,GA,30605,O2023,Calendar Year,2023-06-26,2500.00,,Political Contribution,011,C00390674,Freedom Fund,,,,,,,,,,,,,,,,,
SB23,C00406892,EB1526,,,CCM,Hern for Congress,,,,,,9521-B RIVERSIDE PKWY,#350,Tulsa,OK,74137,P2024,,2023-06-22,1000.00,,Political Contribution,011,C00636092,Hern for Congress,,Hern,Kevin,,,,H,OK,01,,,,,,,,
SB23,C00406892,EB1421,,,CCM,Kay Granger Campaign Fund,,,,,,2308 Mount Vernon Avenue,#337,Alexandria,VA,22301,P2024,,2023-03-29,1500.00,,Political Contribution,011,C00310532,Kay Granger Campaign Fund,,Granger,Kay,,,,H,TX,12,,,,,,,,
SB23,C00406892,EB1579,,,CCM,LaHood for Congress,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,P2024,,2023-06-26,2500.00,,Political Contribution,011,C00575050,LaHood for Congress,,LaHood,Darin,,,,H,IL,16,,,,,,,,
SB23,C00406892,EB1420,,,CCM,Marsha for Senate,,,,,,"410 1st Street SE, Second Floor",,Washington,DC,20003,P2024,,2023-03-29,2500.00,,Political Contribution,011,C00376939,Marsha for Senate,,Blackburn,Marsha,,,,S,TN,,,,,,,,,
SB23,C00406892,EB1580,,,CCM,Matsui for Congress,,,,,,P.O. Box 83142,,Gaithersburg,MD,20883,P2024,,2023-06-26,1000.00,,Political Contribution,011,C00409219,Matsui for Congress,,Matsui,Doris,,,,H,CA,07,,,,,,,,
SB23,C00406892,EB1581,,,CCM,McCaul for Congress,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,P2024,,2023-06-26,1500.00,,Political Contribution,011,C00392688,McCaul for Congress,,McCaul,Michael,,,,H,TX,10,,,,,,,,
SB23,C00406892,EB1582,,,COM,Republican Main Street Partnership PAC,,,,,,"325 7th Street NW, Suite 610",,Washington,DC,20004,O2023,Calendar Year,2023-06-05,5000.00,,Political Contribution,011,C00165159,Republican Main Street Partnership PAC,,,,,,,,,,,,,,,,,
SB23,C00406892,EB1578,,,CCM,Young Kim for Congress,,,,,,1200 Trinity Drive,,Alexandria,VA,22314,P2024,,2023-06-26,1000.00,,Political Contribution,011,C00665638,Young Kim for Congress,,Kim,Young,,,,H,CA,40,,,,,,,,
