form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00250753,SB23.800,,,PAC,ACROSS THE AISLE PAC,,,,,,611 PENNSYLVANIA AVENUE SE,SUITE 143,WASHINGTON,DC,20003,O2024,,2024-02-22,5000.00,0.00,Contribution to Committee,011,C00696591,ACROSS THE AISLE PAC,,,,,,,,,,,,,,,,,
SB23,C00250753,SB23.792,,,CCM,ALSOBROOKS FOR SENATE,,,,,,1101 MERCANTILE LN STE 100,,UPPER MARLBORO,MD,20774,P2024,,2024-02-01,5000.00,0.00,Contribution to Committee,011,C00840017,ALSOBROOKS FOR SENATE,S4MD00327,Alsobrooks,Angela,,,,S,MD,,,,,,,,,
SB23,C00250753,SB23.801,,,PAC,BUILDING BRIDGES PAC,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,O2024,,2024-02-22,5000.00,0.00,Contribution to Committee,011,C00693127,BUILDING BRIDGES PAC,,,,,,,,,,,,,,,,,
SB23,C00250753,SB23.798,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,P2024,,2024-02-22,2500.00,0.00,Contribution to Committee,011,C00509968,CARTWRIGHT FOR CONGRESS,H2PA17079,Cartwright,Matthew,,Rep.,,H,PA,08,,,,,,,,
SB23,C00250753,SB23.790,,,CCM,CURTIS FOR CONGRESS,,,,,,"370 EAST SOUTH TEMPLE, SUITE 580",,SALT LAKE CITY,UT,84111,P2024,,2024-02-01,5000.00,0.00,Contribution to Committee,011,C00647339,CURTIS FOR CONGRESS,H8UT03238,Curtis,John,,Rep.,,H,UT,03,,,,,,,,
SB23,C00250753,SB23.797,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,P2024,,2024-02-23,2500.00,0.00,Contribution to Committee,011,C00660795,DAN CRENSHAW FOR CONGRESS,H8TX02166,Crenshaw,Dan,,Rep.,,H,TX,02,,,,,,,,
SB23,C00250753,SB23.791,,,CCM,JAY OBERNOLTE FOR CONGRESS,,,,,,PO BOX 981415,,WEST SACRAMENTO,CA,95799,P2024,,2024-02-01,2500.00,0.00,Contribution to Committee,011,C00720078,JAY OBERNOLTE FOR CONGRESS,H0CA08135,Obernolte,Jay,,Rep.,,H,CA,23,,,,,,,,
SB23,C00250753,SB23.793,,,CCM,"JIM BANKS FOR CONGRESS, INC.",,,,,,PO BOX 11431,,FORT WAYNE,IN,468581431,P2024,,2024-02-01,2500.00,0.00,Contribution to Committee,011,C00577999,"JIM BANKS FOR CONGRESS, INC.",H6IN03229,Banks,Jim,,Rep.,,H,IN,03,,,,,,,,
SB23,C00250753,SB23.799,,,CCM,"LAUREL LEE FOR CONGRESS, INC.",,,,,,P.O. BOX 47556,,TAMPA,FL,33646,P2024,,2024-02-22,2500.00,0.00,Contribution to Committee,011,C00815373,"LAUREL LEE FOR CONGRESS, INC.",H2FL15241,Lee,Laurel,,Rep.,,H,FL,15,,,,,,,,
SB23,C00250753,SB23.789,,,CCM,SCHAKOWSKY FOR CONGRESS,,,,,,P.O. BOX 5130,,EVANSTON,IL,60204,P2024,,2024-02-01,2500.00,0.00,Contribution to Committee,011,C00327023,SCHAKOWSKY FOR CONGRESS,H8IL09067,Schakowsky,Jan,,Rep.,,H,IL,09,,,,,,,,
