form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00250753,3033736,,,CCM,GREG PENCE FOR CONGRESS,,,,,,PO BOX 275,,TAYLORSVILLE,IN,47280,P2024,,2023-09-06,5000.00,0.00,Contribution to Committee,011,C00658401,GREG PENCE FOR CONGRESS,H8IN06129,Pence,Greg,,Rep.,,H,IN,06,,,,,,,,
SB23,C00250753,3033737,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,346880606,G2024,,2023-09-06,5000.00,0.00,Contribution to Committee,011,C00408534,BILIRAKIS FOR CONGRESS,H6FL09070,Bilirakis,Gus,,Rep.,,H,FL,12,,,,,,,,
SB23,C00250753,3033738,,,CCM,JEFF DUNCAN FOR CONGRESS,,,,,,PO BOX 845,,LAURENS,SC,29360,P2024,,2023-09-06,5000.00,0.00,Contribution to Committee,011,C00460550,JEFF DUNCAN FOR CONGRESS,H0SC03077,Duncan,Jeff,,Rep.,,H,SC,03,,,,,,,,
SB23,C00250753,3033739,,,CCM,RUSS FULCHER FOR IDAHO,,,,,,PO BOX 1375,,MERIDIAN,ID,836801375,P2024,,2023-09-06,5000.00,0.00,Contribution to Committee,011,C00648295,RUSS FULCHER FOR IDAHO,H8ID01124,Fulcher,Russ,,Rep.,,H,ID,01,,,,,,,,
SB23,C00250753,3033740,,,CCM,PEOPLE FOR BEN,,,,,,PO BOX 25371,,ALBUQUERQUE,NM,87125,P2026,,2023-09-06,2000.00,0.00,Contribution to Committee,011,C00443689,PEOPLE FOR BEN,H8NM03196,Lujan,Ben Ray,,Sen.,,S,NM,,,,,,,,,
SB23,C00250753,3033741,,,CCM,GARY PALMER FOR CONGRESS,,,,,,1919 OXMOOR RD #235,,HOMEWOOD,AL,35209,P2024,,2023-09-06,5000.00,0.00,Contribution to Committee,011,C00551374,GARY PALMER FOR CONGRESS,H4AL06098,Palmer,Gary,,Rep.,,H,AL,06,,,,,,,,
SB23,C00250753,3033746,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,P2024,,2023-09-19,2500.00,0.00,Contribution to Committee,011,C00509968,CARTWRIGHT FOR CONGRESS,H2PA17079,Cartwright,Matthew,,Rep.,,H,PA,08,,,,,,,,
SB23,C00250753,3033747,,,CCM,SCANLON FOR CONGRESS,,,,,,PO BOX 263,,SWARTHMORE,PA,19081,P2024,,2023-09-20,2500.00,0.00,Contribution to Committee,011,C00669358,SCANLON FOR CONGRESS,H8PA07200,Scanlon,Mary,,Rep.,,H,PA,05,,,,,,,,
SB23,C00250753,3033748,,,CCM,NADLER FOR CONGRESS,,,,,,"200 WEST 79TH STREET, #8N",,NEW YORK,NY,10024,P2024,,2023-09-20,2500.00,0.00,Contribution to Committee,011,C00290825,NADLER FOR CONGRESS,H2NY17071,Nadler,Jerrold,,Rep.,,H,NY,12,,,,,,,,
SB23,C00250753,3033749,,,CCM,CARLOS GIMENEZ FOR CONGRESS,,,,,,1421 SW 107TH AVE #236,,MIAMI,FL,33174,P2024,,2023-09-20,2500.00,0.00,Contribution to Committee,011,C00735985,CARLOS GIMENEZ FOR CONGRESS,H0FL26036,Gimenez,Carlos,,Rep.,,H,FL,28,,,,,,,,
SB23,C00250753,3033750,,,CCM,BERGMANFORCONGRESS,,,,,,"3585 BUNKER HILL RD, #434",,ACME,MI,49610,P2024,,2023-09-20,2500.00,0.00,Contribution to Committee,011,C00614214,BERGMANFORCONGRESS,H6MI01226,Bergman,Jack,,Rep.,,H,MI,01,,,,,,,,
SB23,C00250753,3033751,,,CCM,BECCA BALINT FOR VERMONT,,,,,,P.O. BOX 291,,BURLINGTON,VT,05402,P2024,,2023-09-20,2500.00,0.00,Contribution to Committee,011,C00797175,BECCA BALINT FOR VERMONT,H2VT01076,Balint,Rebecca,,Rep.,,H,VT,00,,,,,,,,
