form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00487470,SE.13353,,,ORG,Battleground Connect,,,,,,350 Ryman St.,Ste. 300,Missoula,MT,59802,G2024,,2024-10-17,63840.75,2024-10-11,63840.75,Phone/Text messaging,,C00487470,S,H0FL13158,PAULINA LUNA,ANNA,,,,H,13,FL,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13311,,,ORG,"Catamaran Consulting, LLC",,,,,,1920 HILLHURST AVE.,#1159,Los Angeles,CA,90027,G2024,,2024-10-15,27825.00,2024-10-03,639488.23,"Mail production, postage",,C00487470,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.14798,,,ORG,"Catamaran Consulting, LLC",,,,,,1920 HILLHURST AVE.,#1159,Los Angeles,CA,90027,G2024,,2024-10-22,27825.00,2024-10-03,667313.23,"Mail production, postage",,C00487470,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13186,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-02,154.84,2024-10-02,569041.78,Mail production (from advance line 21),,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13193,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-02,214.91,2024-10-02,569256.69,TV ad production (from advance line 21),,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13207,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-02,107.37,2024-10-02,185594.24,TV ad costs (from advance line 21),,C00487470,O,H2NM02191,VASQUEZ,GABRIEL,,,,H,02,NM,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13216,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-02,257.29,2024-10-02,88814.64,TV ad production (from advance line 21),,C00487470,O,H2OH09031,KAPTUR,MARCY HON. M.C.,,,,H,09,OH,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13228,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-02,251.53,2024-10-02,140430.99,TV ad production (from advance line 21),,C00487470,O,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13202,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-03,166.25,2024-10-03,611663.23,Mail production (from advance line 21),,C00487470,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13241,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-03,166.25,2024-10-03,140597.24,Mail production (from advance line 21),,C00487470,O,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13247,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-07,154.84,2024-10-07,569411.53,Mail production (from advance line 21),,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13256,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-07,166.25,2024-10-07,234976.85,Mail production (from advance line 21),,C00487470,O,H4AZ01194,SHAH,AMISH DR.,,,,H,01,AZ,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13262,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-07,166.25,2024-10-07,213073.39,Mail production (from advance line 21),,C00487470,O,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13270,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-09,154.84,2024-10-09,569566.37,Mail production (from advance line 21),,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13320,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-10,96.65,2024-10-10,1249189.57,TV ad costs (from advance line 21),,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13322,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-10,96.65,2024-10-10,1249286.22,Radio ad production (from advance line 21),,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13281,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-12,166.25,2024-10-12,213239.64,Mail production (from advance line 21),,C00487470,O,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13302,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-14,166.25,2024-10-14,213405.89,Mail production (from advance line 21),,C00487470,O,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13305,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-14,154.84,2024-10-14,1249441.06,Mail production (from advance line 21),,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13308,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-15,166.25,2024-10-15,235143.10,Mail production (from advance line 21),,C00487470,O,H4AZ01194,SHAH,AMISH DR.,,,,H,01,AZ,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13313,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-15,166.25,2024-10-15,1298808.31,Mail production (from advance line 21),,C00487470,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13314,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-16,459.42,2024-10-16,1299267.73,TV ad production (from advance line 21),,C00487470,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13338,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-10-16,154.84,2024-10-16,1639345.90,Mail production (from advance line 21),,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13304,,,ORG,Cold Spark,,,,,,Three PPG Place,Ste. 500,Pittsburgh,PA,15222,G2024,,2024-10-14,24103.30,2024-10-04,164700.54,"Mail production, postage",,C00487470,O,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13365,,,ORG,Cold Spark,,,,,,Three PPG Place,Ste. 500,Pittsburgh,PA,15222,G2024,,2024-10-17,24103.30,2024-10-04,188803.84,"Mail produciton, postage",,C00487470,O,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.14793,,,ORG,Cold Spark,,,,,,Three PPG Place,Ste. 500,Pittsburgh,PA,15222,G2024,,2024-10-21,24103.30,2024-10-04,212907.14,"Mail production, postage",,C00487470,O,H4PA10104,STELSON,JANELLE,,,,H,10,PA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13356,,,ORG,"Drogin Group, LLC",,,,,,6705 w Hwy. 290,Ste. 50281,Austin,TX,78735,G2024,,2024-10-17,525.00,2024-10-11,64365.75,Phone/Text messaging,,C00487470,S,H0FL13158,PAULINA LUNA,ANNA,,,,H,13,FL,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13315,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,G2024,,2024-10-16,623108.83,2024-10-07,1290422.06,TV ad placement,,C00487470,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13324,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,G2024,,2024-10-10,520132.30,2024-10-09,1089698.67,TV ad placement,,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13325,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,G2024,,2024-10-10,156469.25,2024-10-09,1246167.92,Radio ad placement,,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13336,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,G2024,,2024-10-17,389750.00,2024-10-15,1639191.06,TV ad placement,,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13344,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,G2024,,2024-10-17,314422.50,2024-10-16,1613690.23,TV ad placement,,C00487470,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13372,,,ORG,Medium Buying LLC,,,,,,1100 Dennison Ave.,Unit B,Columbus,OH,43201,G2024,,2024-10-17,76899.45,2024-10-16,1716245.35,TV ad placement,,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13317,,,ORG,"Prime Media Partners, LLC",,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,G2024,,2024-10-16,8220.00,2024-10-07,1298642.06,TV ad production,,C00487470,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Rozansky,Adam,,,,2024-12-04,
SE,C00487470,SE.13307,,,ORG,Red Surge Strategies,,,,,,16192 COASTAL HIGHWAY,,LEWES,DE,19958,G2024,,2024-10-14,58059.00,2024-10-01,510827.94,"Mail production, postage",,C00487470,O,H2AK01158,PELTOLA,MARY,,,,H,01,AK,Rozansky,Adam,,,,2024-12-04,
