form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00362707,EB9726,,,CCM,Friends of Jim Clyburn,,,,,,499 S. Capitol st. SW,Suite 420,Washington,DC,20003,G2024,,2024-09-26,1000.00,,Political Contribution,011,C00255562,Friends of Jim Clyburn,,Clyburn,Jim,,,,H,SC,06,,,,,,,,
SB23,C00362707,EB9721,,,CCM,Glenn F. Ivey for Congress,,,,,,One Park Row,5th Floor,Providence,RI,02903,G2024,,2024-09-26,2500.00,,Political Contribution,011,C00792283,Glenn F. Ivey for Congress,,Ivey,Glenn,,,,H,MD,04,,,,,,,,
SB23,C00362707,EB9723,,,CCM,Hudson for Congress,,,,,,PO BOX 1875,,SOUTHERN PINES,NC,28388,G2024,,2024-09-26,2500.00,,Political Contribution,011,C00504522,Hudson for Congress,,Hudson,Richard,,,,H,NC,09,,,,,,,,
SB23,C00362707,EB9727,,,CCM,Iowans for Zach Nunn,,,,,,P.O. Box 11,,Bondurant,IA,50035,G2024,,2024-09-26,1000.00,,Political Contribution,011,C00784389,Iowans for Zach Nunn,,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00362707,EB9725,,,CCM,Jason Smith for Congress,,,,,,"439 New Jersey Ave, SE",,Washington,DC,20003,G2024,,2024-09-26,1500.00,,Political Contribution,011,C00541862,Jason Smith for Congress,,Smith,Jason,,,,H,MO,08,,,,,,,,
SB23,C00362707,EB9722,,,COM,Mike Johnson for Louisana,,,,,,"228 S. Washington St, Suite 115",,Alexandria,VA,22314,G2024,,2024-09-26,1000.00,,Political Contribution,011,C00608695,Mike Johnson for Louisana,,Johnson,Mike,,,,H,LA,04,,,,,,,,
SB23,C00362707,EB9724,,,CCM,Nikema for Congress,,,,,,7234 Lensfield Court,,Alexandria,VA,22315,G2024,,2024-09-26,2500.00,,Political Contribution,011,C00752584,Nikema for Congress,,Williams,Nikema,,,,H,GA,05,,,,,,,,
SB23,C00362707,EB9720,,,CCM,Pete Aguilar for Congress,,,,,,499 S Capitol St SW,Suite 420,Washington,DC,20003,G2024,,2024-09-26,1000.00,,Political Contribution,011,C00510461,Pete Aguilar for Congress,,Aguilar,Pete,,,,H,CA,33,,,,,,,,
SB23,C00362707,EB9738,,,COM,Adrian Smith for Congress,,,,,,439 New Jersey Avenue SE,,Washington,DC,20003,G2024,,2024-09-27,1000.00,,Political Contribution,011,C00412890,Adrian Smith for Congress,,Smith,Adrian,,,,H,NE,03,,,,,,,,
SB23,C00362707,EB9748,,,COM,Alabama First PAC,,,,,,PO Box 3723,,Montgomery,AL,36109,O2024,Calendar Year,2024-09-27,1500.00,,Political Contribution,011,C00821058,Alabama First PAC,,,,,,,,,,,,,,,,,
