form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00455683,EB3052,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-04-07,5.57,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3092,,,ORG,Bank Of America,,,,,,299 Ocean Ave.,,Laguna Beach,CA,92651,,,2024-04-11,119.99,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3100,,,ORG,Mailchimp,,,,,,675 Ponce de Leon Ave NE Ste. 5000,,Atlanta,GA,30308,,,2024-04-11,54.00,,Electronics Communications,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3099,,,ORG,US Postal Service,,,,,,31677 Virginia Way,,Laguna Beach,CA,92651,,,2024-04-11,1020.00,,15 Rolls of Stamps,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3093,,,ORG,Zoom Inc.,,,,,,55 Almaden Blvd 6th Floor,,San Jose,CA,95113,,,2024-04-11,65.99,,Online Group Meeting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3063,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-04-14,3.58,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3061,,,ORG,"GOULD & ORELLANA, LLC",,,,,,12501 Imperial Highway Ste. 200,,Norwalk,CA,90650,,,2024-04-15,700.00,,PAC Management/ Political Reporting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3097,,,IND,,Brown,Ketta,,,,1555 Skyline Dr.,,Laguna Beach,CA,92651,,,2024-04-17,30.09,,Speaker Gift,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3098,,,IND,,Hopkins-Young,Deborah,,,,1250 Roosevelt Lane,,Laguna Beach,CA,92651,,,2024-04-17,274.70,,GOTV Supplies,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3065,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-04-21,4.96,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3067,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-04-28,5.34,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3069,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-05-05,7.15,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3103,,,ORG,Neighborhood Congregational Church,,,,,,340 St Ann's Dr.,,Laguna Beach,CA,92651,,,2024-05-05,500.00,,Deposit Fee,007,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3071,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-05-12,8.16,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3101,,,ORG,Mailchimp,,,,,,675 Ponce de Leon Ave NE Ste. 5000,,Atlanta,GA,30308,,,2024-05-12,54.00,,Electronics Communications,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3094,,,ORG,Zoom Inc.,,,,,,55 Almaden Blvd 6th Floor,,San Jose,CA,95113,,,2024-05-12,65.99,,Online Group Meeting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3107,,,ORG,Bank Of America,,,,,,299 Ocean Ave.,,Laguna Beach,CA,92651,,,2024-05-13,119.99,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3073,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-05-19,0.79,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3076,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-05-26,69.33,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3096,,,ORG,City of Laguna Beach,,,,,,505 Forest Ave.,,Laguna Beach,CA,92651,,,2024-05-28,105.00,,Rent for Meeting,007,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3081,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-05-31,4.15,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3077,,,ORG,"GOULD & ORELLANA, LLC",,,,,,12501 Imperial Highway Ste. 200,,Norwalk,CA,90650,,,2024-05-31,649.20,,Software Licensing Fees and misc. expenses,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,BB2EB3077,EB3077,SB21B,ORG,NetFile,,,,,,2707-A Aurora Road,,Mariposa,CA,95338,,,2024-05-31,570.00,,Computer Licensing fees,001,,,,,,,,,,,,"GOULD & ORELLANA, LLC",12501 Imperial Highway Ste. 200,,Norwalk,CA,90650,X,
SB21B,C00455683,EB3082,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-06-02,16.42,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3084,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-06-09,34.20,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3108,,,ORG,Bank Of America,,,,,,299 Ocean Ave.,,Laguna Beach,CA,92651,,,2024-06-11,119.99,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
