form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB29,C00189266,FRIENDS OF KATHY KLAUSMEIER,,,,,,2922 FLEETWOOD AVENUE,,BALTIMORE ,MD,21214,2023-01-09,DONATION,,KLAUSMEIER,KATHY,,,,,,MD,,,,250.00,,,,202304140300440477,C00189266
SB29,C00189266,FRIENDS OF ALLISON PICKARD,,,,,,672 OLD MILL RD PMB 153,,MILLERSVILLE,MD,21108,2023-03-08,DONATION,,PICKARD,ALLISON,,,,,,MD,,,,250.00,,,,202304140300440480,C00189266
SB29,C00189266,COMMITTEE TO ELECT C T WILSON,,,,,,8963 ARMOR COURT,,WHITE PLAINS,MD,20695,2023-01-09,DONATION,,WILSON,C ,T,,,,,MD,,,,500.00,,,,202304140300440477,C00189266
SB29,C00189266,FRIENDS OF JIM ROSAPEPE,,,,,,8209 WATER LILLY WAY,,LAUREL,MD,20724,2023-01-09,DONATION,,ROSAPEPE,JIM,,,,,,MD,,,,250.00,,,,202304140300440478,C00189266
SB29,C00189266,FRIENDS OF JEFFRIE LONG,,,,,,PO BOX 333,,CHELTENHAM,MD,20623,2023-01-09,DONATION,,LONG,JEFFRIE,,,,,,MD,,,,125.00,,,,202304140300440479,C00189266
SB29,C00189266,FRIENDS OF IZZY PATOKA,,,,,,1215 E FORT AVE SUITE 106,,BALTIMORE,MD,21230,2023-03-08,DONATION,,PATOKA,IZZY,,,,,,MD,,,,75.00,,,,202304140300440480,C00189266
SB29,C00189266,FRIENDS OF CORY MCCRAY,,,,,,PO BOX 18741,,BALTIMORE,MD,21206,2023-01-09,DONATION,,MCCRAY,CORY,,,,,,MD,,,,250.00,,,,202304140300440478,C00189266
SB29,C00189266,FRIENDS OF STEUART PITTMAN,,,,,,711 W 40TH ST STE 330,,BALTIMORE,MD,21211,2023-03-08,DONATION,,PITTMAN,STEUART,,,,,,MD,,,,1500.00,,,,202304140300440479,C00189266
SB29,C00189266,CITIZENS FOR MELONY GRIFFITH,,,,,,11508 JOYCETON DRIVE,,UPPER MARLBORO,MD,20774,2023-01-09,DONATION,,GRIFFITH,MELONY,,,,,,MD,,,,500.00,,,,202304140300440476,C00189266
SB29,C00189266,COMMITTEE TO ELECT BRIAN M CROSBY,,,,,,PO BOX 655,,LEXINGTON PARK,MD,20653,2023-01-09,DONATION,,CROSBY,BRIAN,M,,,,,MD,,,,250.00,,,,202304140300440477,C00189266
SB29,C00189266,CITIZENS FOR BILL FERGUSON,,,,,,27 S ANN STREET,,BALTIMORE ,MD,21231,2023-01-09,DONATION,,BERGUSON,BILL,,,,,,MD,,,,500.00,,,,202304140300440476,C00189266
SB29,C00189266,CITIZENS FOR BRIAN FELDMAN,,,,,,PO BOX 34408,,BETHESDA,MD,20827,2023-01-09,DONATION,,FELDMAN,BRIAN,,,,,,MD,,,,500.00,,,,202304140300440479,C00189266
SB29,C00189266,CITIZENS FOR ADRIENNE JONES,,,,,,122 SLADE AVENUE STE 250,,BALTIMORE,MD,21208,2023-01-09,DONATION,,JONES,ADRIENNE,,,,,,MD,,,,500.00,,,,202304140300440476,C00189266
SB29,C00189266,COMMITTEE TO ELECT DAWN GILE,,,,,,206 NICOLE COURT,,MILLERSVILLE,MD,21108,2023-01-09,DONATION,,GILE,DAWN,,,,,,MD,,,,250.00,,,,202304140300440478,C00189266
