form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00493635,EB980,,,COM,ADAM GRAY FOR CONGRESS,,,,,,"400 CAPITOL MALL, STE. 2400",,SACRAMENTO,CA,95814,G2024,,2024-06-28,500.00,,,011,C00801431,ADAM GRAY FOR CONGRESS,,GRAY,ADAM,,,,H,CA,13,,,,,,,,
SB23,C00493635,EB979,,,COM,DAVE MIN FOR CONGRESS,,,,,,PO BOX 5959,,IRVINE,CA,92616,G2024,,2024-06-28,1000.00,,,011,C00831537,DAVE MIN FOR CONGRESS,,MIN,DAVE,,,,H,CA,47,,,,,,,,
SB23,C00493635,EB974,,,COM,DEREK MARSHALL FOR CONGRESS,,,,,,PO BOX 2836,,VICTORVILLE,CA,92395,G2024,,2024-06-27,500.00,,,011,C00765461,DEREK MARSHALL FOR CONGRESS,,MARSHALL,DEREK,,,,H,CA,23,,,,,,,,
SB23,C00493635,EB981,,,COM,DEREK TRAN FOR CONGRESS,,,,,,"10441 STANFORD AVE., #395",,GARDEN GROVE,CA,92842,G2024,,2024-06-28,1000.00,,,011,C00851790,DEREK TRAN FOR CONGRESS,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB23,C00493635,EB972,,,COM,EVAN LOW FOR CONGRESS,,,,,,"1700 TRIBUTE ROAD, SUITE 201",,SACRAMENTO,CA,95815,G2024,,2024-06-27,5000.00,,,011,C00858969,EVAN LOW FOR CONGRESS,,LOW,EVAN,,,,H,CA,16,,,,,,,,
SB23,C00493635,EB977,,,COM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO BOX 221776,,NEWHALL,CA,91322,G2024,,2024-06-28,1000.00,,,011,C00834028,GEORGE WHITESIDES FOR CONGRESS,,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,,
SB23,C00493635,EB976,,,COM,JESSICA MORSE FOR CONGRESS,,,,,,5445 MADISON AVE.,,SACRAMENTO,CA,95841,G2024,,2024-06-28,500.00,,,011,C00650408,JESSICA MORSE FOR CONGRESS,,MORSE,JESSICA,,,,H,CA,03,,,,,,,,
SB23,C00493635,EB975,,,COM,JOE KERR FOR CONGRESS,,,,,,29 PALMA VALLEY,,COTO DE CAZA,CA,92679,G2024,,2024-06-27,500.00,,,011,C00840041,JOE KERR FOR CONGRESS,,KERR,JOE,,,,H,CA,40,,,,,,,,
SB23,C00493635,EB973,,,COM,RUDY SALAS FOR CONGRESS,,,,,,PO BOX 42257,,BAKERSFIELD,CA,93384,G2024,,2024-06-27,500.00,,,011,C00791756,RUDY SALAS FOR CONGRESS,,SALAS,RUDY,,,,H,CA,22,,,,,,,,
SB23,C00493635,EB978,,,COM,WILL ROLLINS FOR CONGRESS,,,,,,414 W GRAND BLVD,,CORONA,CA,92878,G2024,,2024-06-28,5000.00,,,011,C00792507,WILL ROLLINS FOR CONGRESS,,ROLLINS,WILL,,,,H,CA,41,,,,,,,,
