form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00321158,SB23.28450,,,PAC,ADVANCE THE SENATE,,,,,,421 OFFICE PARK DRIVE,,MOUTAIN BROOK,AL,35223,,,2024-09-10,2500.00,,Contribution,011,C00887299,ADVANCE THE SENATE,,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28451,,,PAC,ADVANCE THE SENATE,,,,,,421 OFFICE PARK DRIVE,,MOUTAIN BROOK,AL,35223,,,2024-09-10,2500.00,,Contribution,011,C00887299,ADVANCE THE SENATE,,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28788,,,CCM,DEB FISCHER FOR US SENATE,,,,,,"5555 SOUTH ST, STE. 200",,LINCOLN,NE,68506,G2024,,2024-09-25,2500.00,,Contribution,011,C00498907,DEB FISCHER FOR US SENATE,,,,,,,S,NE,00,,,,,,,,
SB23,C00321158,SB23.28678,,,PAC,HOGAN VICTORY FUND,,,,,,2077 SOMERVILLE ROAD,SUITE 206,ANNAPOLIS,MD,21401,,,2024-09-16,2000.00,,Contribution,011,C00869024,HOGAN VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28392,,,CCM,JEFF CRANK FOR CONGRESS,,,,,,9235 N UNION BLVD,STE 150-164,COLORADO SPRINGS,CO,80920,G2024,,2024-09-10,500.00,,Contribution,011,C00865592,JEFF CRANK FOR CONGRESS,,,,,,,H,CO,05,,,,,,,,
SB23,C00321158,SB23.28677,,,PAC,KARI LAKE VICTORY FUND,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,,,2024-09-16,2000.00,,Contribution,011,C00856120,KARI LAKE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28275,,,PAC,MIKE GARCIA FOR CONGRESS,,,,,,"1451 QUAIL STREET, SUITE 101",,NEWPORT BEACH,CA,92660,G2024,,2024-08-14,3300.00,,Contribution,011,C00701102,MIKE GARCIA FOR CONGRESS,,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28050,,,PAC,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,,,,,,255 E PLATO BLVD,,SAINT PAUL,MN,55107,,,2024-07-19,-1000.00,,Voided check for disbursement reported on 5/31/24,011,C00025254,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28051,,,PAC,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,,,,,,255 E PLATO BLVD,,SAINT PAUL,MN,55107,,,2024-07-24,1000.00,,Contribution,011,C00025254,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28054,,,PAC,REPUBLICAN PARTY OF WISCONSIN,,,,,,148 E. JOHNSON ST.,,MADISON,WI,53703,,,2024-07-24,2500.00,,Contribution,011,C00074450,REPUBLICAN PARTY OF WISCONSIN,,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28387,,,PAC,RURAL AMERICA COUNTS PAC (RAC PAC),,,,,,3538 SOUTH WAKEFIELD STREET,,ARLINGTON,VA,22206,,,2024-09-10,1000.00,,Contribution,011,C00570770,RURAL AMERICA COUNTS PAC (RAC PAC),,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28388,,,PAC,RURAL AMERICA COUNTS PAC (RAC PAC),,,,,,3538 SOUTH WAKEFIELD STREET,,ARLINGTON,VA,22206,,,2024-09-10,1000.00,,Contribution,011,C00570770,RURAL AMERICA COUNTS PAC (RAC PAC),,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28276,,,CCM,SCOTT BAUGH FOR CONGRESS,,,,,,4040 MACARTHUR BOULEVARD,SUITE 200,NEWPORT BEACH,CA,92660,G2024,,2024-08-14,2000.00,,Contribution,011,C00798322,SCOTT BAUGH FOR CONGRESS,,,,,,,H,CA,47,,,,,,,,
SB23,C00321158,SB23.28332,,,PAC,TEAM MORENO,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-09-09,3300.00,,Contribution,010,C00867010,TEAM MORENO,,,,,,,,,,,,,,,,,
SB23,C00321158,SB23.28393,,,CCM,WEBER FOR CONGRESS,,,,,,"133 N FRIENDSWOOD DR, #353",,FRIENDSWOOD,TX,77546,G2024,,2024-09-10,1000.00,,Contribution,011,C00502229,WEBER FOR CONGRESS,,,,,,,H,TX,14,,,,,,,,
