form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00004473,48648232,,,CCM,Adrian Smith For Congress,,,,,,1126 Avenue A,Ste 6,Scottsbluff,NE,693613563,P2024,,2023-06-01,-1000.00,0.00,Void - Adrian Smith For Congress,011,C00412890,Adrian Smith For Congress,H6NE03115,Smith,Adrian,,Rep.,,H,NE,03,,,,,,,,Void - Adrian Smith For Congress
SB23,C00004473,48648233,,,CCM,Adrian Smith For Congress,,,,,,1126 Avenue A,Ste 6,Scottsbluff,NE,693613563,P2024,,2023-06-01,1000.00,0.00,,011,C00412890,Adrian Smith For Congress,H6NE03115,Smith,Adrian,,Rep.,,H,NE,03,,,,,,,,
SB23,C00004473,48648234,,,CCM,Angus King For U.S. Senate Campaign,,,,,,PO Box 368,"114 Maine Street, Suite 1",Brunswick,ME,040110368,P2024,,2023-06-01,4000.00,0.00,,011,C00516047,Angus King For U.S. Senate Campaign,S2ME00109,King,Angus,,Sen.,Jr.,S,ME,,,,,,,,,
SB23,C00004473,48648235,,,CCM,Angus King For U.S. Senate Campaign,,,,,,PO Box 368,"114 Maine Street, Suite 1",Brunswick,ME,040110368,G2024,,2023-06-01,5000.00,0.00,,011,C00516047,Angus King For U.S. Senate Campaign,S2ME00109,King,Angus,,Sen.,Jr.,S,ME,,,,,,,,,
SB23,C00004473,48648236,,,CCM,Tammy Baldwin For Senate,,,,,,P.O. Box 696,,Madison,WI,53701,P2024,,2023-06-01,2500.00,0.00,,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,Sen.,,S,WI,,,,,,,,,
SB23,C00004473,48648237,,,CCM,Tammy Baldwin For Senate,,,,,,P.O. Box 696,,Madison,WI,53701,G2024,,2023-06-01,5000.00,0.00,,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,Sen.,,S,WI,,,,,,,,,
SB23,C00004473,48648243,,,PAC,Boots PAC,,,,,,228 S. Washington Street,Suite 115,Alexandria,VA,22314,,,2023-06-01,1500.00,0.00,,011,C00567545,,S2OK00186,,,,,,,,,,,,,,,,
SB23,C00004473,48811759,,,CCM,Graves For Congress,,,,,,PO Box 201,,Platte City,MO,64079,P2024,,2023-06-09,2500.00,0.00,,011,C00359034,Graves For Congress,H0MO06073,Graves,Sam,,Rep.,,H,MO,06,,,,,,,,
SB23,C00004473,48811784,,,CCM,Mike Kelly For Congress,,,,,,PO Box 476,,Lyndora,PA,16045,P2024,,2023-06-09,1000.00,0.00,,011,C00474189,Mike Kelly For Congress,H0PA03271,Kelly,Mike,,Rep.,Jr.,H,PA,16,,,,,,,,
SB23,C00004473,48811792,,,CCM,Ashley Hinson For Congress,,,,,,PO Box 811,,Marion,IA,52302,P2024,,2023-06-09,1250.00,0.00,,011,C00706267,Ashley Hinson For Congress,H0IA01174,Hinson,Ashley,,Rep.,,H,IA,02,,,,,,,,
SB23,C00004473,48811807,,,CCM,Iowans For Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,P2024,,2023-06-09,1250.00,0.00,,011,C00784389,Iowans For Zach Nunn,H2IA03119,Nunn,Zach,,Rep.,,H,IA,03,,,,,,,,
SB23,C00004473,48858277,,,PAC,Velvet Hammer PAC,,,,,,PO Box 14362,,St. Paul,MN,55114,,,2023-06-23,2500.00,0.00,,011,C00692111,,,,,,,,,,,,,,,,,,
SB23,C00004473,48858283,,,CCM,Zinke For Congress,,,,,,704c 13th St E,Ste 260,Whitefish,MT,59937,P2024,,2023-06-23,2500.00,0.00,,011,C00778159,Zinke For Congress,H4MT01041,Zinke,Ryan,K.,Rep.,,H,MT,01,,,,,,,,
SB23,C00004473,48858331,,,CCM,Lauren Underwood For Congress,,,,,,13400 S Route 59,Ste 116 Box 248,Plainfield,IL,60585,P2024,,2023-06-23,1000.00,0.00,,011,C00652719,Lauren Underwood For Congress,H8IL14174,Underwood,Lauren,,Rep.,,H,IL,14,,,,,,,,
SB23,C00004473,48858332,,,CCM,Eric Sorensen For Illinois,,,,,,PO Box 1172,,Moline,IL,61265,P2024,,2023-06-23,1000.00,0.00,,011,C00793935,Eric Sorensen For Illinois,H2IL17147,Sorensen,Eric,,Rep.,,H,IL,17,,,,,,,,
SB23,C00004473,48858334,,,CCM,People For Ben,,,,,,PO Box 25371,,Albuquerque,NM,87125,P2026,,2023-06-23,1500.00,0.00,,011,C00443689,People For Ben,S0NM00058,Lujan,Ben Ray,,Sen.,Jr.,S,NM,,,,,,,,,
