form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00097485,88916476,,,COM,Committee to Re-Elect Dan Sullivan,,,,,,PO Box 19406,,Jonesboro,AR,72403,,,2024-07-11,250.00,0.00,"Dan Sullivan, STATE SENATE 20th AR",011,,,,Sullivan,Dan,,AR Sen.,,,,,,,,,,,,"Dan Sullivan, STATE SENATE 20th AR"
SB29,C00097485,88916477,,,COM,Mark Johnson for State Senate,,,,,,PO Box 241022,,Little Rock,AR,72223,,,2024-07-11,250.00,0.00,"Mark Johnson, STATE SENATE 17th AR",011,,,,Johnson,Mark,,AR Sen.,,,,,,,,,,,,"Mark Johnson, STATE SENATE 17th AR"
SB29,C00097485,88916478,,,COM,Ben Gilmore for State Senate,,,,,,PO Box 1197,,Crossett,AR,71635,,,2024-07-11,250.00,0.00,"Lewis Gilmore, STATE SENATE 1st AR",011,,,,Gilmore,Lewis,Benjamin,AR Sen.,,,,,,,,,,,,"Lewis Gilmore, STATE SENATE 1st AR"
SB29,C00097485,88916479,,,COM,Jimmy Hickey Campaign,,,,,,8228 Dooley Ferry Road,,Texarkana,AR,71854,,,2024-07-11,250.00,0.00,"Milton Hickey, STATE SENATE 4th AR",011,,,,Hickey,Milton,Jimmy,AR Sen.,Jr.,,,,,,,,,,,"Milton Hickey, STATE SENATE 4th AR"
SB29,C00097485,88916480,,,COM,Dismang for Senate,,,,,,PO Box 475,,Beebe,AR,72012,,,2024-07-11,250.00,0.00,"Jonathan Dismang, STATE SENATE 18th AR",011,,,,Dismang,Jonathan,P.,AR Sen.,,,,,,,,,,,,"Jonathan Dismang, STATE SENATE 18th AR"
SB29,C00097485,88916516,,,COM,Friends of Joe Webster,,,,,,PO Box 26264,,Collegeville,PA,194260264,,,2024-07-11,500.00,0.00,"Joseph Webster, STATE HOUSE 150th PA",011,,,,Webster,Joseph,G.,PA Rep.,,,,,,,,,,,,"Joseph Webster, STATE HOUSE 150th PA"
SB29,C00097485,88916517,,,COM,People for Parker,,,,,,7629 Forrest Avenue,,Philadelphia,PA,19150,,,2024-07-11,1000.00,0.00,"Cherelle Parker, Mayor  PA",011,,,,Parker,Cherelle,L.,,,,,,,,,,,,,"Cherelle Parker, Mayor  PA"
SB29,C00097485,88916518,,,COM,Friends of Kim Ward,,,,,,PO Box 83,,Harrisburg,PA,17108,,,2024-07-11,3000.00,0.00,"Kim Ward, STATE SENATE 39th PA",011,,,,Ward,Kim,,PA Sen.,,,,,,,,,,,,"Kim Ward, STATE SENATE 39th PA"
SB29,C00097485,88916519,,,COM,Friends of Liz Hanbidge,,,,,,PO Box 461,,Ambler,PA,190020461,,,2024-07-11,1000.00,0.00,"Laura Hanbidge, STATE HOUSE 61st PA",011,,,,Hanbidge,Laura,Elizabeth Frances,PA Rep.,,,,,,,,,,,,"Laura Hanbidge, STATE HOUSE 61st PA"
SB29,C00097485,88916520,,,COM,Friends of Mary Jo Daley,,,,,,PO Box 862,,Narberth,PA,19072,,,2024-07-11,500.00,0.00,"Mary Daley, STATE HOUSE 148th PA",011,,,,Daley,Mary,Josephine,PA Rep.,,,,,,,,,,,,"Mary Daley, STATE HOUSE 148th PA"
SB29,C00097485,88916521,,,COM,Valerie Gaydos for PA,,,,,,PO Box 515,,Sewickley,PA,15143,,,2024-07-11,500.00,0.00,"Valerie Gaydos, STATE HOUSE 44th PA",011,,,,Gaydos,Valerie,S.,PA Rep.,,,,,,,,,,,,"Valerie Gaydos, STATE HOUSE 44th PA"
SB29,C00097485,88916522,,,COM,Toni Rose Campaign,,,,,,PO Box 41867,,Dallas,TX,75241,,,2024-07-11,1000.00,0.00,"Toni Rose, STATE HOUSE 110th TX",011,,,,Rose,Toni,,TX Rep.,,,,,,,,,,,,"Toni Rose, STATE HOUSE 110th TX"
SB29,C00097485,88916523,,,COM,Texans for Trent Ashby,,,,,,PO Box 412,,Lufkin,TX,75902,,,2024-07-11,1000.00,0.00,"Trenton Ashby, STATE HOUSE 9th TX",011,,,,Ashby,Trenton,E.,TX Rep.,,,,,,,,,,,,"Trenton Ashby, STATE HOUSE 9th TX"
SB29,C00097485,88916524,,,COM,Morgan Meyer for Texas,,,,,,"3838 Oak Lawn Ave, Suite 400",,Dallas,TX,75219,,,2024-07-11,1000.00,0.00,"Morgan Meyer, STATE HOUSE 108th TX",011,,,,Meyer,Morgan,D.,TX Rep.,,,,,,,,,,,,"Morgan Meyer, STATE HOUSE 108th TX"
SB29,C00097485,88916525,,,COM,Texans for Dade,,,,,,PO Box 5990,,Austin,TX,78763,,,2024-07-11,5000.00,0.00,"Matthew Phelan, STATE HOUSE 21st TX",011,,,,Phelan,Matthew,Dade,TX Rep.,,,,,,,,,,,,"Matthew Phelan, STATE HOUSE 21st TX"
SB29,C00097485,88916526,,,COM,Texans for Dan Patrick,,,,,,"1 E Greenway Plaza, Ste 225",,Houston,TX,77046,,,2024-07-11,5000.00,0.00,"Dan Patrick, LT. GOVERNOR  TX",011,,,,Patrick,Dan,,Lt. Gov.,,,,,,,,,,,,"Dan Patrick, LT. GOVERNOR  TX"
SB29,C00097485,88916527,,,COM,Ana Hernandez Campaign,,,,,,PO Box 15538,,Houston,TX,77220,,,2024-07-11,1000.00,0.00,"Ana Hernandez, STATE HOUSE 143rd TX",011,,,,Hernandez,Ana,E.,TX Rep.,,,,,,,,,,,,"Ana Hernandez, STATE HOUSE 143rd TX"
SB29,C00097485,88916530,,,COM,Angie Chen Button Campaign,,,,,,6914 Clear Springs Circle,,Garland,TX,75044,,,2024-07-11,1000.00,0.00,"Angie Button, STATE HOUSE 112th TX",011,,,,Button,Angie,Chen,TX Rep.,,,,,,,,,,,,"Angie Button, STATE HOUSE 112th TX"
SB29,C00097485,88916531,,,COM,Texans for Charles Schwertner,,,,,,PO Box 2448,,Georgetown,TX,786272448,,,2024-07-11,2000.00,0.00,"Charles Schwertner, STATE SENATE 5th TX",011,,,,Schwertner,Charles,,TX Sen.,MD,,,,,,,,,,,"Charles Schwertner, STATE SENATE 5th TX"
SB29,C00097485,88916532,,,COM,Ann Johnson Campaign,,,,,,PO Box 56386,,Houston,TX,77256,,,2024-07-11,1000.00,0.00,"Ann Johnson, STATE HOUSE 134th TX",011,,,,Johnson,Ann,,TX Rep.,,,,,,,,,,,,"Ann Johnson, STATE HOUSE 134th TX"
SB29,C00097485,88916534,,,COM,Walle for Texas Campaign,,,,,,4826 Hollybrook Ln,,Houston,TX,77039,,,2024-07-11,1000.00,0.00,"Armando Walle, STATE HOUSE 140th TX",011,,,,Walle,Armando,L.,TX Rep.,,,,,,,,,,,,"Armando Walle, STATE HOUSE 140th TX"
SB29,C00097485,88916535,,,COM,Guillen Campaign,,,,,,PO Box 1024,,Austin,TX,78767,,,2024-07-11,1000.00,0.00,"Ryan Guillen, STATE HOUSE 31st TX",011,,,,Guillen,Ryan,,TX Rep.,,,,,,,,,,,,"Ryan Guillen, STATE HOUSE 31st TX"
SB29,C00097485,88916536,,,COM,Lois W. Kolkhorst Campaign,,,,,,PO Box 2546,,Brenham,TX,77834,,,2024-07-11,2500.00,0.00,"Lois Kolkhorst, STATE SENATE 18th TX",011,,,,Kolkhorst,Lois,W.,TX Sen.,,,,,,,,,,,,"Lois Kolkhorst, STATE SENATE 18th TX"
SB29,C00097485,88916537,,,COM,Drew Darby Campaign,,,,,,PO Box 3284,,San Angelo,TX,76902,,,2024-07-11,1000.00,0.00,"Drew Darby, STATE HOUSE 72nd TX",011,,,,Darby,Drew,,TX Rep.,,,,,,,,,,,,"Drew Darby, STATE HOUSE 72nd TX"
SB29,C00097485,88916540,,,COM,Friends of Donna Campbell,,,,,,"1308 Common Street, Ste 205, Box 7",,New Braunfels,TX,78130,,,2024-07-11,2000.00,0.00,"Donna Campbell, STATE SENATE 25th TX",011,,,,Campbell,Donna,,TX Sen.,,,,,,,,,,,,"Donna Campbell, STATE SENATE 25th TX"
