form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00377143,500415279,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-10-21,2000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500414796,500415279,SB23,CCM,Hertel For Michigan,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-10-21,2000.00,0.00,Contribution,011,C00844480,,,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,X,*
SB23,C00377143,500419518,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-10-31,2500.00,0.00,Credit Card Payment - See Below,011,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500419519,500419518,SB23,PAC,Equality PAC,,,,,,PO Box 15337,,Washington,DC,200030337,,,2024-10-31,2500.00,0.00,2024 Contribution,011,C00550970,Equality PAC,,,,,,,,,,,,,,,,X,*
SB23,C00377143,500419520,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-10-31,2500.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500419521,500419520,SB23,CCM,John Avlon for Congress,,,,,,PO Box 1200,,Sag Harbor,NY,119630039,G2024,,2024-10-31,2500.00,0.00,Contribution,011,C00870568,,,Avlon,John,,,,H,NY,01,,,,,,,X,*
SB23,C00377143,500421790,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-11-04,10500.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500421793,500421790,SB23,CCM,Amish for Arizona,,,,,,5550 N 16th St,,Phoenix,AZ,850162939,G2024,,2024-11-04,2000.00,0.00,Contribution,011,C00836502,,,Shah,Amish,,Dr.,,H,AZ,01,,,,,,,X,*
SB23,C00377143,500421799,500421790,SB23,CCM,Baccam for Iowa,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,G2024,,2024-11-04,1000.00,0.00,Contribution,011,C00856021,,,Baccam,Lanon,,,,H,IA,03,,,,,,,X,*
SB23,C00377143,500421797,500421790,SB23,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-11-04,2000.00,0.00,Contribution,011,C00509968,,,Cartwright,Matthew,A.,,,H,PA,08,,,,,,,X,*
SB23,C00377143,500421798,500421790,SB23,CCM,Christina Bohannan for Congress,,,,,,PO Box 722,,Iowa City,IA,522440722,G2024,,2024-11-04,1000.00,0.00,Contribution,011,C00787820,,,Bohannan,Christina,,,,H,IA,01,,,,,,,X,*
SB23,C00377143,500421794,500421790,SB23,CCM,Derek Tran for Congress,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-11-04,2000.00,0.00,Contribution,011,C00851790,,,Tran,Derek,,,,H,CA,45,,,,,,,X,*
SB23,C00377143,500421796,500421790,SB23,CCM,Janelle Bynum for Congress,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,G2024,,2024-11-04,2000.00,0.00,Contribution,011,C00843425,,,Bynum,Janelle,,,,H,OR,05,,,,,,,X,*
SB23,C00377143,500421795,500421790,SB23,CCM,Mannion For New York,,,,,,PO Box 11131,,Syracuse,NY,132181131,G2024,,2024-11-04,500.00,0.00,Contribution,011,C00845461,,,Mannion,John,W.,,,H,NY,22,,,,,,,X,*
SB23,C00377143,500421785,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,042437108,G2024,,2024-11-02,5000.00,0.00,Contribution,011,C00653816,,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00377143,500421779,,,CCM,Friends of Janelle Stelson,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-11-02,5000.00,0.00,Contribution,011,C00852368,,,Stelson,Janelle,,,,H,PA,10,,,,,,,,
SB23,C00377143,500421784,,,CCM,Kaptur for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,G2024,,2024-11-02,4000.00,0.00,Contribution,011,C00154625,,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00377143,500421786,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-11-02,4000.00,0.00,Contribution,011,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
