form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00687848,EB2510,,,PAC,"Ceballos for San Bernardino City School Board 2024, Mayra",,,,,,2585 Gray Pine Court,,San Bernardino,CA,92407,,,2024-10-29,1000.00,,Contribution to Non-Federal Committee,011,,"Ceballos for San Bernardino City School Board 2024, Mayra",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2497,,,PAC,"Chang for Cypress City Council 2024, Kyle",,,,,,"1400 North Harbor Blvd, Suite 550",,Fullerton,CA,92835,,,2024-10-17,500.00,,Contribution to Non-Federal Committee,011,,"Chang for Cypress City Council 2024, Kyle",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2527,,,PAC,Crane for School Board 2024,,,,,,921 Aleppo Street,,Newport Beach,CA,92660,,,2024-11-01,1000.00,,Contribution to Non-Federal Committee,011,,Crane for School Board 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2528,,,PAC,"Davis for Rialto City Council 2024, Vickie",,,,,,"1441 North Clifford Avenue, Apt 4",,Rialto,CA,92376,,,2024-11-01,500.00,,Contribution to Non-Federal Committee,011,,"Davis for Rialto City Council 2024, Vickie",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2531,,,PAC,"Galvan for Ontario City Council District 4 2024, Andrea",,,,,,928 North Lassen Avenue,,Ontario,CA,91764,,,2024-11-01,500.00,,Contribution to Non-Federal Committee,011,,"Galvan for Ontario City Council District 4 2024, Andrea",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2535,,,PAC,"Gonzalez for Rialto City Council 2024, Ana",,,,,,509 West 2nd Street,,Rialto,CA,92376,,,2024-11-18,2000.00,,Contribution to Non-Federal Committee,011,,"Gonzalez for Rialto City Council 2024, Ana",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2514,,,PAC,"Inmon for South Orange County Community College District Area 1, 2024, Friends of Carolyn",,,,,,17 Viejo,,Irvine,CA,92612,,,2024-10-29,1000.00,,Contribution to Non-Federal Committee,011,,"Inmon for South Orange County Community College District Area 1, 2024, Friends of Carolyn",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2526,,,PAC,"Jimenez for City Council 2024, Erick",,,,,,9810 Chesapeake Drive,,Rancho Cucamonga,CA,91701,,,2024-11-01,500.00,,Contribution to Non-Federal Committee,011,,"Jimenez for City Council 2024, Erick",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2529,,,PAC,"Linares for Community College Trustee 2024, Andrew",,,,,,"249 East Ocean Blvd., #670",,Long Beach,CA,90802,,,2024-11-01,1000.00,,Contribution to Non-Federal Committee,011,,"Linares for Community College Trustee 2024, Andrew",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2512,,,PAC,"Magdaleno for Santa Ana School Board 2024, Valerie",,,,,,"1400 North Harbor Blvd, Suite 550",,Fullerton,CA,92835,,,2024-10-29,1000.00,,Contribution to Non-Federal Committee,011,,"Magdaleno for Santa Ana School Board 2024, Valerie",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2515,,,PAC,"Mancha for County School Board 2024, Laura",,,,,,16835 Aliso Drive,,Fontana,CA,92337,,,2024-10-29,1000.00,,Contribution to Non-Federal Committee,011,,"Mancha for County School Board 2024, Laura",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2511,,,PAC,"Manzo for City Council 2024, Carlos",,,,,,13311 Arizona Street,,Westminster,CA,92683,,,2024-10-29,500.00,,Contribution to Non-Federal Committee,011,,"Manzo for City Council 2024, Carlos",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2516,,,PAC,"Muneton for Garden Grove City Council 2024, Yesenia",,,,,,"1400 North Harbor Blvd, Suite 550",,Fullerton,CA,92835,,,2024-10-29,500.00,,Contribution to Non-Federal Committee,011,,"Muneton for Garden Grove City Council 2024, Yesenia",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2498,,,PAC,Orange County Employees Association Independent Expenditure Committee,,,,,,"1121 L Street, Suite 200",,Sacramento,CA,95814,,,2024-10-17,5000.00,,Contribution to Non-Federal Committee,011,,Orange County Employees Association Independent Expenditure Committee,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2532,,,PAC,Parham for School Board 2024,,,,,,9070 Irvine Center Drive #150,,Irvine,CA,92618,,,2024-11-12,-1000.00,,Void Check,011,,Parham for School Board 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2533,,,PAC,Parham for School Board 2024,,,,,,9070 Irvine Center Drive #150,,Irvine,CA,92618,,,2024-11-12,1000.00,,Contribution to Non-Federal Committee,011,,Parham for School Board 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2496,,,PAC,"Rodriguez for Assembly 2024, Michelle",,,,,,"2063 Rancho Valley Drive, Suite 32",,Pomona,CA,91766,,,2024-10-17,1500.00,,Contribution to Non-Federal Committee,011,,"Rodriguez for Assembly 2024, Michelle",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2530,,,PAC,"Smith for Capistrano Unified School Board 2024, Sherine",,,,,,"1400 North Harbor Blvd, Suite 550",,Fullerton,CA,92835,,,2024-11-01,1000.00,,Contribution to Non-Federal Committee,011,,"Smith for Capistrano Unified School Board 2024, Sherine",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2513,,,PAC,"Soto for Adelanto School Board 2024, Area 3, Vote Miguel",,,,,,10866 Dove Lane,,Adelanto,CA,92301,,,2024-10-29,1000.00,,Contribution to Non-Federal Committee,011,,"Soto for Adelanto School Board 2024, Area 3, Vote Miguel",,,,,,,,,,,,,,,,,
