form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB29,C00292136,CHAFFEE FOR HOUSE,,,,,,PO BOX 280 12435 EDEN ROAD,,WHITEWOOD,SD,57793,2022-10-03,CONTRIBUTION,,CHAFFEE,KIRK,,,,011,H,SD,,O,UNCASHED CHECK,-100.00,,,,202402050300461587
SB29,C00292136,SENATE REPUBLICAN CAUCUS,,,,,,KRISTEN ROERS 4378 ESTATE DR SOUTH,,FARGO,ND,58104,2023-08-03,CONTRIBUTION,,,,,,,011,S,ND,,G,,250.00,,,,202402050300461588
SB29,C00292136,DISTRICT 34 REPUBLICANS,,,,,,PO BOX 851,,MANDAN,ND,58554,2023-08-23,CONTRIBUTION,,,,,,,011,,ND,,G,,60.00,,,,202402050300461590
SB29,C00292136,DISTRICT 34 REPUBLICANS,,,,,,1894 BONN BLVD,,BISMARCK,ND,58504,2023-08-30,CONTRIBUTION,,,,,,,011,,ND,,G,,100.00,,,,202402050300461590
SB29,C00292136,HOUSE REPUBLICAN LEADERSHIP FUND,,,,,,PO BOX 1861,,BISMARCK,ND,585021861,2023-08-03,CONTRIBUTION,,,,,,,011,H,ND,,G,,1000.00,,,,202402050300461588
SB29,C00292136,RE-ELECT TODD PORTER,,,,,,4604 BORDEN HARBOR DRIVE SE,,MANDAN,ND,585540851,2023-12-12,CONTRIBUTION,,PORTER,TODD,,,,011,H,ND,,G,,200.00,,,,202402050300461589
SB29,C00292136,KIRSTEN BAESLER FOR DPI,,,,,,PO BOX 474,,MANDAN,ND,58554,2023-12-12,CONTRIBUTION,,BAESLER,KIRSTEN,,,,011,,ND,,G,,100.00,,,,202402050300461590
SB29,C00292136,CINDY BECK FOR HOUSE,,,,,,1251 PEBASUS RD,,WAHPETON,ND,58075,2022-11-07,CONTRIBUTION,,BECK,CINDY,,,,011,H,ND,,O,UNCASHED CHECK,-200.00,,,,202402050300461587
SB29,C00292136,DEM-NPL HOUSE CAUCUS,,,,,,1625 23RD STREET S,,FARGO,ND,58103,2023-07-05,CONTRIBUTION,,,,,,,011,H,ND,,G,,500.00,,,,202402050300461587
SB29,C00292136,OTTER TAIL POWER COMPANY POLITICAL ACTION COMMITTEE,,,,,,215 S CASCADE STREET,,FERGUS FALLS,MN,56537,2023-08-10,DEPOSITED CONTRIBUTION IN ERROR TO OTT,,,,,,,011,,,,O,CORRECTION-DEPOSITED,6000.00,,,,202402050300461588
