form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00494112,SB23.9238,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,97281,P2024,,2023-09-29,1000.00,,Contribution,,C00793703,Andrea Salinas for Oregon,H2OR06066,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00494112,SB23.9191,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,97281,P2024,,2023-12-04,1000.00,,Contribution,,C00793703,Andrea Salinas for Oregon,H2OR06066,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00494112,SB23.9199,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,55122,P2024,,2023-12-04,1000.00,,Contribution,,C00575209,Angie Craig for Congress,H6MN02131,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00494112,SB23.9231,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,80614,P2024,,2023-09-29,1000.00,,Contribution,,C00787788,Caraveo for Congress,H2CO08020,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00494112,SB23.9237,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,18501,P2024,,2023-09-29,1000.00,,Contribution,,C00509968,Cartwright for Congress,H2PA17079,Cartwright,Matt,,,,H,PA,17,,,,,,,,
SB23,C00494112,SB23.9200,,,CCM,Chris Deluzio for Congress,,,,,,PO Box 16210,,Pittsburgh,PA,15242,P2024,,2023-12-04,1000.00,,Contribution,,C00787648,Chris Deluzio for Congress,H2PA17103,Deluzio,Christopher,,,,H,PA,17,,,,,,,,
SB23,C00494112,SB23.9246,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,03105,P2024,,2023-09-29,1000.00,,Contribution,,C00660464,Chris Pappas for Congress,H8NH01210,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00494112,SB23.9250,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,03105,P2024,,2023-12-04,1000.00,,Contribution,,C00660464,Chris Pappas for Congress,H8NH01210,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00494112,SB23.9194,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,04240,P2024,,2023-12-04,1000.00,,Contribution,,C00653816,Committee to Elect Jared Golden,H8ME02185,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00494112,SB23.9271,,,CCM,Debbie for Florida,,,,,,PO Box 432250,,South Miami,FL,33243,P2024,,2023-09-29,1000.00,,Contribution,,C00848648,Debbie for Florida,S4FL00611,Mucarsel-Powell,Debbie,,,,S,FL,00,,,,,,,,
