form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002972,500015651,,,ORG,Colorado Advocates For Rural Electrification,,,,,,5400 Washington St,,Denver,CO,802161731,,,2023-06-15,9567.36,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015648,,,ORG,Committee For The Advancement Of Rural Electrification,,,,,,703 W Tudor Rd,Ste 200,Anchorage,AK,995036650,,,2023-06-15,661.51,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015676,,,ORG,COmmunity-Owned Power PAC (CO-OP PAC),,,,,,4201 Dominion Blvd,Ste 101,Glen Allen,VA,230606743,,,2023-06-15,1867.30,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015652,,,ORG,"Delaware Electric Co-Op, Inc. ACRE",,,,,,PO Box 600,,Greenwood,DE,199500600,,,2023-06-15,3110.39,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015673,,,ORG,Electric Co-Op Help Organization,,,,,,808 Knox Abbott Dr,,Cayce,SC,290333318,,,2023-06-15,272.19,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015653,,,ORG,Florida Acre,,,,,,2916 Apalachee Pkwy,,Tallahassee,FL,323013731,,,2023-06-15,19222.84,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015654,,,ORG,Georgia Emc Pac,,,,,,PO Box 1707,,Tucker,GA,300851707,,,2023-06-15,7157.03,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015657,,,ORG,Illinois Acre,,,,,,PO Box 3787,,Springfield,IL,627083787,,,2023-06-15,21306.94,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015655,,,ORG,Iowa Association Of Rural Electric Cooperatives Acre,,,,,,8525 Douglas Ave,Ste 48,Des Moines,IA,503222925,,,2023-06-15,1774.78,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015662,,,ORG,Michigan Acre,,,,,,2859 Jolly Rd,,Okemos,MI,488643547,,,2023-06-15,13511.61,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015667,,,ORG,Nebraska Acre,,,,,,PO Box 82048,,Lincoln,NE,685012048,,,2023-06-15,11225.10,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015668,,,ORG,"New York Acre, Inc.",,,,,,PO Box 126,,Hartwick,NY,133480126,,,2023-06-15,1204.19,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015666,,,ORG,North Dakota Repac,,,,,,PO Box 727,,Mandan,ND,585540727,,,2023-06-15,7601.27,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015671,,,ORG,Oregon Acre,,,,,,8565 SW Salish Ln,Ste 130,Wilsonville,OR,970709674,,,2023-06-15,2650.09,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015672,,,ORG,Pennsylvania Rural Electric Assn.,,,,,,PO Box 1266,,Harrisburg,PA,171081266,,,2023-06-15,924.88,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015650,,,ORG,Political Action Committee,,,,,,2210 S Priest Dr,,Tempe,AZ,852821109,,,2023-06-15,5052.64,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015661,,,ORG,SMECO Choptank Electric Cooperative PAC,,,,,,PO Box 1937,,Hughesville,MD,206371937,,,2023-06-15,1817.47,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015674,,,ORG,South Dakota Acre,,,,,,PO Box 1138,,Pierre,SD,575011138,,,2023-06-15,11737.24,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015675,,,ORG,Tennessee Acre,,,,,,PO Box 100912,,Nashville,TN,372240912,,,2023-06-15,20327.98,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015677,,,ORG,Washington Electric Cooperatives Pac,,,,,,PO Box 7219,,Olympia,WA,985077219,,,2023-06-15,1641.51,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500015678,,,ORG,Wisconsin ACRE,,,,,,131 W Wilson St,Ste 400,Madison,WI,537033269,,,2023-06-15,9095.13,0.00,,,,,,,,,,,,,,,,,,,,,
