form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002972,500015686,,,CCM,Andre Carson For Congress,,,,,,600 Pennsylvania Ave SE,Ste 202,Washington,DC,200034425,P2024,,2023-06-15,1000.00,0.00,,011,C00442921,,,Carson,Andre,,,,H,DC,07,,,,,,,,
SB23,C00002972,500015690,,,CCM,Angie Craig For Congress,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,P2024,,2023-06-15,2000.00,0.00,,011,C00575209,,,CRAIG,ANGIE,,,,H,MN,02,,,,,,,,
SB23,C00002972,500015684,,,CCM,Bilirakis For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-15,1000.00,0.00,,011,C00408534,,,BILIRAKIS,GUS,,,,H,FL,12,,,,,,,,
SB23,C00002972,500015625,,,CCM,Bill Johnson For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,G2024,,2023-06-08,1000.00,0.00,,011,C00476820,,,JOHNSON,BILL,,,,H,VA,06,,,,,,,,
SB23,C00002972,500015705,,,CCM,Blaine For Congress,,,,,,3410 Alabama Ave,,Alexandria,VA,223051736,P2024,,2023-06-22,1000.00,0.00,,011,C00458679,,,LUETKEMEYER,BLAINE,,,,H,MO,03,,,,,,,,
SB23,C00002972,500015642,,,CCM,Brian Fitzpatrick For Congress,,,,,,PO Box 15239,,Washington,DC,200030239,P2024,,2023-06-08,4500.00,0.00,,011,C00607416,,,Fitzpatrick,Brian,,,,H,DC,01,,,,,,,,
SB23,C00002972,500015632,,,CCM,Brian Mast For Congress,,,,,,PO Box 3016,,Stuart,FL,349953016,P2024,,2023-06-08,1000.00,0.00,,,C00632257,,,MAST,BRIAN,,,,H,DC,18,,,,,,,,
SB23,C00002972,500015703,,,CCM,Bruce Westerman For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-22,1000.00,0.00,,011,C00548180,,,WESTERMAN,BRUCE,,,,H,DC,04,,,,,,,,
SB23,C00002972,500015613,,,CCM,Bucshon For Congress,,,,,,PO Box 250,,Newburgh,IN,476290250,P2024,,2023-06-15,2000.00,0.00,,011,C00468256,,,BUCSHON,LARRY,,,,H,IN,08,,,,,,,,
SB23,C00002972,500015624,,,CCM,CAREY FOR CONGRESS,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-06-08,2000.00,0.00,,011,C00779603,,,Carey,Mike,,,,H,OH,15,,,,,,,,
SB23,C00002972,500015617,,,CCM,Chellie Pingree For Congress,,,,,,PO Box 17613,,Portland,ME,041128613,P2024,,2023-06-08,1000.00,0.00,,011,C00433391,,,PINGREE,CHELLIE,,,,H,DC,01,,,,,,,,
SB23,C00002972,500015620,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2023-06-08,1000.00,0.00,,011,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00002972,500015694,,,CCM,Citizens For Brendan Boyle,,,,,,1701 16Th St NW,Apt 121,Washington,DC,200093110,P2024,,2023-06-15,1000.00,0.00,,011,C00543363,,,BOYLE,BRENDAN,,,,H,DC,02,,,,,,,,
SB23,C00002972,500015629,,,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,982060326,P2024,,2023-06-08,1500.00,0.00,,011,C00345546,,,LARSEN,RICK,,,,H,WA,02,,,,,,,,
SB23,C00002972,500015712,,,CCM,Cramer For Senate,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-22,1000.00,0.00,,011,C00504704,,,CRAMER,KEVIN,,,,S,ND,00,,,,,,,,
SB23,C00002972,500015628,,,CCM,Curtis For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,C2024,Convention,2023-06-08,1000.00,0.00,,011,C00647339,,,CURTIS,JOHN,,,,H,DC,03,,,,,,,,
SB23,C00002972,500015709,,,CCM,Dan Crenshaw For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-06-22,1000.00,0.00,,011,C00660795,,,CRENSHAW,DAN,,,,H,TX,02,,,,,,,,
SB23,C00002972,500015630,,,CCM,Dan Newhouse For Congress,,,,,,PO Box 10949,,Yakima,WA,989091949,P2024,,2023-06-08,1000.00,0.00,,011,C00559393,,,NEWHOUSE,DAN,,,,H,DC,04,,,,,,,,
