form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00783118,SB23.4761,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,P2024,,2023-05-31,1000.00,,,,C00706267,ASHLEY HINSON FOR CONGRESS,,,,,,,H,IA,02,,,,,,,,
SB23,C00783118,SB23.4773,,,CCM,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,,,,,,PO BOX 1242,,TUCSON,AZ,85702,P2024,,2023-06-22,1000.00,,,,C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,,,,,,,H,AZ,07,,,,,,,,
SB23,C00783118,SB23.4778,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,P2024,,2023-06-22,2000.00,,,,C00662650,BALDERSON FOR CONGRESS,,,,,,,H,OH,12,,,,,,,,
SB23,C00783118,SB23.4775,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,P2024,,2023-06-22,1000.00,,,,C00408534,BILIRAKIS FOR CONGRESS,,,,,,,H,FL,12,,,,,,,,
SB23,C00783118,SB23.4764,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,P2024,,2023-06-22,1000.00,,,,C00738872,BLAKE MOORE FOR CONGRESS,,,,,,,H,UT,01,,,,,,,,
SB23,C00783118,SB23.4755,,,PAC,BUILDING UP DEMOCRACY'S DREAM,,,,,,PO BOX 97275,,RALEIGH,NC,27624,,,2023-05-18,1000.00,,,,C00834507,,,,,,,,,,,,,,,,,,
SB23,C00783118,SB23.4770,,,CCM,CITIZENS FOR BOYLE,,,,,,PO BOX 14310,,PHILADELPHIA,PA,19115,P2024,,2023-06-22,1500.00,,,,C00543363,CITIZENS FOR BOYLE,,,,,,,H,PA,02,,,,,,,,
SB23,C00783118,SB23.4768,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,P2024,,2023-06-22,1500.00,,,,C00632828,CLAUDIA TENNEY FOR CONGRESS,,,,,,,H,NY,24,,,,,,,,
SB23,C00783118,SB23.4772,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO BOX 421349,,KISSIMMEE,FL,34742,P2024,,2023-06-22,2000.00,,,,C00581074,DARREN SOTO FOR CONGRESS,,,,,,,H,FL,09,,,,,,,,
SB23,C00783118,SB23.4757,,,CCM,DEBBIE LESKO FOR CONGRESS,,,,,,PO BOX 45388,,PHOENIX,AZ,85064,P2024,,2023-05-18,1000.00,,,,C00663914,DEBBIE LESKO FOR CONGRESS,,,,,,,H,AZ,08,,,,,,,,
SB23,C00783118,SB23.4724,,,CCM,DEB FISCHER FOR US SENATE,,,,,,"5555 SOUTH ST, STE. 200",,LINCOLN,NE,68506,P2024,,2023-02-14,1000.00,,,,C00498907,DEB FISCHER FOR US SENATE,,,,,,,S,NE,00,,,,,,,,
SB23,C00783118,SB23.4765,,,CCM,DIANA FOR CONGRESS,,,,,,PO BOX 7208,,KINGSPORT,TN,37664,P2024,,2023-06-22,1000.00,,,,C00741090,DIANA FOR CONGRESS,,,,,,,H,TN,01,,,,,,,,
SB23,C00783118,SB23.4762,,,CCM,DR. RAUL RUIZ FOR CONGRESS,,,,,,PO BOX 1566,,INDIO,CA,92202,P2024,,2023-06-22,2500.00,,,,C00502575,DR. RAUL RUIZ FOR CONGRESS,,,,,,,H,CA,25,,,,,,,,
SB23,C00783118,SB23.4767,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,1002 LOGAN BLVD,STE 114 #237,ALTOONA,PA,16602,P2024,,2023-06-22,2000.00,,,,C00674259,DR JOHN JOYCE FOR CONGRESS,,,,,,,H,PA,13,,,,,,,,
SB23,C00783118,SB23.4756,,,CCM,"FRIENDS FOR CHRIS STEWART, INC.",,,,,,PO BOX 540370,,NORTH SALT LAKE,UT,84054,P2024,,2023-05-18,1000.00,,,,C00506931,"FRIENDS FOR CHRIS STEWART, INC.",,,,,,,H,UT,02,,,,,,,,
SB23,C00783118,SB23.4719,,,CCM,FRIENDS OF BILL POSEY,,,,,,P. O. BOX 411486,,MELBOURNE,FL,32941,P2024,,2023-02-14,1000.00,,,,C00444968,FRIENDS OF BILL POSEY,,,,,,,H,FL,08,,,,,,,,
SB23,C00783118,SB23.4758,,,CCM,FRIENDS OF BILL POSEY,,,,,,P. O. BOX 411486,,MELBOURNE,FL,32941,P2024,,2023-05-31,2500.00,,,,C00444968,FRIENDS OF BILL POSEY,,,,,,,H,FL,08,,,,,,,,
SB23,C00783118,SB23.4763,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,P2024,,2023-06-22,1500.00,,,,C00436386,FRIENDS OF JOHN BARRASSO,,,,,,,S,WY,00,,,,,,,,
SB23,C00783118,SB23.4722,,,CCM,GREG PENCE FOR CONGRESS,,,,,,PO BOX 275,,TAYLORSVILLE,IN,47280,P2024,,2023-02-14,1000.00,,,,C00658401,GREG PENCE FOR CONGRESS,,,,,,,H,IN,06,,,,,,,,
SB23,C00783118,SB23.4766,,,PAC,HOOSIER PAC,,,,,,PO BOX 159,,ZIONSVILLE,IN,46077,,,2023-06-22,1000.00,,,,C00691162,,,,,,,,,,,,,,,,,,
SB23,C00783118,SB23.4726,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 1875,,SOUTHERN PINES,NC,28388,P2024,,2023-04-20,1000.00,,,,C00504522,HUDSON FOR CONGRESS,,,,,,,H,NC,09,,,,,,,,
SB23,C00783118,SB23.4769,,,PAC,LIFTOFF PAC,,,,,,PO BOX 33400,,PHOENIX,AZ,85067,,,2023-06-22,1000.00,,,,C00785816,,,,,,,,,,,,,,,,,,
SB23,C00783118,SB23.4777,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,G2024,,2023-06-22,1500.00,,,,C00412304,MONTANANS FOR TESTER,,,,,,,S,MT,00,,,,,,,,
SB23,C00783118,SB23.4760,,,PAC,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2023-05-31,1000.00,,,,C00563726,,,,,,,,,,,,,,,,,,
SB23,C00783118,SB23.4752,,,CCM,SANFORD BISHOP FOR CONGRESS,,,,,,P O BOX 909,,COLUMBUS,GA,31902,P2024,,2023-05-18,1000.00,,,,C00266940,SANFORD BISHOP FOR CONGRESS,,,,,,,H,GA,02,,,,,,,,
SB23,C00783118,SB23.4759,,,CCM,SCOTT PETERS FOR CONGRESS,,,,,,PO BOX 22074,,SAN DIEGO,CA,92192,P2024,,2023-05-31,1000.00,,,,C00503110,SCOTT PETERS FOR CONGRESS,,,,,,,H,CA,50,,,,,,,,
SB23,C00783118,SB23.4771,,,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,1519 WASHINGTON STREET,SUITE 200,LAREDO,TX,78040,P2024,,2023-06-22,1000.00,,,,C00371302,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,,H,TX,28,,,,,,,,
SB23,C00783118,SB23.4776,,,CCM,"TIFFANY FOR WISCONSIN, INC.",,,,,,PO BOX 1007,,WAUSAU,WI,54402,P2024,,2023-06-22,1000.00,,,,C00718635,"TIFFANY FOR WISCONSIN, INC.",,,,,,,H,WI,07,,,,,,,,
SB23,C00783118,SB23.4774,,,CCM,WALBERG FOR CONGRESS,,,,,,PO BOX 1362,317 W WASHINGTON AVE,JACKSON,MI,49204,P2024,,2023-06-22,1000.00,,,,C00390724,WALBERG FOR CONGRESS,,,,,,,H,MI,05,,,,,,,,
