form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00781419,SB21B.6559,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,021440031,P2026,,2024-11-25,612.47,,ActBlue Procession fee for 10.2 to 11.25.2024,003,,,,,,,,,,,,,,,,,,,
SB21B,C00781419,SB21B.5411,,,ORG,Action Network,,,,,,1900 L St,Suite 900,Washington,DC,20036,P2026,,2024-10-19,15.00,,Action Network Toolset - political organizing software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00781419,SB21B.5412,,,ORG,Action Network,,,,,,1900 L St,Suite 900,Washington,DC,20036,P2026,,2024-11-19,15.00,,Action Network Toolset - political organizing software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00781419,SB21B.5398,,,ORG,Constant Contact,,,,,,1601 Trapelo Road,,Waltham,MA,02451,P2026,,2024-10-01,519.40,,digital marketing platform,003,C00781419,Clean up the Caucus,,,,,,,,,,,,,,,,,
SB21B,C00781419,SB21B.5401,,,ORG,Constant Contact,,,,,,1601 Trapelo Road,,Waltham,MA,02451,P2026,,2024-11-01,549.08,,digital marketing platform,003,C00781419,Clean up the Caucus,,,,,,,,,,,,,,,,,
SB21B,C00781419,SB21B.5414,,,ORG,Grassroots Analytics,,,,,,700 K St Nw,,Washington,DC,20001,P2026,,2024-10-02,250.00,,Data Analytics and data purchase,003,C00781419,Clean up the Caucus,,,,,,,,,,,,,,,,,
SB21B,C00781419,SB21B.5415,,,ORG,Grassroots Analytics,,,,,,700 K St Nw,,Washington,DC,20001,P2026,,2024-10-28,3000.00,,Data Analytics and data purchase,003,C00781419,Clean up the Caucus,,,,,,,,,,,,,,,,,
SB21B,C00781419,SB21B.5436,,,ORG,Just Foreign Policy,,,,,,4410 Massachusetts Ave,NW #290,Washington,DC,20016,P2026,,2024-11-22,1500.00,,Donation to non proffit - through ActBlue,012,C00781419,Clean up the Caucus,,,,,,,,,,,,,,,,,
SB21B,C00781419,SB21B.5432,,,ORG,Olana Strategies LLC,,,,,, 8 The Green,Suite B,Dover,DE,19901,P2026,,2024-10-14,750.00,,Contractor Services,001,C00781419,Clean up the Caucus,,,,,,,,,,,,,,,,,
SB21B,C00781419,SB21B.5419,,,ORG,Olana Strategies LLC,,,,,, 8 The Green,Suite B,Dover,DE,19901,P2026,,2024-11-19,750.00,,Contractor Services,001,C00781419,Clean up the Caucus,,,,,,,,,,,,,,,,,
