form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00476978,500013472,,,ORG,Analise Ortiz for Arizona,,,,,,PO Box 14842,,Phoenix,AZ,850634842,,,2024-06-27,500.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013477,,,ORG,Committee to Elect Mishon Montgomery,,,,,,PO Box 337818,,North Las Vegas,NV,890337818,,,2024-06-10,1500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013470,,,ORG,Committee to Elect Rashaun Kemp,,,,,,2728 Tell Place Dr SW,,Atlanta,GA,303315900,,,2024-06-10,1500.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013478,,,ORG,Dustin Gettel for County Council,,,,,,PO Box 9080,,Midvale,UT,840479000,,,2024-06-20,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013479,,,ORG,Friends of James C Lewis Jr,,,,,,PO Box 16924,,Alexandria,VA,223020924,,,2024-06-20,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013480,,,ORG,Friends of Turner C Bitton,,,,,,1067 S 1400 W,,Salt Lake City,UT,841043234,,,2024-06-20,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013490,,,PAC,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,1225 I St NW,Ste 525,Washington,DC,200056005,,,2024-06-07,750.00,0.00,"Non-Contrib. Acct, In-Kind Contrib to Ryan Hampton for NV State Leg. for Voter Model Access",,C00476978,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,,,,,,,,,,,X,*
SB29,C00476978,500013471,,,ORG,Oscar For AZ House,,,,,,8221 S 33rd Dr,,Laveen,AZ,853391893,,,2024-06-27,250.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013468,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2024-06-03,20.00,0.00,"Credit Card Processing Fees, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013473,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2024-06-03,25.00,0.00,"Credit Card Processing Fees, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013481,,,ORG,Ryan Hampton Campaign Committee,,,,,,6720 N Hualapai Way,Ste 145,Las Vegas,NV,891491444,,,2024-06-20,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
