form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00867010,SB22.I3449,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-07-31,327204.34,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00867010,SB22.I3450,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-07-31,115902.39,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00867010,SB22.I3451,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-08-30,579604.00,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00867010,SB22.I3452,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-08-30,213677.08,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00867010,SB22.I3453,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-09-13,310111.50,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00867010,SB22.I3454,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-09-13,102390.78,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00867010,SB22.I3455,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,O2024,RECOUNT,2024-09-13,30783.89,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00867010,SB22.I3456,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-09-30,396832.91,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00867010,SB22.I3457,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-09-30,101107.03,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00867010,SB22.I3458,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,O2024,RECOUNT,2024-09-30,1098.83,,TRANSFER OF NET PROCEEDS,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
